,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Loans Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current","Cash Restricted or Pledged, Current",Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Land and Improvements,"Machinery, Furniture and Equipment","Flight, Fleet, Vehicle and Related Equipment","Furniture, Fixtures and Office Equipment","Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Depreciation of Properties,Accumulated Depreciation of Land and Improvements,"Accumulated Depreciation of Machinery, Furniture and Equipment","Accumulated Depreciation of Flight, Fleet, Vehicle and Related Equipments","Accumulated Depreciation of Furniture, Fixtures and Office Equipment","Accumulated Depreciation of Other Property, Plant and Equipment","Deferred Costs/Assets, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Other Loans, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
"Depreciation, Depletion and Amortization",-0.0003813064747097048,0.001058129314627346,0.022926593326927872,0.031582000943877336,-0.003776167636961512,0.03106170604573791,0.0235562575078241,0.032479341532312064,0.029126708510961892,0.0243809135895273,0.0739456988821856,0.01019165434494713,0.013548630833765833,0.04582177504906128,0.053695010795411405,0.027653654766574432,0.06279577619674893,0.04403575438544283,0.04318067014587193,0.05401688097491522,0.07204281634291314,0.2965236566806368,0.3095546526875574,0.34639654564493877,0.12452315471517489,0.0878558122595954,0.0974229770669961,0.1434975782587722,0.07135262448040082,0.08211710998680517,0.004053829664475835,0.03405102558866662,0.06472679997207914,0.06462236330398735,0.044588982947035734,0.026161422044620863,0.014507721553431652,0.061639617161905184,-0.014685153039495693,0.02436540366078359,0.002689408353852068,0.028932301587389707,0.014250767891488878,0.05768363128122936,-0.005920680073882536,0.017098599224293295,0.006368865313704742,0.023506028400141644,-0.04034942676473762,-0.0381380582027485,-0.036305404755867875,0.03737670505090549,0.007314789626525181,0.0939727815856857
EBITDA,0.017853186272694666,-0.012177310279049187,-0.024538194984880825,-0.0085550580124,-0.010213292281950804,-0.00028258466477995754,-0.04081607808773529,0.003975218975151011,0.01933131157956291,0.007042579312953446,-0.014210346727315627,-0.053537299652839675,0.010164937785594371,0.0034300488464401517,0.008148639487694585,0.03577150990921526,0.020017806082702806,-0.021748100547246074,-0.027426629556837986,0.0009945954881485503,0.018955824194406477,-0.02456605214920994,-0.02351913718997385,0.017963226311943522,0.018230641026309283,-0.004682647119977604,-0.00019593920280422871,-9.196150316956616e-05,0.004919283868705955,-0.03539641749571381,0.04037316279851924,0.03835219603849281,0.00473932503749972,0.01929441982243964,0.020264758659669545,-0.02761585516734179,-0.010510610542478463,-0.021669774984822608,-0.009351400162073493,-0.019755677596499294,-0.020258567540715033,0.03117642804610912,-0.01864579055678129,-0.0319079563426234,-0.006826769327580341,-0.03543943350896449,0.01732339281862006,-0.009361160445509886,-0.0234118154577347,-0.018930739644873944,-0.013411069550344346,-0.02367829453360055,0.02810335685252242,0.01408626583398386
EBITDA Margin %.1,0.008509719838186108,-0.006580322447391212,0.014256944601997789,0.0008343487012332511,-0.011788620527917685,0.008952947771120188,-0.010764927411079117,0.027426929982752785,0.03013772946642323,0.01923483339266102,0.04281706868784734,-0.020286911352311164,0.00804658346621319,0.008488395737138457,0.028483648807275132,0.04006453811549572,0.025295832332109303,-0.018812470221733973,-0.024875334173689118,0.026877297472063088,0.0265860378608141,0.02815439605745853,0.021118995999884805,0.03695622029302623,0.03928728022279625,0.050169932767772187,0.051774588645741026,0.022369348208331204,0.04728137782322276,-0.01260167240808675,0.032695750886878955,0.043952138201059344,0.01823095344228926,0.027172815505421312,0.028282074507494676,-0.014074243107079306,0.004134370046389873,0.004642637597210751,0.0013075576021142287,-9.000515159627242e-05,-0.00417806272782755,0.03417880618368142,0.004613561003849262,0.004017820452546408,0.009861340784229743,-0.010484930109654369,0.08529076092933771,0.020410058165305958,0.049751896241180794,0.03366164458206612,0.036385923977865324,0.016003974536085337,-0.004534003006757465,0.028552831062084866
  Cash And Cash Equivalents,-0.011580580446825674,0.025481079685081915,0.089860113722491,0.9319371080429191,0.5988406980831148,0.034859793716667004,0.01172547212759798,0.05440940404923801,0.10522817112985185,0.02997442689010557,0.04628866960531548,0.05384212365580474,0.03713325826750833,0.05983620408748785,0.07396810067205023,0.010981546138608796,0.05001733603928422,0.020742841679397942,0.0027770295111148274,0.05838914159217795,0.06887127285980355,0.01058209427830034,-0.015820600309785972,0.01600006832996883,0.04879732682477864,0.012538449542298652,0.01348323935635199,0.05456717721392263,0.013026694840981486,-0.003194676903024528,-0.008100069950738179,0.01015376916557419,0.018052064980156258,0.1117112576755907,0.021193131097249348,-0.007175444801421639,-5.881007055625145e-05,0.027710260511597508,-0.006886688641706374,0.0583742614087497,-0.010085338249860465,0.0467315428729254,-0.010018280687381543,0.01543386483261464,-0.02265619760971697,-0.0001517444714649013,0.05043425203356001,0.04893153006846174,0.034927493397217464,-0.029402501434713665,-0.03658573071483511,0.014342007207701141,0.026120225950577277,0.016744211965042957
  Marketable Securities,0.05354334662355559,0.0633197470602862,0.06356770277135526,0.007028504591916246,-0.030800962635839504,0.08329029241101815,-0.00022477267260651712,0.03332118707690799,0.04841679452047908,0.08641863456472534,0.010545321229070377,-0.03938357818193205,0.052851775682750145,-0.009952430102420683,-0.007373494459439982,0.01814342292427189,-0.003970028000896762,-0.054064992031024384,-0.01663971886378291,-0.011932191089959177,-0.003835361437701168,-0.017120077182497126,-0.01805184353132335,0.017406171308094496,0.017910085329389033,0.03141333296386232,0.028505087175174363,0.006003552489986871,0.01612410490486795,-0.01028228566076962,0.05208720920543773,0.06329117285327776,0.0387507894901327,0.09250925548846901,0.09396832375029608,-0.01914647708050023,-0.008887345540108912,-0.03241604301746283,-0.033032495293830136,0.005338430029187337,-0.0030552891777195805,0.03403986482445829,-0.014323078516138319,-0.02564469807259554,-0.03361715394416837,-0.03325512543065248,-0.010847767962546025,0.014053588128052609,0.0029720197033987405,0.0538572369105685,0.0561597642833597,0.0003384328391617458,-0.015198409141482187,-0.01399126190321461
"Cash, Cash Equivalents, Marketable Securities",0.027248210302381098,0.08368224247641844,0.28432933272523636,0.1876530908337159,0.3919695663536548,0.09348946180460768,0.009540686140225369,0.048409782661464215,0.10331511533832821,0.11190893919064149,0.08389026198728915,0.06192068738237242,0.09280406200548663,0.044648474893229276,0.0555763202682404,0.008592372951022942,0.027218617466968405,0.003504464191529744,0.0145913440991592,0.05025857362590927,0.05134530807398159,-0.016956861096173864,-0.028438688242916926,0.0307784183735912,0.033437285750607684,0.014233797875760523,0.014233797875760523,0.04502431019034072,0.010771219504622242,0.012062151519604679,-0.0024512962436377132,0.02405728619925316,0.017974258237783033,0.09495585596283639,0.10363691134034188,-0.004454491649427161,0.004985199955276202,0.0003638366702888215,-0.03296160013320573,0.0640977758429207,0.0015167353230198576,0.06528714209862892,0.004487484551316509,-0.013575326766063813,-0.02389414259725269,-0.015563446585201637,0.019378796287184342,0.06434929329604319,-0.030350125098396276,0.005163887264114577,0.009879447577243681,0.0230424999238637,0.024619826450976972,0.01958274446919671
  Accounts Receivable,-0.02156915867382168,0.027139965620129762,0.018100146444827627,0.026910289357694198,-0.012597097549888688,0.04617110518778687,0.09788166941278319,0.1343198085622422,0.12408633674969408,0.47725574066713317,0.06754513194179705,0.0398900050913493,0.03695418616298827,0.02134647586242245,0.02908699207105853,0.011297112307945676,0.017635464656131767,-0.03539502721128106,-0.01599825309223466,0.003564869456686446,0.019337741863530714,-0.012182291852682232,0.004613246279109684,0.025774785385778883,0.025718964721703184,0.004930665460410109,0.0025483614948151804,0.033224418333500566,0.005245426894973983,0.014995354214715508,-0.009683263303066611,0.0034472544931533535,0.061988149478317836,0.04900191090827724,0.09265599920603032,0.04609770577300696,0.054333944472542244,-0.013067130542426515,-0.015658523707163825,0.07175900068308175,-0.01630732002899795,0.05038066834231251,0.05707611793579027,-0.002505331225694381,-0.022752820358927013,-0.004024925791545063,0.011400633623415849,0.0366655136365113,-0.037891085963522454,-0.03581695819281098,-0.02120031974862148,0.014516839077688106,0.00390707270348133,0.007373207100689642
  Notes Receivable,0.039611939977631176,0.0008059242668153332,-0.019143517493763515,0.06346420080043799,0.05658414666139327,0.017017153240076088,0.07036772656132784,0.05520748309751633,0.10879524044879225,0.03343264751823309,0.027657150204919594,0.028460643775211784,0.011086186192567349,-0.003656089418837638,0.0121266689928297,0.01723546976057736,0.007836883195877902,0.031899823710890604,0.03785359659687072,0.024691860068992818,0.015017115162049247,0.03031903061110154,0.020825155787722042,0.02452112257320481,0.021600162867706732,-0.02087749451862838,-0.017858705612188323,-0.0023319157207241812,-0.017993087564202124,0.05721443516372499,0.0287110227122839,0.04890544100870353,0.0268943308185315,0.017465946513575564,0.02830088936508482,0.04827113338137825,0.05219497750748965,0.05752488308957364,0.051579565615639,0.1303028108224003,0.04280495339179327,0.017439415630362824,0.05661462637390493,0.058094287738069524,0.058090802465096736,0.05944803770921356,0.009672665055397526,-0.013108310648797007,0.028367961623931626,0.03214708015392262,0.008393154378105224,-0.024382801438515185,0.08353630338772115,0.007443266660632916
  Loans Receivable,0.01714020539567145,-0.010374845523681665,0.004454046605718977,0.0061404433215686,0.018436799412485445,0.030150796615841177,0.08468720305673952,0.8694515176300673,0.040462804024839975,0.03343264751823309,0.0892846011715331,0.07258242361074993,-0.006194725706243337,0.00801050898307146,0.017668508260254984,0.008899621533105652,0.016593559502569407,0.024166076949408376,0.03013718538340705,-0.03154858437240013,-0.008869813693215968,0.030411330504866607,0.01653813545161171,0.019166987170883505,0.022038869761599994,-0.018703561749671405,-0.017430715636961042,-0.004797933460897629,-0.017892434239517287,0.06667685179637362,0.04459962094745749,0.10026253034178371,0.09721948294034662,0.03367420213566334,0.04051633705775025,0.10998898163897247,0.100826878199392,0.06510244050788051,0.1089893202727625,0.12076230188188852,0.0979982548331931,0.07087411401745047,0.10309029464265998,0.10472404737723995,0.1048881489303501,0.2325885315124047,-0.001525031149583023,-0.010948927008687655,0.026197455085582022,0.03252173825166795,0.033619612224243624,0.0019114759162616973,0.08002168019259652,0.0002831709738145361
  Other Current Receivables,0.028004452431148283,0.07973835462425578,0.054379206264288445,0.023311312690953583,0.01978633768559962,0.033072936550738376,0.1185643350138301,0.10107191358682813,0.5104464431451246,0.06266876294605414,0.11844418899085603,0.12129653979621335,0.09579017005145397,-0.0025431832903982476,0.018412441043178823,0.00020575074866881508,0.018565043105026723,0.050918828300349286,0.052115724888417245,0.018301128502408733,0.05083562760636769,0.026678128730004386,0.026974683723882977,0.012615165924357352,0.014766768026493128,-0.002332291142482705,-0.0021186137832661343,0.017772114356891106,0.008140107820026842,0.1380148914673044,0.018232749793019486,0.12163793505780379,0.08679842377549725,0.07327240929077437,0.0974442671249428,0.12361129992554387,0.1356087143931619,0.07013041412657398,0.13745690202054844,0.1285605244049534,0.10507330770692187,0.11303924573467586,0.13756734979077573,0.048445573818375005,0.052083442568164974,0.13939492057186673,-0.02901879394039593,0.02428445065036586,0.024168659731329385,0.005600558010038497,0.004723120890710385,-0.0014370627442562688,0.09334259600883167,0.05689172418165496
Total Receivables,0.07697724196663963,0.1160113515312165,0.022078206822319122,0.016552138030485393,-0.004139830646061004,0.12351247897377521,0.09761821397942294,0.06784910794317607,0.11366881778737929,0.0582410534163878,0.005925267317891975,-0.009825067298590092,0.12626867372939282,0.002597631848660914,0.0008802668953325322,0.021037091319339427,0.009978800390999581,-0.013320899299540659,0.0004308325382584165,0.024772218615029765,0.015451761720960565,-0.020893471252192528,-0.001027424241827319,0.01813740808570688,0.02467494283702767,-0.0016127597396773568,-0.0031602037852543324,0.018444883740538612,-0.008266032724494688,-0.0267348174780482,0.07266236137949954,0.1053485576640343,0.08798477137079039,0.10874386255822825,0.03296723797786107,0.051007238052254524,-0.008384275539072119,-0.0024516144440493875,-0.014243313741995327,0.02778873696124444,0.049385090451727655,0.14071173394543454,-0.0098693078574151,-0.002478175167960005,-0.019947423466203356,-0.004661496335849146,0.11737937767071725,0.03295263793221221,-0.019114009282990778,0.00289928200173403,-0.01891908472642005,0.01586782551421735,0.032692361080499076,0.07695684549227667
"  Inventories, Raw Materials & Components",-0.0016326465414024725,0.020584045082775268,0.03687785844494888,0.019297146422686897,-0.029033477037733738,0.031940400676942364,-0.0251473775554618,0.0490695771772383,0.07899467664776864,0.0429301415829786,0.060488464244001276,-0.010977931652718098,0.04139339596313269,0.027869213773173418,0.09866702797237924,0.03611100283694836,0.07638703981262877,0.05083621449574305,-0.002906488785701728,0.06206291002054811,0.12801528231404666,0.015011554242507271,0.008782063979912842,0.07162617843175004,0.08362760503263142,0.09738440962188182,0.05502670222148167,0.06006319401892934,0.04318723423443192,-0.002275513287878432,0.031200821346118908,0.04918526853975091,0.06353745349016006,0.08046572456648357,0.07116231824685988,0.005888050801727292,0.013530678089215235,-0.008626240947730898,-0.029798417071974854,-0.010204858326110944,-0.02133304636693705,0.0597588492510255,0.015510531964355348,-0.011499086292351437,-0.01874378630602131,-0.009837900902180594,0.010083655385559801,0.016151945854669673,-0.014852542147128315,6.934263472249853e-05,0.003851875121541215,0.010721295834273272,0.015558603825287535,0.07413853510966915
"  Inventories, Work In Process",-0.015744273789275513,-0.021855732213645535,0.008298754644951663,0.007244192001576741,0.010338071913860051,0.0685563280900292,0.05548141179113128,0.018055882364501983,0.04368858203378296,0.019884752168109282,0.03518859351456395,0.050271941145455544,0.0049062725974904015,0.025334785357005948,0.08629209850413196,0.014276737591673385,0.026653803400672763,0.10331272561034414,0.057423658294782694,0.010258856138536283,0.09483384132403785,0.021398266801783014,0.013398570901715028,0.029489938603631125,0.01110148307246957,0.05286325558180105,-0.028408412653366202,0.002238023188191365,-0.011529223743396821,0.04911474397886937,0.03418532890176271,0.03981931265384868,0.04291974957727636,0.09272530875679841,0.00425637991846642,0.06494954881185616,0.06574937102384376,0.06608489478772907,0.027423231498481526,0.04843503261078873,0.04134827930036665,0.02405537490021325,0.07023710432890361,0.04721048135977596,0.04353797768161742,0.050011820204956474,-0.02855062385492589,0.00020149943326073453,0.03928936872638937,0.006613665636204692,0.029664035602921728,0.008083962292752666,0.07804126790326352,-0.0034950665628237553
"  Inventories, Inventories Adjustments",0.0595085576579694,0.08571271764281056,0.11669802678850676,0.08285388734825594,0.0035071192408452,0.16310862608214638,0.061026150095502926,0.12557248341772345,0.19981372302613848,0.1124035822214696,0.15072975992290982,0.062317354973117876,0.09649471499305598,0.10742629204336701,0.11688913088581762,0.06587415744458006,0.14970179992817828,0.07728492914053976,0.07088497296576239,0.15062298013904912,0.13960243518506052,0.04364075672520835,0.0023631014699327284,0.12174545704748968,0.1389600388413981,0.08626070322866622,0.09784463530799936,0.12229172502219483,0.09740110113789777,0.060885162936334565,0.1052785848687262,0.12333261334129819,0.14061642250784523,0.20552617314381527,0.11289903430706,0.07359911657893767,0.08016448200537017,0.06542085829553697,0.0368894479822777,0.06538612711894311,0.04582320965336262,0.11881762857663274,0.08521034863270904,0.05064282354679544,0.041821643459188575,0.056106048215703204,0.04914887776283662,0.10535226295973965,0.026370203599199664,0.008473331079281807,0.010513266730456028,0.0830948159800155,0.06821914413806733,0.09859141202084643
"  Inventories, Finished Goods",-0.01783480352366528,0.02895448945124536,0.042116347673845624,0.04577867761275369,-0.012337245505055494,0.12306414472699789,0.020646964902763416,0.036552044409275335,0.1147861106996682,0.03949223099819564,0.027935657089335177,0.010467873703544153,0.015666832813984885,0.027662327472031723,0.058183268915719184,0.022022821957180506,0.033317023222323106,0.0316028240244589,0.01769462182700845,0.036010293771211954,0.03152182390560351,0.024741413805540836,0.0198159176402359,0.018609731031100668,0.022701661260333586,0.0871092936882196,0.024450428160534787,0.02229838321688513,0.009725237899571764,0.022621938858397646,0.020855200850937953,0.031925555409815246,0.04706547932132999,0.1114571661461879,0.013806170014181574,0.031410069750604945,0.05088484599334046,0.017013604231686998,0.011613463811615016,0.02471455226021248,0.014667119686038241,0.05407598683666154,0.03818517353547306,0.0023987173772340247,-0.006396179990551095,0.02132139349493533,0.027114695338748822,0.028504347643447947,0.01794520621611966,0.004731681964838885,0.00798903868644332,0.03509428960774731,-0.006024075538990948,0.004910165700455708
