,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Amount Due From Related Parties, Current","Accrued Income/Unbilled Revenue/Cost in Excess of Billings, Current",Other Current Assets,Total Non-Current Assets,Total Long Term Investments,Long Term Equity Investments,Investments in Associates,"Investment in Financial Assets, Non-Current","Equity Securities/Shares, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Amount Due to Related Parties/Shareholders, Current","Taxes Payable, Current",Other Current Liabilities,Total Non-Current Liabilities,"Provisions, Non-Current","Provision for Employee Entitlements, Non-Current","Other Employee-Related Liabilities, Non-Current","Other Provisions, Non-Current","Tax Liabilities, Non-Current","Provision for Tax Liabilities, Non-Current",Other Non-Current Liabilities,Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Additional Paid in Capital/Share Premium,Treasury Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses,Other Reserves/Accum.Comp.Inc
EPS (Diluted),0.07764680612542667,0.03967278400525083,0.042055850836061205,0.08586407961368697,0.0429806982873536,0.04548333137207698,0.10601157537249899,0.0933567674415548,0.042599147950266085,0.1200630121865716,0.037655739029410114,0.03664159151521234,0.0551045441024247,0.07658458410921522,0.02443583875991393,0.05462546668287525,0.11187034627250365,0.11180951165952777,0.08956002557170505,0.0543412545044537,0.03465985147624638,0.10700504948608444,0.08993221289316738,0.10598267792721186,0.12804065271883222,0.08033332475219078,0.07372628645119667,0.07465635296392857,0.0778237970999696,0.09179827420959039,0.0838059852678966,0.11360180702529152,0.1160840129082433,0.05867029050265233,0.10178626947008623,0.05740804583400229,0.05649001924484843,0.03377799147546275,0.13057911394283028,0.09930902302131768,0.08467817795245045,0.05147215914887214
Shares Outstanding (Diluted Average),0.04888879191157351,0.10670050131369936,0.007991094630066121,-0.0008722878771884423,-0.006254999396294287,0.031476302209596504,0.006894028396235174,0.015943100981127126,0.03239437570018409,0.016078468846044813,0.10176869795626624,0.038531046572705785,0.07630770254186332,0.0036258069311934757,-0.01698236099323505,0.04099872645205952,0.007918643202242627,0.03611060984067818,0.052390829966217606,0.04115875620682102,0.03910945313216137,0.1160349451814536,0.036155566098645356,-0.01371086537448657,-0.00022319090121193208,0.011044944226167098,0.050843575660020145,0.05570800913370167,0.01658101991227919,-0.001837470079019928,0.0014137694040361592,0.04137867229295527,0.0668681013085609,0.10879870790678219,0.0035209840152414036,0.06034835344826567,0.05549875637995541,0.059079984920653736,0.025120200849587878,0.08957018344489331,0.048110063715202746,0.05083303322867222
EBIT,-0.007585770861540687,-0.04400319770935526,-0.028011349750552705,-0.023030002735599436,-0.00920798774861393,-0.005122295873602377,-0.05399308831153892,-0.023117398436284544,-0.0028089046039695147,0.003544131816413174,-0.0433222241654929,-0.04455908254026537,-0.04824574364912967,-0.03630312296090694,-0.0491550923979462,-0.047852865648437944,0.043368235999945784,0.027702497393272366,0.0008359886240443676,-0.0003349664368603565,-0.03689395482503343,-0.008999325831239583,-0.046143109143477426,-0.010067366345278049,0.004872787722913995,-0.0011644206127403934,0.02067710107109099,0.01773370137109498,-0.0009744524487299242,-0.01361286717728567,-0.021965471316796617,0.038686554077929466,0.0417781990104789,-0.04181583516449694,-0.00834316895220469,-0.022651180088214627,0.0037038975392013557,-0.018450422614971224,-0.02599932154037867,-0.0006685750301335742,0.0013271960363391766,0.000862414234479759
"Depreciation, Depletion and Amortization",-0.005719531024456178,0.014437900013068054,0.025366141018089355,0.03469368160133857,0.00436545439708243,0.05406235519281434,0.04804995127130789,0.018794111384662877,0.037402838772253276,0.011473559402550477,0.04253908076442638,0.01832756415132903,0.021938719823847777,0.05772043633449447,-0.018658475286959946,-0.014922368594638722,0.005502456060672931,0.033991481616228426,0.06477170224417858,0.06708395569877348,0.042170754687306536,0.06463273865002422,0.0209653780359746,-0.019010907064513274,0.0018615535185904134,0.037608981501796174,0.07313917485335544,0.056438723788927246,0.033929336768221,0.0004855117106493409,0.017283206062533488,0.038801493240452435,0.010276464745216953,0.0403630968936174,0.008189948658909294,0.005882405520706936,0.005653642914687876,0.06445932211192948,-0.03606953568524291,0.0289882115135228,0.12229606758947573,0.025476720161312073
EBITDA,0.005770565106322741,-0.00929399148266076,-0.02918553264719691,-0.01312672475647535,0.007552867245966215,2.2346042470852484e-06,-0.040562905425101575,-0.009567517863248724,0.006589573317790156,0.0023687453592725924,0.0015116096913037628,-0.044001877010007975,-0.04107196211341458,-0.02462260828468673,-0.04918013230249146,-0.0312924317040067,0.04163849544331825,0.03829265206605462,0.004679781065061524,0.004521323742787022,0.0011570208711600915,-0.008320157752941213,-0.042990947782502544,-0.011148021558672533,0.01246668296062128,0.0011780987747134204,0.020350166612805344,0.024318272784687466,-0.0004969158962130505,0.001124556851670672,0.00387018696885389,0.03789008695545022,0.04814256468315422,-0.018288677160981252,-9.91366787015573e-07,-0.014238603482222287,0.0038280863066219827,-0.01607093209034756,-0.022740324785455526,0.0023726718350154884,0.004679781065061524,0.0027816250868959026
EBITDA Margin %.1,-0.005635834674019407,0.02018609826016513,0.012567587684413045,-0.001989486992201502,0.012199418442405081,0.008432746911677464,-0.006790033565221499,0.014579012865748905,0.037015283706237925,0.01380211176183473,0.017023074458076933,0.046150707055529906,0.01844859224865353,0.020194563231275813,0.010378927917083138,0.009304794069835698,0.03414437728307606,0.04389259422862115,0.01817140946985106,0.015521923110817517,0.017272526896467213,0.030155355052103944,0.01575808227346947,0.008388873314177927,0.011262687942259892,0.014017283845633638,0.040066428853657625,0.04144514796000674,0.011142370920993606,0.012918232609693284,0.026146155489642626,0.0546478061166173,0.12036118177063006,0.046411386779802534,0.03773101129794643,0.03822182812673646,0.03776496817812208,0.02443585051304052,0.05223485144258887,0.0008505044490329803,0.017309476527406917,0.04469010927039856
  Cash And Cash Equivalents,0.016381136859135812,0.007872537938137235,0.09110136209701047,0.9304131922211201,0.6225088476209423,0.011919723263502697,0.008014235592234643,0.022197363646906356,0.01041917974036737,0.037996129320248644,0.00782161177108781,0.027792228215595884,0.030800477638865884,0.009588881421899884,-0.013838426272037085,0.009330773072474487,-0.006490979210517096,0.010094225193135992,0.018040200785701184,0.09086747767130093,5.762626933758681e-06,0.056249558759193345,0.00697207736108937,0.002498923893632798,0.020090179476213374,-0.004490209094346468,0.05160499044966191,0.05199907615089105,-0.009198449998536107,0.0186261304705908,0.02251247968177936,0.045966923930617264,0.027196882967326228,0.03356336880382804,0.0927888333057029,0.001970817373642521,-0.02224197528260924,0.030006182102394165,-0.013673656923123305,0.0168451380337495,0.012312104755455603,0.0010141031064523228
  Marketable Securities,0.021476015942942375,0.10961885229562557,0.04203100615941184,-0.014737774536803437,-0.01778677302184924,0.09963956728694637,0.01663748752099472,0.019019330116939598,0.008027352556114442,0.06380340597745761,0.09958387844424313,0.014695996589799101,0.04854706370290836,-0.011880676736583107,0.03177388388046304,0.11301235622498189,0.053364469279162045,0.06323162888083957,0.03873892529567763,0.11206880745942423,0.1128457201158133,-0.010958357188145203,0.060037419307688945,0.007924954610598882,0.04119136479204125,0.024865140169732063,0.010740740327118595,0.03197727058370038,0.016609327588965692,0.04015030498479599,0.026028928179080275,0.020222747954802243,0.019823263712113737,0.04633813746865761,0.02668049285144701,0.08273372104728467,0.08550264945964334,-0.029602843418256232,0.04826152907034833,0.001092511247348132,0.022776825993595554,0.027438755622143828
"Cash, Cash Equivalents, Marketable Securities",0.05978840789699954,0.06824008933105023,0.28557058109975575,0.1888943392082354,0.42353769760833004,0.06977123613543039,0.006188819818878459,0.039414644300020805,0.006778332813389257,0.0856065600675456,0.06726122465683974,0.011898229591551896,0.0001704032707020458,-0.016406821658088978,0.06559514753593179,0.0815499879234901,-0.0009135287359923407,0.02399774222681496,0.01796239404332796,0.07586971571285549,0.08438367647686155,0.06619939615212647,0.005193780649293256,0.013321363304543548,0.03952105853118459,0.003727856193430521,0.07283921287025034,0.07317896069367003,-0.004154184767600889,0.039903606656520436,0.041340340222849006,0.06339647532866631,-0.006418818715306461,0.040399909137864565,0.030180587044506164,0.02531046306207828,0.0254937373687316,0.038899885842521256,0.019366626176268283,0.013427676127874207,0.009809244038545278,0.007687216607411748
  Accounts Receivable,0.004988896011536288,0.011953442425496107,0.021759550398305353,0.02849607672421311,0.020598434925054185,0.0225083660925118,0.09454342653960209,0.08489236374012175,0.06778010361203764,0.025568388200246064,0.013124677082578917,0.005065488923973613,-0.012088651927841023,0.007139189384608352,-0.010410172945413937,-0.002824943891171596,-0.008234636906869515,0.0033877105207151554,0.06197628528386276,0.035425256876281855,0.07667140466237894,0.06682396556213491,0.08685935372167547,-0.0046893951872453155,0.028051235503081754,0.006576849932578913,0.050450159380859276,0.03591473980790939,0.004210468431074396,0.0865147145009999,0.039855855762180224,0.05539759216009371,-0.020138452807159597,0.021023714675288564,0.012075046908398333,-0.017996415157244438,-0.010904370956044303,0.031380316971641044,0.0007416595904298461,0.012119563252662446,-8.78581760846305e-05,0.010722482008968753
  Notes Receivable,0.002266905416669929,0.04736269510544757,-0.02518938917949926,0.057616609769942,0.017272061310752658,0.04578627294991029,0.05890544838232238,0.0029155177219619957,-0.014225052934624012,0.009848319738301555,0.04923056229771218,0.051076165543482356,0.04454301054212155,0.05089511767007827,0.05566319641803816,0.028335743370794888,0.030210181105948464,0.04884589703626534,0.02703497498109326,0.036836487082755685,0.04732411608660632,0.02444719815061659,0.04628574530895393,0.05044373662923646,-7.816755836703715e-05,0.034912852587966475,0.0031074571371468287,0.02542173701795631,0.029308719084820745,0.0057456732794253385,-0.0016544238577667469,0.020373530678885327,0.047373309406087395,0.018237139965191922,0.013139444690042624,0.033483073276437424,-0.0009229038253700788,-0.021123956989776604,0.02846914513885147,0.004041051611119551,0.048681777106541216,0.04134704652243602
  Loans Receivable,-0.02065313367034497,0.03662375248799103,-0.001591825080016769,0.0004100688699142157,-0.021501544473868397,0.058388158810032,0.07322492487773405,0.03490066408856064,-0.02060942199732633,0.007478215246210616,0.032933534437034485,0.03683823105183126,0.043689006325707755,0.03744663527699015,0.018980757239814565,0.02841229039896209,0.046009638229673785,0.1002029863693455,0.09720761874589152,0.05260540651678507,0.058277882369787454,-0.012320474755710674,0.045682123925484396,0.10536592684313524,0.05367911590659044,0.03978912805409008,-0.012982482095504733,0.007018078438272722,0.03600124956608462,0.01143826349785693,-0.006464799823131315,0.0731055376674065,0.03448121244508881,0.019785440477769048,0.007535035861655867,0.03385773137418276,0.02915501616528983,0.00553027760558933,0.042392822985798995,-0.0036458537915426146,0.04166218365701377,0.04328361572137789
  Other Current Receivables,-0.007129908105126664,0.12360012153648361,0.04833333457855271,0.017762835779160192,-0.01717068289780858,0.06111930133831732,0.10748382504586494,0.07625648475586631,0.08243125824839159,0.05084337309871153,0.1246216855413363,0.03856283979167628,0.052619460595558734,0.04614413498194766,0.05855762265081147,0.06865216340208745,0.019642767075235778,0.12157839108536558,0.08678655958104219,0.08786099638165538,0.11322221581141355,0.11078288472030155,0.11910805589468727,0.11306218115624055,0.08847487299008218,0.11281889045389386,0.03883982692852052,0.06518167196610423,0.11369678859197274,0.08863274262365779,0.07364334032723747,0.10651633853559729,0.002538794421527443,0.05974865867725995,0.007198745285234804,5.026552335458522e-05,-0.004483056464011424,0.0042627593856271965,0.023463627894031978,0.0057614875534194206,0.09631742408232441,0.1268739071111987
Total Receivables,0.09993199791339015,0.10350802848578151,0.02469446886363815,0.01853706532254532,0.025977731414641842,0.09748310257799805,0.09427997110624184,0.08083819272279207,0.05490279491914722,0.043643825672028166,0.10357876417157455,0.031712247164195406,-0.014050055226022415,-0.012398446952368495,-0.0028507457393330995,-0.0022219996822838506,0.07421965109496968,0.1052890136915961,0.08797290717633531,0.08933618768743964,0.01969736405676205,0.11000169850482873,0.08590037222274481,0.06100301529348029,0.12092206265509864,0.011173235706199396,0.03832321137296963,0.046487305410172694,-0.009927618635911763,0.08404688736919899,0.027428548520568845,0.10840363477549961,0.09675310996973797,0.010494140015920243,0.03199435490261691,0.0196184181201525,0.0035618831846034238,0.034189495861850355,0.002166179307394607,0.040802322224435535,0.07097527034594804,0.002807654654722398
"  Inventories, Raw Materials & Components",-0.0026032432221209014,0.042986706250782006,0.04201584671703753,0.024564421034869485,0.002395745271176536,0.04945946300777758,-0.013447374285626926,0.04235391066320457,0.046802060887389106,0.03452803939415998,0.04417024863702939,0.06364432883040055,0.02757608896263706,0.029153509726427357,0.02273748248127683,0.016026793135764567,0.03273858885376429,0.049125724567312706,0.06352558929570498,0.05634340511213917,0.04567801468733921,0.0616303033229285,0.003252141660573626,-0.008960471936632651,0.019092142552573618,0.02086845962901109,0.08296180040652855,0.08581535287529042,0.042733099712639395,0.033858376752230204,0.03623713221069463,0.06692320368489475,0.009942805126564242,0.02114304991721032,-0.017329939954748443,-0.0021828916087263035,-0.0002485065263863086,0.03388111704353566,0.018535974688720914,0.011037949168114946,0.06251234881955611,0.06060321160270733
"  Inventories, Work In Process",-0.049478759681518686,0.024125835857763615,0.0029534644763487324,0.0009977236851274962,-0.026509171765831622,0.09663159572915409,0.04439120214116847,0.013491232601003801,0.028533434812292396,0.01553712005676983,0.0390417005053267,0.054719710384671376,0.06218113486431826,0.07161053398999054,0.07111007081945894,0.06703683629250051,0.03568448729542726,0.03975976868141048,0.04290788538282129,0.10961462444066487,0.026907729150855285,0.027693322516872856,0.04749375306521607,0.04898706253780981,0.0016016219553765983,0.03281966192542064,0.02974889420676666,0.0450181351478087,0.0522524383239417,0.021974995229848245,0.021755306624512093,0.025497947577746795,0.0004930479489596403,0.03708485137931506,0.023349395391662052,0.002789964374702329,0.023993324743385818,0.018935218912516063,0.02100230081432926,-0.003852938099997887,0.03314645630640517,0.03790568784495099
"  Inventories, Inventories Adjustments",0.05554562408799589,0.11255906823235501,0.12982201979674057,0.09513828434033081,0.041877823987364046,0.19747142749547963,0.08352097608131522,0.10572895044132989,0.11709152849556506,0.10153987385197442,0.11518271452838841,0.152611970985754,0.12622290189398355,0.1181770565237008,0.10275227044319933,0.07915116044094686,0.10685996847341528,0.12327306936885998,0.14060455831339017,0.20668545529635432,0.10826769039251534,0.12817161663125143,0.11511528350864911,0.05606462442073411,0.08349023466625108,0.17479469381597934,0.16520874660589685,0.1663964276798927,0.12778192969978258,0.10913798139904897,0.10791463269318505,0.14532418629534838,0.04886834421369399,0.12183573178177345,0.05550404038865631,0.03889286460341919,0.038353667876775764,0.11921440562502383,0.0493285224116619,0.06361372529448776,0.10834857947579442,0.10611202305094125
"  Inventories, Finished Goods",0.012503545021302048,0.012507942655417428,0.045486298413534736,0.049148628352442804,0.018837613081122504,0.0982216334709729,0.016345282297841945,0.05867973962165888,0.027447784449596706,0.04705043612845922,0.009526934944350456,0.048529176200914355,0.031577214115996975,0.03797531850197614,0.0418311127237419,0.03930867127389825,0.02239296835858333,0.03186601143737705,0.04705361512687492,0.10728557733428501,0.019151780110142777,0.04828610884349602,0.025523472770423307,0.0269135046790778,0.04703218422318669,0.029202449870008782,0.046852068545364015,0.07072402427694637,0.02611309705500921,0.06199515786748435,0.05668787536785673,0.05006260200671889,-0.006008086276465648,-0.010146219095345969,0.04344289642961078,-0.007210369788642053,-0.007697195404887875,0.02047369884140664,0.028850995839147898,0.034147449722302894,0.020074540664302212,0.027175245722726137
"  Inventories, Other",0.015510329046822246,0.04439114503904849,0.022343755989149363,0.015219552357719112,0.01706608097421882,0.14971957997383295,0.021477934945162366,0.02653175674355329,0.05077650678280135,0.13111194513057853,0.07020243839406133,0.07211213396059087,0.037060906867256174,0.03727138433903996,0.01998147380896318,0.027050594372366964,0.048753576402744234,0.060627498923339795,0.0629912142204242,0.15951875924047706,0.043490615306134614,0.02258163369655195,0.04600942651295319,0.039299857036707284,0.012785677610219329,0.1260980177729309,0.035597486762141375,0.06055523180908101,0.08012549715527079,0.029557109234813632,0.025490607507238645,0.06588578532051338,0.0584076084743361,0.04653265526820554,0.020659271629801468,0.04172288408586687,0.04419381432418103,0.020810501513188463,0.04085611715428622,0.0007661240407797952,0.04709412749453306,0.15556257950396796
Total Inventories,0.14055221680802601,0.10043669245082215,0.059187569945254384,0.05716282197360548,0.025092611136753075,0.0008381501106646812,0.010790462655885099,0.01216703670880259,0.015476515512408896,0.13161382997278348,0.11250895429875271,0.043557115601820906,0.03930572798673109,0.02759914527864812,0.03702429581126388,0.015159732089432528,0.10054327879375569,0.05402060299100351,-0.0022890368505802455,-0.0010420491765981282,-0.001336554646600425,0.02497306871805429,0.006309171355822272,0.029095046240480076,0.06810475009422819,-0.007037212038559723,0.010829132736579188,0.008533965270743004,-0.011835636947128208,0.021064331651014814,0.015104301749933212,0.016567137142564737,0.10358235970193766,0.003293299666708279,0.0514685649775545,0.013662750278289466,-0.008606260957341067,0.025991498302467723,0.05218401853385597,0.01442616489197145,0.01981053516228982,0.021283592279500496
Other Current Assets,0.18578976138912973,0.34420180497099323,0.0728507567749236,0.017127052458893878,-0.0004231902607598454,0.1489650202414709,0.059231611997639454,0.12215595039869558,0.049941318239790825,0.9551985667859635,0.3119608635780421,0.12888888912959828,0.04596396983877031,0.03424242466559765,0.07792792897078636,0.10324469407132178,0.03324008745911807,0.16804131869939917,0.16129260997773348,0.1592146517156265,0.15952371897966755,0.1145369343419409,0.09133241517388137,0.09867593734642927,0.1270905526726317,0.07057089393981092,0.0608468579758997,0.08754695483725032,0.07675438199209975,0.12472568987878303,0.04967421256813603,0.13855181200611363,0.04987671187629867,0.07154455013726949,0.02714304346850993,0.004596510784309778,-0.0012661202813640405,0.00622605434021993,0.1047262846956627,0.02378144327371802,0.12983895288147035,0.11165121729113642
Total Current Assets,0.5045666050982252,0.9190181444302509,0.08709176851683571,0.03188565815318223,0.01588487459459017,0.09415454826601614,0.02752763632172626,0.11098451658480794,0.0917939262105559,0.2765826864654896,0.29986251295272154,0.10183766987012062,0.02600196583068613,0.009584284156378563,0.07724923356139755,0.07497991976001935,0.09497659539078293,0.0721525532042593,0.09890127669045291,0.10405350069597855,0.0996734235865734,0.11774535533137354,0.10359706302395198,0.09054392062770616,0.11602295456321128,0.03330167313067505,0.0693189315133134,0.05454102802024186,0.035495078587217344,0.11827230941573473,0.03296278242879601,0.1384421905735133,0.10357996313424554,0.025317739951528636,0.0319423299522067,0.025056416672023588,-0.0025748652153215028,0.03200151343464187,0.05789071128901279,0.08214398102921161,0.07184914469597527,0.006454652530802206
