,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
PEG Ratio,0.028007849134332994,-0.04244039094328142,-0.014992781610524995,-0.08381640090266833,-0.0933642069062623,-0.02374945546875699,-0.04353008796125483,-0.05685509284058558,0.002962144871827131,0.007169391416289579,0.03951822952494286,0.007156258358524623,0.011757968501142,-0.01072148968331926,-0.017446471554597373,-0.0023185518732649884,0.006129276465901036,0.028192372748180667,0.0007540219229664971,0.015454177525016845,-0.013748380587420374,-0.022863533792784163,0.011686606114512527,0.00499190805676332,-0.035152591850632624,-0.0014892776187310748,-0.018526761303726453,-0.022095481004919704,-0.018800620935667704,0.025625954664247774,0.021084466161314326,-0.04533208338051656,-0.02577032731689303,-0.004239295316817423,-0.017470914699273334,0.014361732181239066,0.045170552973370644,0.041032575924046834,0.04325265709826491,-0.0523704891949827,0.04283792799014163,0.0444899936127531,-0.057938596010456644,-0.0020933720608299787,-0.015193568443381739,-0.012657915888530822,0.0034362018387009553,0.0027175080495121825,0.036421248843009166,0.025549975493253725,-0.005657076519174731,-0.015701382476258158
EV-to-Revenue,-0.011108375622090005,0.17562926425091052,0.09397671747543648,0.0488944404990277,-0.10711566953163756,-0.044961925671967086,-0.0159407496633689,0.01927995320787529,-0.02911108472275671,-0.023535257841891654,0.04214524341872187,-0.012870463683113034,0.012000093456878469,-0.006266562414415726,-0.026679344745890916,-0.004112442825938125,0.009547041271410468,0.020310449696256137,-0.0011341208508484956,0.010540620712438895,0.019001028002754147,-0.00902252103110214,0.002612104970230481,0.016787460875549415,0.013508081461213246,0.01804359573004593,0.010085971462970965,0.009025905387958633,0.009141673628173686,0.004294544842632778,-0.01594441033755709,0.053000976150959576,-0.10059824572192244,0.015690338190575387,-0.011018288261631839,0.005891143589783159,0.0002326134169845311,0.008152402395418812,-0.018361472819830547,-0.12522837770132111,0.009326039445111404,-0.015959739152878266,-0.12467976721773133,-0.00354504136300943,0.0009421148883053711,0.026646360608259884,0.0025830634373544947,-0.0049809937622538915,0.008343563802258244,0.005290155358223591,-0.007228326246529099,-0.0012672463001233444
EV-to-EBITDA,-0.0039855472506720845,0.07172378953595007,0.05781744221949243,0.046362858548176095,0.016465089235606266,0.04690492158778637,0.03551095253098561,0.04744990105766876,-0.005463790497208966,0.004251373794098751,0.014728260480390425,0.0006462311644653941,0.00031963985339494936,0.000968270111475409,-0.01128119828749898,-0.007207504278887991,-0.014032610715516262,-0.010141318542081603,-0.03143823069336314,0.004467141883994847,-0.003206797642549604,-0.004027253126612074,-0.007969210139056392,0.019740415835013347,-0.0022091961750537134,-0.02668489292134082,-0.01826264419149099,-0.01343861920980434,-0.018195215536351454,-0.011150860834354607,-0.017929917953964862,0.027878806585401462,0.07242263811166641,-0.0006228947090218453,-0.01672687100255179,-0.028983074805627604,-0.034913923116355834,0.08782799063909424,-0.003963092454075787,-0.07992822002608196,0.026792043768752497,0.0058496965836707816,-0.06779511160985746,-0.04313164738109522,-0.04138029388204943,-0.011062974002549145,0.024597351460226794,0.024001371953695054,0.08870857736160218,0.04038017134184059,-0.005998262072098658,0.003109443744315094
EV-to-EBIT,0.0005553149183507317,0.0030657450561843713,-0.0007922320476878909,0.07250725473205223,0.04623161251693016,0.03536742359017015,-0.013082446433702677,-0.003213128713830664,-0.011460036683629016,-0.007120500949162885,0.002399989287057938,-0.0008540306194974711,-0.013746741661161656,-0.006455743173976425,-0.017084743657083776,-0.00746583051535166,-0.008213152001965285,0.005985427198314382,-0.01346120249751186,0.003972955294566599,-0.014431264729933363,-0.02013438005216441,-0.010019410181367736,0.009133160513238214,-0.013279518805382817,-0.027665761987998007,-0.025200016947766305,-0.023865707542430607,-0.024222268940409734,-0.02027130683329806,-0.017211918927445394,-0.00999558516561424,0.060129302934762235,-0.014837987736998636,-0.024469424944223148,-0.03987169467060095,-0.038172550259354385,0.09885321117948939,0.08561890534522087,-0.011466196645272944,0.028577030510626312,0.009282098837438423,-0.024852058495309633,-0.04832585929112617,-0.045161524058506756,0.02920025388704198,0.03748299609860539,0.037376321359899614,0.09569216430253713,0.03896467076006977,-0.004752919456587305,-0.006333274770782672
Earnings Yield (Joel Greenblatt) %,0.007088436194999472,0.059309009423100405,0.06172061055902916,0.044636383720652824,0.050464836322367916,0.050654386622789725,0.06450410066344729,0.050173626387109684,0.007626635529036757,0.007203068818533755,-0.004093022731894044,-0.006133662980296738,0.014040943023096629,-0.009811434719471414,-0.008599987338551173,0.01623430106826132,0.022755765555451526,0.07531456037170736,0.021536318483181376,0.054353917553835916,-0.01781187604257673,0.008953097532163,0.0031705030490777365,-0.014072512538237669,-0.0019110126506103938,0.02494941556823438,-0.0006963455027938154,-0.013383950430237396,-0.009120126797068884,0.021805910280202984,0.019905788766960555,0.06137305627618815,0.060981109173565,-0.010059062282226208,-0.0003197440884276847,0.01972955363886858,-0.03215723264679761,0.023092152302920742,0.0012768749069927093,-0.009713976632716701,-0.0016511561313520616,-0.02212662299451828,-0.01072401916040898,0.003750878311260579,0.005732251982188879,0.013939512709996096,0.10161835860148866,0.029710541752097832,0.028417347599782587,0.00435026210404374,-0.025345276042234403,-0.031152180515187006
Forward Rate of Return (Yacktman) %,-0.03189961122805074,0.0793015650061118,0.06597687544333312,0.0365002008784613,0.03159294928712608,0.04735293592510292,0.09650340076908448,0.07503949640646833,0.011673175920317042,0.013617663482579895,-0.004100074274271721,0.0008770122088747625,0.017692434850002662,0.027814991221424255,0.028705659463266593,0.025305905634901666,-0.012537483699654961,0.001241132482761018,-0.012683595654867376,-0.0175722871844966,-0.013247554760912252,0.018249706004430377,-0.00028719390412094026,0.0035529676598945615,-0.0051501515144640655,0.014822766558050102,-0.009089137301061232,-0.007495205938100223,-0.007435202306812197,0.00123834884734106,0.00041537910667614254,0.08845523874182973,0.038642681711748936,0.0006217171152454399,-0.002116541631043172,0.03444759682981612,-0.033900189100127556,-0.03216554217957799,0.028001332810598734,-0.02501793361217489,-0.03656872476859513,0.015416534193873517,-0.025578902403656144,0.004567013276596622,0.007490552248844734,-0.02143877119175123,0.08709343110335756,0.026075461060076775,-0.03188084895542983,-0.031900185896411665,-0.032763847451609804,-0.036145171301064274
Shiller PE Ratio,-0.027082753918283027,0.05053274718394653,0.0523911868963461,0.013775547093486988,0.004484974586633886,0.034019701292609186,0.058648084691829826,0.03273425248904263,0.014432731005264899,0.01720832284149718,0.027765452345365167,0.008675054212740067,0.03520804802642104,-0.0014430862845093524,-0.02635552678593089,0.030031547314990813,0.021452906144780407,0.02029631354021647,0.004464802409185074,0.029424535118449203,-0.01924125731285886,-0.01225948125046577,-0.0074370117382837895,0.03856480999922779,-0.02720780983156813,0.032335715526227674,-0.011320626148983822,-0.013204849973061674,-0.007060639911298427,0.015502854797487354,0.009978360050744258,0.045977059295803646,0.017329354847199396,-0.00958171065652221,-0.019683466834029273,0.025715884442486733,-0.025882969246523183,0.013547164328226577,0.03734925577033889,0.00935962166331777,0.028932637399743145,0.03261833399827341,0.01021373180819515,0.016515328385608038,0.01159202687636827,0.047421325143286085,0.04808944833373739,0.027169329950216835,0.016925579642923412,0.02938671686099119,-0.010446534089148807,0.016746048255976632
Dividend Yield %,0.03381966840615421,0.010499073969318842,0.00996456645699897,-0.08006941475022591,-0.0851740910123421,-0.09116328981079676,0.018895033902248982,0.014990810434290135,-0.05479193927193763,-0.06448911104312774,-0.06738508776276743,-0.048612077736243764,-0.04708006923069896,-0.039836110113652,-0.04137129233198847,-0.0427002915941049,-0.0030309093843694786,0.07404296744104237,0.0166824738177811,0.060139391921922386,-0.0453307046802021,-0.05813984845107444,-0.045692602711758894,0.0022371687659488793,-0.031094384076195622,0.0037312946712450036,-0.05263937197316823,0.03205902348180753,0.0351313011082668,0.0014054888096976803,0.02075419742796586,0.0028719918328289074,-0.07768068952900066,-0.03634126461377078,-0.055791370366256726,0.012809408348251469,-0.01470692828147407,0.030541425929856342,-0.03269912559018756,-0.06579670345173148,0.05358399428161538,0.009680707886141077,-0.05437077169025701,0.06649560514616265,0.0739570810783811,0.05274680969172711,0.5128458516416408,0.24519121876782266,0.029409580509547714,0.049597917701733225,-0.0174301331452334,0.015846579418035654
Market Cap,-0.016079360318019126,0.0160854767654674,0.015285731350049101,0.04746475187801608,0.040665943627694115,0.0031299516564421885,0.014605858999489522,0.03691405144682915,0.027945625552963448,0.031779802178575026,0.04823484320555342,0.015955684457326123,-0.00271402820062614,0.030007414904811028,0.005871281219424137,-0.004454582607438712,0.03518867532762301,0.03463804728883028,0.01729769988707386,0.031300545478587134,0.000977577312440324,0.026993441279086445,0.019259568367981816,-0.0011356320427770325,0.014360137629656558,0.006289417363909925,0.012711580296045683,0.012182574715758463,0.0145049030485996,0.021635931670521892,0.003439262639807462,0.011777870445343426,-0.009182806466289002,0.00014583707848503814,0.03021796646494317,0.006002668398533579,-0.0015517775775206692,0.04282198907117008,0.053965031942005866,0.11023214330704147,0.04346356054360932,0.049402422525786104,0.11029288270299532,-0.0021855154362922283,0.0002143182621970036,0.06441242751703334,0.06992084287493237,0.06946634722105603,0.04979934067386158,0.048457338184737485,0.015117311653966799,0.0030155433572744135
Enterprise Value,0.07679556084479533,0.02048078480030271,0.09491398952336697,0.006492060871862688,0.024984337257316615,-0.0007645762619825397,0.01670238625324525,0.0015240262146793216,0.0158726721151809,0.029519816694388044,0.010855548456802644,0.05928528272248091,0.007427584362671069,0.015946403646403564,0.008502865222780568,0.008861293428284896,0.03745203917978068,0.05891237319948726,0.04571713759140777,0.06253980927857783,0.055617016335933446,0.026874350654270997,0.01333565593916933,0.016273364600338756,0.03267900758260026,0.02837692984678708,0.04632301995858966,0.04568541695402757,0.04444550289239922,0.037121963069159505,0.039770367620862224,0.024662904940815987,0.0008025635468813775,0.03990008320620828,0.03940875736883329,0.012044345948375465,0.009955663307483797,0.053445335960351274,0.07946106023408109,0.12447360979257803,0.07149567137075753,0.08185731541081054,0.1260553183826846,0.006059325595977817,0.00809746686993009,0.0358338554229243,0.06832677556697393,0.07026900166002001,0.053919702539381664,0.06471567850488731,-0.005932895779802078,0.009835905242626009
Month End Stock Price.1,-0.026604815555437318,0.05799379307998874,0.06009007050579124,0.028252124334732263,0.08446931775915688,0.05747192415796561,0.05959505776185964,0.03867974828192659,0.00922323786274003,0.01276607073553031,0.0110337893702258,0.0022030784436763646,0.01787779487982063,-0.004346658663099412,-0.0015693827375012986,0.012942526148436755,0.0227038587647852,0.021987368390879534,0.023668669391546642,0.019266585885697123,-0.009230539163455155,-0.002012999973295572,0.00533650835646887,0.009167673564968537,-0.003795228640008642,0.006696581174246587,-0.007250461922165952,0.0030320779461477983,0.01069930094559468,0.023544628656890172,0.024146299418041525,0.05747530386632087,0.060656605991554466,-0.01670652540891461,-0.0007840475657142289,0.027660646735904456,-0.027408230460125717,0.007952197270582844,0.009832780049304251,0.005357054744402235,0.02677237468716319,0.012804772354095955,0.0043548342258457814,0.015095113880031773,0.009706278734542129,0.032330659453650705,0.06735886831390181,0.05688150410512645,0.01884898074478392,0.02441314351534352,-0.0015585790971293372,-0.017005014493928956
Net Cash per Share,0.11870698439112409,0.26286499124502677,0.20150085653448446,0.12478739776702602,0.1250873686634944,0.23121028646605926,0.18403305209377727,0.16889918021488154,0.051446666678748074,0.08182132924231517,0.03718626423829415,0.13591448589087726,0.14684140245951055,0.037512955615436674,0.035607331938566605,0.07994270745480252,0.181149561219989,0.19458517503957248,0.17976256182764225,0.11460591131602323,0.06595129474563828,0.07380869116205875,0.09432947308959251,0.12405039857346568,0.12996633375575076,0.08416253585788486,0.1452723071153768,0.10998576926601623,0.1186300880752564,0.12476997791600974,0.07225049518857388,0.25591933811439943,0.16053938004464882,0.13480130400230922,0.07573952297276892,0.08930905754823698,0.05736489888818558,0.10276473740763963,0.08019841409403386,0.08344860340087537,0.08001121291584139,0.08653204258078895,0.055741023204853274,0.09297475724147368,0.09386404056995869,0.08226531805660749,0.19971239168900617,0.15244512546889796,0.09962427927865779,0.07877867195859424,0.07758453864288288,0.08004458858223526
Net Current Asset Value,-0.0018703810267880734,0.13154063383391942,0.12986105821518362,0.0956325602323766,0.09419602060635397,0.09692978846373292,0.13153211466551862,0.13262834321624162,0.032626629627581276,0.02750515574592511,0.00972975125371488,0.03301189235837974,0.03932212709934577,0.02689454167535228,0.017223971352173736,0.04291876816782222,0.15247620390115055,0.1616883593647537,0.15664794417218975,0.08203608372289749,0.036850940664884216,0.020905670516606193,0.04612597811138662,0.06658243407843478,0.043011169105414845,0.037737790028409705,0.046849199808415745,0.10281312341280491,0.10501917828731332,0.09728129540298446,0.08562957887919347,0.14377003964541119,0.09620337522545265,0.03384123490057001,0.03954141428576965,0.04356245972207879,0.02260488821857372,0.04065729370257869,0.038761130321062334,0.0365692686537066,0.047442361381246245,0.038761130321062334,0.02493946055068193,0.020487451992739134,0.020910066911232605,0.03172353808259333,0.07068751077533075,0.07839719394731112,0.04510760842894615,0.05843295947644402,0.016887026154910702,0.03843264046215333
Net-Net Working Capital,0.05336458114297482,0.1903807876719522,0.19119251030110995,0.13398466416902008,0.13070045090098711,0.18623687491180407,0.20020942738332193,0.15663664891565082,0.08296230182523086,0.08289460651739637,0.07325224456908955,0.1094255520250761,0.10167830134464007,0.04874314451231665,0.05995067913615607,0.0895147371915098,0.20113682942766753,0.12950594651119796,0.215989310205538,0.13485633478207212,0.0837496622653712,0.08165510442608459,0.06499957094333203,0.13771607771358146,0.07810028838218283,0.1123344896187885,0.0710091113276416,0.08363073216107363,0.07840479740657252,0.12918497246899158,0.12512301632009343,0.1904794254442666,0.21465604602267185,0.10928374753858697,0.08768832594272012,0.095950352822983,0.09195317940267439,0.047663971263979234,0.0902411263753526,0.07947984203081006,0.050089864074075334,0.0881531470097137,0.07861181943271865,0.08360675647276584,0.08436227664066541,0.07819443786413233,0.12100157168523692,0.10599968346913269,0.04596081742219502,0.050091454837946435,0.032558592691227906,0.06059132890915344
Intrinsic Value: Projected FCF,0.018062698895792546,0.005680287808700524,0.012596609748821,-0.08890148527865341,-0.08505638406853278,-0.01543974040483501,0.010870892642819336,0.028367935407645078,-0.012593282274959414,-0.006636248399698689,-0.019903125610756276,-0.005010704512179368,0.007520546054386336,-0.01647045623944317,-0.014017309467588222,0.010913984393370442,0.017803689548244895,0.02064301553357275,0.0220324599600366,0.02038180531562791,-0.013837401949395128,-0.004210648226073359,-0.011471985065402441,0.0013864204450061623,-0.0033225704803564095,0.01816944985558092,-0.004593549520481185,-0.0066615807566756564,-0.0035870413689676724,0.017876645700335887,0.026799743606678444,0.005584116881311377,0.011075191266008595,0.013183791565520924,-0.0005353184486560003,0.04336864262125774,0.027972064578251826,0.015431429044105952,0.032649363962565695,-0.028990847158299433,0.023230999603302153,0.030875093443594737,-0.038681096284471174,0.023233489479376354,0.017496849094269556,0.06048998480521522,0.008850719156318278,0.012549060229888599,0.02453724146491615,0.01872165655614299,0.008173640016655916,0.011243255859537964
Median PS Value,0.007435623707700558,0.006908426340547036,0.03256265937819195,-0.0817645028131692,-0.08428769081664442,-0.019959174496348667,0.005986714595524122,-0.006998533258187719,0.003455501626629852,0.003954259400356836,-0.00861071255468507,-0.0009895916744477205,-0.000969690835540409,-0.02373775666187254,-0.04116930301307039,0.0007388175170119356,0.022516250238025278,0.023364787559580373,0.01530629668359694,0.025621025875500643,0.0078097621619603345,-0.015656638095767214,-0.009731571924955214,-0.0038768194125700928,0.0023465603492435743,-0.006713829103050894,-0.0015523873701267417,0.011243928618412818,0.008428199276593273,0.021042650225806304,0.003951489630439591,0.008949417356896541,-0.02080048999340598,0.006829032327169585,-0.0008242559843624729,0.012781245769880014,0.003605806585154198,0.018793124370373337,0.023405114954135848,-0.05478390730385924,0.024457307490602223,0.02488945395759744,-0.055198262799948467,-0.0009695304484708895,0.003408395791014751,0.02611715476548813,0.009886735333708187,0.004683018041998854,0.02653890774672252,0.04059866198196775,-0.03649989458159452,-0.01245963446752043
Peter Lynch Fair Value,-0.02559855655533993,0.07521792150578616,0.06988672572548958,-0.061734430404093335,-0.06230614854666214,-0.06037580578952914,0.08098061264879163,0.035973900402152495,-0.013672406138707547,-0.015433042150978859,-0.011242863863775618,-0.008826447949451961,0.010532783529717324,-0.007289889070157915,-0.015577892013173748,-0.006440708466679787,0.028039447300860623,0.030868627610416557,0.02229733426536639,0.027653141986623105,-0.011703625979649992,0.00018666831800935504,0.01684106921942292,-0.009119637907000737,-0.010275358472501234,0.015857276722253098,-0.0051966080406566605,-0.004688123459635857,-0.0040019117729210695,0.024722213540619917,0.011694171567085793,0.07973323635883273,-0.06102972686972649,-0.01175648597438467,-0.00876634635106498,0.004859983271500662,-0.015584453223909386,-0.00613651745300456,-0.019904269910728384,-0.09320466643139148,0.006596815878951164,-0.016819736302176883,-0.09064631248101854,0.010494153386377244,-0.002478082485215148,-0.015924737997008907,0.015226586788476795,0.016239714661183072,-0.00613651745300456,0.006686505491695024,-0.02180815823826174,-0.029333202466759883
Graham Number,0.012362886958763792,0.04741108983816199,0.05150875536711686,-0.09194394437739156,-0.10060946580904072,-0.036987591695382474,0.041248465759336904,0.01676802618457759,-0.018902865043865492,-0.004760534458310778,-0.0034421264499833,-0.024817168873823868,0.006292809498800185,-0.037861504660134056,-0.04154731734223357,0.007484319524580455,0.001972356703380849,0.0011958617121927836,-0.004606618980027618,0.01650522732218135,-0.027638484058331834,-0.024826678434017677,-0.03096233167450136,0.017182101465877585,-0.03106965851181224,0.019530889172877184,-0.032929169676642334,-0.0331385577334364,-0.03297431686763833,0.0022625014090952196,-0.0007564467668222371,0.010687336212666099,-0.045572084359134804,-0.023385631496431837,-0.03447868962433566,0.015139213786409264,-0.009413707917584549,0.011708606645336649,0.009320545739891148,-0.034933898236645236,0.008987576779266322,-0.016390095109401915,-0.04154079499635913,0.009567036953044662,0.007597567893504605,0.024231490320718474,-0.008574121021984685,-0.012778986700609098,0.017196905883394294,0.005640240457228536,0.0003830794539050261,-0.004959215465649094
Earnings Power Value (EPV),0.049582515434654494,0.15305956819821,0.14653953149913262,0.10244855611879701,0.10741157338710096,0.15197262589431995,0.15025131791402413,0.11857540461392153,0.03183444771187519,0.038027738925015875,0.015511319473111088,0.027689364815912883,0.042986802199918434,0.052920656289015267,0.052185635189966745,0.06050353641665761,0.012732624084236078,0.0026989591951069557,0.011709768690528179,0.001830891761555646,0.025058950934434387,0.04397801826444656,0.019414229271931566,0.02541201960738739,0.027771435600343525,0.046824722138242764,0.030760049851300948,0.02304753106654012,0.02814312768180425,0.016911923583698064,0.012078218188023175,0.1454385650073353,0.15311746968209458,0.02298771614982384,0.03441157922916226,0.03628270015873366,-0.0008021649557091825,0.06665105194539743,0.07325505416804283,0.03338280580734775,0.011932116633721165,0.06993812851740386,0.047845313644721436,0.03810064875388229,0.023551664104134364,0.030998332519372597,0.05381400542365204,0.06442195189105895,0.05010731455193874,0.043360623022908086,0.00036601411044974875,-0.006516219237303457
Altman Z-Score,0.001463452251607056,0.05267989569632103,0.04520634424138371,-0.11296409350868124,-0.11279869404533911,-0.08899069816926213,0.03323194791432601,0.02866081322424607,-0.03167150218267112,-0.01787997334263053,-0.015123615311696984,-0.016632458679026796,-0.006536216028982269,-0.01745052578696576,-0.029895927123864525,-0.007876347784622926,0.014366139281552103,0.02132328102321071,0.003212461846574711,0.018804598682995027,-0.026626125087320995,-0.011437706300625622,-0.008438806139958559,-0.0026108008335940587,-0.013246305579386799,0.0190778777908331,-0.013784151088481007,-0.02173440571475842,-0.03000530085644704,0.021267932836074966,0.0023503910449204856,0.05032450533851613,-0.08142537541080075,-0.02408864022668263,-0.016588541968053372,0.00015836129516837117,0.007490801826305213,0.014040315248885172,-0.03251400216008188,-0.05347782731286336,-0.007273526783966311,-0.03490720763970798,-0.056813859227555094,0.0025721784086002674,0.010107137398671251,0.03810633517749777,0.006255980492930378,-0.004147035375467168,0.017689431175921384,0.01889925586241542,-0.0010990773694338105,0.008810070878883471
Piotroski F-Score,0.08629568867506253,-0.060768325634524584,-0.06592000805436316,-0.06136530568178757,-0.06138656169609731,-0.06602046678470655,-0.1076270029383466,-0.10175154343924729,0.00044829471519076524,-0.005571849281893493,0.010742671732531347,0.037941024031654724,-0.07092012125324478,-0.03455122489080319,-0.049205819145027405,-0.0717507226457553,-0.03403673044545615,-0.04310898459247727,-0.03836274975834648,-0.035230130508329516,0.06114795022357204,-0.0521662796727492,0.0011830588141561419,-0.04348357654506911,0.031119286961069498,-0.05087075061908706,0.04593897121572772,0.04325073601493741,0.03969731193305617,-0.030669463224958424,-0.04309805634867171,-0.058087430888569214,-0.0558857920062203,0.064363037505932,0.02714687437990385,-0.0619032953056518,0.06983341468329629,-0.022665189702829856,-0.031284858129775064,0.029807044162326622,-0.022879295433846404,-0.03160871609829118,0.03230920201912689,-0.04147895200022299,-0.04229805875134974,-0.027907925817221152,-0.02890092621485733,-0.022392513031573198,-0.022279742407272696,-0.022783953709849245,-0.052092076960187056,-0.054105572092150576
Beneish M-Score,0.02890098870222731,0.14685413701168115,0.20837963757564557,0.13606034162501585,0.09144212646088772,0.1973741849264926,0.1386629107996905,0.13811898533378672,0.024609230809697492,0.059984155870641036,0.05846772909212117,0.03944322145563067,0.04436798362368076,0.09292421671526946,0.03419095511584688,0.06819383777127067,0.09163126119478246,0.10052070840720652,0.061579503054632716,0.10200127284448178,0.0838784723745215,0.06502948537418567,0.05470413544559035,0.10092387485097058,0.048526338361381795,0.05128774565529427,0.04389829997024095,0.06758786621222333,0.020887455553995186,0.09277737056069181,0.04253789491060043,0.1851042760781571,0.19662818233145646,0.04771431330605967,0.09259469878286837,0.06818738443583847,0.04141363366111303,0.06088009622918669,0.050792000321370566,0.08781353156100136,0.017858365896753232,0.050717881139687865,0.08755654284141415,0.06101740261377051,0.06822227155621222,0.05674740844942964,0.09087160077767749,0.0939986748586938,0.07880813200431393,0.06372525521974808,0.08284499374528159,0.08654485512321815
Scaled Net Operating Assets,-0.010973776012120972,0.10377988525561771,0.11361563678333372,0.11404112763718265,0.127610019395235,0.19477533924080365,0.14650561383535524,0.12554006422238775,0.024883181106814346,0.03558287701981706,0.020564632575652084,0.05281558703277188,0.06363589419807389,0.015106706394463649,0.029621379290059396,0.09473543514783606,0.13650807246803445,0.07439590145522068,0.06336491945440947,0.05990213798597122,0.016183178549715526,0.025137233848279567,0.06014572807010669,0.13304289443199047,0.0876451408033742,0.05790469713179626,0.02882462714968961,0.04139547441122435,0.040645866683334836,0.06087408551491133,0.08626766364041885,0.11284893048486663,0.19872931092495055,0.05049095367253798,0.044562543839960625,0.08760074283968215,0.05186963481322377,0.023755235901445758,0.0931573627329216,0.1111388788243259,0.02696968437220043,0.08559707053684334,0.10736187923448982,0.05048334625941543,0.057403225922170946,0.042621111486494195,0.06558485965712743,0.06920446743721757,0.030325298993257768,0.028874658207834056,0.022406844239099614,0.06643380124954178
Sloan Ratio %,-0.01585467506149676,0.08281236336106634,0.08707214121908112,0.05632206973948817,0.05006608952927531,0.10551232919499468,0.08685864241379943,0.08626339593515384,0.02601280413821208,0.034000333950416295,0.04834258373816686,0.028228826922979764,0.02790936617240109,0.009905245229959626,0.024217670196608414,0.022601501534759712,0.013508365118074371,-0.00814129878214206,-0.01334717203828628,-0.0004978856598359739,0.017159258059488966,0.015043786121944715,0.007167719177690813,0.04619153164618595,0.012466670933031228,-0.008196700074913575,-0.001594309089488503,0.004050139732974025,0.0012293186276874334,0.015318295002745138,0.0006715058659544776,0.07100936035222948,0.09694229729935218,0.030238761016601258,0.0011810904126887487,0.028107842546724375,0.0007890871461094535,0.0244531607377698,0.07091084465884889,0.018100728739400634,0.028957183339972596,0.07182168732112643,0.015696980355482955,-0.020532764541551504,-0.01995788213721507,0.005992333239896865,0.029280727666040077,0.029334266394739923,0.029301751797426633,0.03827036331057402,-0.006583719348344344,0.004765427024367608
Current Ratio,-0.012084650589067254,0.047689264990052625,0.03548882198812592,-0.05459813070962781,-0.07206099582707151,-0.02038829227825272,0.0048724322344082215,0.07849908958743108,-0.04743032061268664,-0.049753257744208565,-0.029557516716171187,-0.04906406117412642,-0.02336680919069743,-0.02337461978717302,-0.021796074956957852,-0.01951161304642083,0.02311835326639281,0.0321726795731233,0.024296762238146433,0.025579939761293868,-0.031383571897880345,-0.049285767393687965,-0.033575648867788424,0.05029522962361706,-0.028411356823116046,0.02520270286663738,-0.036399106857711146,-0.03776444158932302,-0.03569336912500529,0.032406941528761446,0.013717746181051198,0.027155098855961204,-0.020162524796198057,-0.026436618397593186,-0.06860882954788021,0.03844593562326962,-0.009402918372302158,0.030840977332090853,0.032202663879558995,-0.013080618861562216,0.04258006583986678,0.02558950537715853,-0.00443934883623219,0.011372742305563266,0.004596904942901881,0.055487188689387255,0.005919286476598525,0.003974201417516877,0.04147135784640437,0.04238783770274475,0.006780972922478102,0.015856916384342935
Quick Ratio,-0.012560880755938687,0.0024769765585425096,0.03647711098564731,-0.07203230553552588,-0.10283479356921806,-0.02831659105456868,0.006129390477190895,0.019981536907309087,-0.05790203957695249,-0.05096266221944609,-0.031090608639633824,-0.05327909203721851,-0.02246171947938172,-0.04741015679564412,-0.03624898125103306,-0.02150387996801787,0.006651965664582269,0.013592143748980209,0.007474951593545834,0.02294792262321261,-0.03157628811771494,-0.06926936186825083,-0.04733767649019624,0.025003676214672126,-0.03140112850220694,0.008207553849239288,-0.03962183198896395,-0.038923735792170344,-0.03741774356523693,0.030220686734196922,0.02258790156816529,-0.0022645114391176683,-0.03794632194569725,-0.029461524683201852,-0.0708713239076666,0.030364335464092767,-0.011873025023900533,0.046913918307229824,0.021329481855668558,-0.012925133146108516,0.04518647772756258,0.021996495230096988,-0.014744403323443855,0.006559444593380146,0.0031786703943648287,0.04330584568825483,-0.004339807544366854,-0.006353044246904287,0.04182053215682576,0.03452139728625483,0.01069286665895411,0.010807284506741817
