,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Cash Restricted or Pledged, Current",Inventories,Finished Goods and Merchandise,"Trade and Other Receivables, Current","Trade/Accounts Receivable, Current","Amount Due From Related Parties, Current","Other Receivables, Current","Prepayments and Deposits, Current","Deferred Costs/Assets, Current",Other Current Assets,Total Non-Current Assets,"Net Property, Plant and Equipment","Gross Property, Plant and Equipment",Properties,Leasehold and Improvements,"Machinery, Furniture and Equipment",Plant and Machinery,"Furniture, Fixtures and Office Equipment",Other Equipment,"Other Property, Plant and Equipment",Accumulated Depreciation and Impairment,Accumulated Depreciation,Accumulated Impairment of PPE,Net Intangible Assets,Gross Goodwill and Other Intangible Assets,Intangibles other than Goodwill,Trademarks and Patents,Software and Technology,Customer Relationships,Other Intangible Assets,Goodwill,Accumulated Amortization and Impairment,Accumulated Amortization of Intangible Assets,Accumulated Amortization of Intangibles other than Goodwill,Accumulated Amortization of Trademarks and Patents,Accumulated Amortization of Software and Technology,Accumulated Amortization of Customer Relationships,Accumulated Amortization of Other Intangible Assets,Other Non-Current Assets,"Prepayments and Deposits, Non-Current","Prepayments, Non-Current",Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current","Trade/Accounts Payable, Current","Other Payable, Current","Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Debt,"Notes Payable, Current Debt",Current Portion of Long Term Debt and Capital Lease,"Capital Lease Obligations, Current",Current Portion of Long Term Debt,Other Current Portion of LT Debt,"Convertible Loans/Debentures, Current Portion of LT Debt","Derivative and Hedging Liabilities, Current","Deferred Liabilities, Current","Deferred Income/Customer Advances/Billings in Excess of Cost, Current","Other Deferred Liabilities, Current",Other Current Liabilities,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Convertible Debentures/Loans, Non-Current","Bank/Credit Facilities, Non-Current","Notes Payables, Non-Current","Capital Lease Obligations, Non-Current","Derivative and Hedging Liabilities, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,"Common Stock, with Par Value",Preferred Stock,Additional Paid in Capital/Share Premium,Retained Earnings/Accumulated Deficit,Stock Subscription,Reserves/Accumulated Comprehensive Income/Losses,Other Equity Interest
Dividends per Share,0.03917063875418705,0.0850224436425186,0.07488755274052959,0.07422011143090865,0.024930546830222205,0.0905015352229569,0.053569449240316716,0.057722992707139424,0.07041985214362859,0.06691107720730569,0.07570847120249981,0.08388108370756334,0.0660074851180165,0.07523964186564906,0.09382848393498361,0.0794117512713574,0.04011412347805385,0.0943671239866738,0.026733844657512426,0.055502123593925576,0.05181892106131906,0.027050540791037005,0.029916060574744746,0.027105353925961494,0.029697384518733258,0.07495223379261141,0.0711346324640041,0.04845997919449119,0.07481794228388564,0.08720854179994243,0.018069841884295088,0.024561797543875434,0.04189296573551016,0.03212645094668528,0.09442532407406382,0.03140748932646808,0.07384340334034518,0.030606422925547303,0.040516376640448055,0.08403464748617157,0.061740021936180396,0.04126678494982304,0.03868460441091642,0.0903786815865132,0.07823447053955476,0.07933590542107148,0.07712428142036437,0.02038250658882214,0.06860869457541813,0.09065621406048194,0.08075739397054885,0.0703821732260086,0.07483845700583225,0.08853978226235026,0.055510526807080414,0.08899136602647639,0.09038087652974797,0.023816619364175146,0.060111368639919324,0.0655814256776845,0.059734961138683776,0.044606229878789275,0.06776328955865539,0.08335958460738611,0.044952021765487626,0.07753303229594684,0.08189575249681919,0.05733385805175383,0.0846213070908022,0.0844381043806903,0.09947002359402182,0.057496152159326186,0.026762670615078425,0.1136257293913338,0.06271678061780596,0.07780200124698601,0.09033950816357415,0.14344092659228824,0.06101768602202843,0.08762878768348512,0.09943484347561082,0.14692696745212444,0.1496316136762278,0.13555722342425078,0.09610324698869575,0.11590304947444925,0.01825819725188913,0.12188152413781199
Book Value per Share,0.043970012080590044,0.05699607173151527,0.04950801178473867,0.049383470766627274,0.04223472291791299,0.0673888402105983,0.05003267590999454,0.059515473224000484,0.04068538491084588,0.04005434440610829,0.045350935616174974,0.07230952627513697,0.05145007066777647,0.06475439270284844,0.06691163081300072,0.06279086239834958,0.04194268375350664,0.052714834043994706,0.034762939231560874,0.017687531156861,0.032542634646206346,0.020330544943543822,0.01565254728664106,0.03339292260335894,0.05596680812552366,0.022384049199437747,0.03121847421950267,0.04504086116719413,0.06011737949540593,0.07026957439627937,0.038769829100984886,0.05336523970381662,0.025109390427810862,0.05484374716712377,0.05710505806877399,0.03244030031238306,0.015987054226538205,0.014083343899812686,0.03193781556534613,0.05780149930512497,0.06829116127661415,0.05542647840565722,0.025969232208734715,0.05271870489370779,0.05478708529043417,0.0656700984602834,0.0721887368586171,0.06018122497025441,0.04026405528967543,0.04421894018928292,0.051173197508096915,0.06074412525403344,0.04336756486136965,0.04896202981048829,0.035945246227993936,0.04918821692997359,0.04308216488365866,0.041406831191161154,0.04524616968788318,0.050343792548050416,0.05139531194612322,0.05275703667583983,0.04156522234819466,0.032217923321397626,0.05391521279491522,0.06752607345141005,0.0736188530330571,0.04913767946051176,0.047578427983568164,0.051473119173166104,0.05278572135791056,0.04908138502335017,0.029095508820332974,0.04901600304330679,0.04740802613060901,0.05232805549735349,0.05601813639031206,0.06405423514311788,0.025706677449836624,0.02652183468106066,0.04930979264356618,0.10138776445713232,0.055272907494802195,0.04546357389500695,0.00870959486189235,0.05674322382318949,0.06682237688491398,0.06633240040475823
Tangible Book per Share,0.04827151376179529,0.05871109835421191,0.031331336360635426,0.024650298357185133,0.025361222651186684,0.0655748257791163,0.03081600327283055,0.0652962367989999,0.027369018531221614,0.018155352299718642,0.0416213727713356,0.056273060222306506,0.047370572904634964,0.04950472769063391,0.046000644303686784,0.06323280781188345,0.022136276896327786,0.04704505296709899,0.015595477848471019,0.015607063767235885,0.048243467070278205,0.008515188876225812,0.03228276116013757,0.02840691533323377,0.03643016828480591,0.03999530378975068,0.04191707733249022,0.029353574824893282,0.1040369778582059,0.10198272796035214,0.05803986693260054,0.031952206557839896,0.03703666210663155,0.0370357736654735,0.06738255141255856,0.05069041952346123,0.03433732471303037,0.07640325378115949,0.0575245039528603,0.07212520033806734,0.07898402765424319,0.05941735006402186,0.06517161946752328,0.03640679563952129,0.0484193431641972,0.049998932134246325,0.07044853734644357,0.04287995733929708,0.02163454234336978,0.04949565870095553,0.031421112790101534,0.050753070664491175,0.02137445024876039,0.045848108173711516,0.0195473255087854,0.04577680126761088,0.04862694071042266,0.02652308085626845,0.032014854320077564,0.03829474161340728,0.03265444690338417,0.05605107824775631,0.036427432426777956,0.016533566715282083,0.03044169827903444,0.04211363249059392,0.05396647814063938,0.0457843623092514,0.043243381801339145,0.04746719317531828,0.048943402195132296,0.05702511754062658,0.03483583439581934,0.05342147381505208,0.02959104276734946,0.04120792301301721,0.06082145084055342,0.09249957881077021,0.0380259008548767,0.038712769013532065,0.06282003712428,0.05500549109715931,0.07162344677127426,0.06283083798360801,0.004580660105436215,0.04159835586770822,0.04889196880136485,0.052654689571585304
Total Debt per Share,0.141469382242124,0.1408847964530332,0.05187830252393997,0.048107032363127966,0.02977856602160817,0.1027433506048561,0.046298753520919396,0.025290198010884057,0.0428061380737767,0.04130007505204284,0.11887155231610476,0.0645318250445269,0.1489208022292294,0.11099459632005362,0.05796579314938092,0.1542190144369775,0.051983341984368193,0.05675129431451267,0.0343295667288852,0.019286783080408664,0.032052600977124444,0.011490950808985458,-0.005729225687732199,0.015146768613844605,0.05225024438818327,0.034758528864978495,0.028845859963905207,0.062400585985888796,0.0533492024096591,0.03530448489668402,0.009365384017772675,0.04896826182474068,0.03686208724179918,0.054729826051768224,0.06048515407753025,0.02145037880539006,0.017166529498203523,0.04195844420097765,0.03196672778764323,0.037372452364061864,0.058677905944682876,0.0342656846321491,0.04725346938260836,0.05678380789941907,0.11071548672445507,0.10804171392748149,0.1542713457761726,0.12067170541415294,0.10374472768197411,0.06744635089458334,0.04761516032051598,0.049336941186599245,0.1060621379371435,0.11967680394122501,0.0974605698102426,0.2194952457008467,0.1508001158299939,0.0879205032574066,0.11647014623130972,0.267936320301907,0.10792671392591437,0.08793989264296256,0.11885739390884947,0.11860991091974793,0.03967005914817414,0.11140890129001024,0.11032206673180082,0.15883051664037118,0.1251263009690836,0.13570680769338547,0.13421165306217156,0.072435220513011,0.03960901634675877,0.06006641521006839,0.10646121302033998,0.09794773501735851,0.1611959321701175,0.0533024678795115,0.04101945504626072,0.055519354501601045,0.042703164620539386,0.0615833120920324,0.0579746559436044,0.11835527156846894,0.07642762888913249,0.04181591418289897,0.0862314342733163,0.07710525699939459
Month End Stock Price,0.036243147046612655,0.03239286534185111,0.0156459590984089,-0.014297484522182316,0.00048673576583588036,0.08146715622741238,0.0039458600360994505,0.02616866085007172,0.0032793003139387003,0.0016564998797267,0.0525553698628752,0.025926952660608998,0.03642382234103743,0.02196540536005937,0.030482776496355796,0.03474266688487539,-0.013731146943386053,0.02909414359494491,-0.03765395898983739,-0.0031327805743215425,0.0012545520990790405,-0.010186496125458674,-0.012457009910982822,-0.017500855424237637,-0.010640711959363225,0.023650996173934572,0.027549113092585537,0.008752381995437012,0.028934098681830646,0.017271008085097177,-0.03279866381035305,0.010898578822787901,-0.01506748664940527,-0.013990644980368028,-0.01622413511615867,0.01608458227665892,0.021891279984868985,0.025216870250222734,0.02386471052908311,0.03189948898085648,0.02515395028220105,0.015246987851944697,0.02351791324075464,0.013365116660370038,0.024589459739151453,0.0274014118730102,0.02446182911025251,-0.003281986072654285,0.010058500151656765,0.03171418618649193,0.013264041235173375,0.014075101294209368,0.006796204256740834,0.023168681938482386,0.0015609021717206705,0.05243987316659295,0.05785521341812611,0.0034259578070459235,0.0015052731210100383,0.007896872507342521,0.013249909550404095,0.01685643873691979,0.04758369959713821,0.01921123823536701,0.012708155234080568,0.0259460632397091,0.030113842510372284,0.026192419884569208,0.023092710018492862,0.02574350259903837,0.03497192829504954,0.008283562236176455,0.009450869201082011,0.050152444573707516,0.007915323244400684,0.05450257885863559,0.04332851497150598,0.06718852210795903,0.021751984514081953,0.055226213827877194,0.1086303756303484,0.1509305260852386,0.16378222643645987,0.02350333027758141,-0.011285285099512661,0.11108025324543853,0.02512880465696477,0.017578397663440642
ROE %,0.022078687417356302,0.015465589885972289,-0.00221077059444094,-0.0037914869392027583,0.011656996742004716,0.05871452858162965,0.006743697074984772,0.0014387266805075253,-0.00026893408874275205,-0.004984690598191793,0.03690964433308035,0.012760773333601332,0.021292845114294034,0.01853786048652702,0.02149815098107202,0.01773022412984362,0.0032581318872789145,0.03976349170906166,0.0030989334001083396,0.004096843456831243,0.039615335061213765,0.004838757472121502,-0.00879379990521185,0.011333274506509785,0.008038354411238003,-0.005848352946835027,-0.0065000108489599445,0.01989378721361633,0.025672073692163653,0.030808157050189234,-0.034568988252876055,-0.019984030291230796,0.008647181543211842,0.005953297724556047,0.024925620458368724,0.06263113508111405,-0.006280455576773856,-0.003696040903382005,-0.001908487637142593,0.0008219187063105479,0.02743440541017818,0.00897482564021723,-0.006116016316606977,0.004951179933956014,0.019549203165799806,0.02013546442451382,0.01201657917243068,0.018938070963607525,-0.003531819032436088,0.040453037114527905,0.0014480901793332422,0.007532401319892749,-0.0027215540185537993,0.038956444938717374,-0.00031054866819769553,0.04231025920597818,0.03442217250906086,0.00141039949104277,0.005137476393763369,0.006483980290757439,0.0019760631625613634,0.019810389906663367,0.02804137895064275,-0.00036243575465890875,0.0009394327717060832,0.019094903647838526,0.017371737144724498,0.03780774080101982,0.03900792570514119,0.04026761951988467,0.05141215316538205,0.009310216700207189,0.0069772119701022785,0.044143504947622564,0.005673298753656484,0.035468591227122884,0.09318853161075132,0.025788520881816032,-0.004842424793537014,-0.0028917105396267114,0.03829315875702879,0.030581303983650943,0.039593027752417846,-0.00457720563676019,-0.018332533839296315,0.02183539119321376,0.012579086948962186,0.014201154676481937
ROE % Adjusted to Book Value,0.016893121231946223,0.028579417276072248,0.009969415485734255,0.007116149103195858,-0.004207170869185871,0.05438751478010085,-0.019257400656963318,0.02547465395255674,0.0035478122539309557,-0.005121360546709445,0.03902713357654672,0.01955294464974823,0.02267489799983734,0.0192835867383987,0.020612986279535988,0.029132747897007125,-0.005040423983843261,0.02039309288689148,-0.02536599871234336,-0.009698650345486557,-0.0022448379942732913,-0.020986429086018173,-0.029480571862134573,-0.0362569066696371,-0.01592076437296563,0.028874847883455936,0.03915126356888911,0.028328013694960064,0.032477851476239224,0.014354116140686607,-0.038649001126147144,-0.019987414001714592,-0.018314134458322962,0.0009754573807432363,0.009228644491424779,0.0014423494994635208,0.028474996945796215,0.02864316912060663,0.025561590307112303,0.03495385901430906,0.03231407271036546,0.01732771734368238,0.03359977203665743,0.002828115813343779,0.020356304436333943,0.007899732037066046,0.026705089924750427,-0.010143648762500037,-0.0016989616986570087,0.02617206351481006,0.0030283212947150155,-0.007250777652255699,-0.0003683516569611229,0.018596546504525736,-0.0044986203139966655,0.013570788510213715,0.028442331065790978,-0.0024344673408943536,0.0015219427883802817,0.005815394709058628,-0.006968636086575387,0.007413019596209362,0.0222363075917584,0.007938681218065102,0.020452728043142257,0.021732654310746183,0.008461463479326102,0.02094545970514674,0.02479918645723644,0.020375737792166244,0.01947544290088724,-0.0027821831561832197,-0.0025193501148616324,0.028650301593939803,0.0026284309023476607,0.028215831754969677,0.016431291156014105,0.053828459233401266,0.0186104727187786,0.01769185139097943,0.03697356658334299,0.09460701455776017,0.060044476525352046,0.019056784351865825,-0.0055043146293194695,0.019106803397364994,0.0117698905501152,0.014833813600076705
ROA %,0.004590377812960111,0.01283398874117585,-0.021424710590276518,-0.024169933237345936,0.00590293255381929,0.027076718637677192,-0.027969494667062465,0.0025570916041807216,-0.027375200801421733,-0.025185976660506596,0.0200229338542054,-0.00939926545381136,0.01020213996332006,-0.004452799974096543,-0.00276607244490774,0.010312129522951,-0.019966173681077812,0.00750798673788417,-0.016770927978261817,-0.018174380038445303,0.0027980012037541265,-0.0158017926470902,-0.0200356054927414,-0.015114647309907268,-0.01693286305751262,0.0013500818467596454,-0.0038700077420202377,-0.0034516857543903006,0.014045216435328455,0.001258948477813528,-0.04303181590905988,-0.03996117744999368,-0.017337893935443372,-0.015957271750529623,-0.020562833541076356,0.03590833331017779,0.002515760667005508,0.0013145293622175433,0.00440157752088332,0.0056168651697761285,0.007337345160508424,-0.008401010045766748,0.004153627869729749,-0.02130219997142337,-0.004737493198244711,-0.0034374878115878155,0.004336562024696791,-0.029033491444092167,-0.027087989992658143,-0.0006461887777013718,-0.019572494662394316,-0.013269474667525687,-0.027531510753224214,0.003996328551903773,-0.02350314422612308,0.021376057440656782,0.01844903099980827,-0.023992414995060614,-0.01957449062511167,-0.018313018691242574,-0.019043691722518807,-0.0036714534257671146,0.018087994818438972,-0.019730484621939832,-0.01745251609661308,-0.0035334343361498642,-0.004727195019074825,-0.00035541722820809675,0.0028314452021556556,0.002523927460810342,0.012850796449124718,-0.013673007268787469,-0.015168808773817,0.01720067397404132,-0.01910163188920839,0.01617456897437892,0.09114136975421396,0.01908312654878239,0.0034264372151832445,0.00751787323248038,0.03875395454886028,0.024741841199710367,0.028434447639448076,0.0014372189562137892,-0.03331131630053935,-0.001697518714630608,-0.01530470115174484,-0.002314221435120275
Return-on-Tangible-Equity,0.03471922211763967,0.028280716375574767,0.09894404451733027,0.03457991521115785,0.015043621664565004,0.07621007522630525,0.0070703031129354795,0.03334058162255417,0.011407644795973141,0.01154731628788325,0.04441358392396071,0.050694490637786714,0.039394102294445094,0.04140843810469818,0.04504487396697724,0.053355703149758474,0.038714345402332574,0.07867729364155732,-0.008227478404668885,0.013147189980228138,0.06391332974772432,0.0018703409706263155,0.019732988263175117,0.016844631264592243,0.04390645501687292,0.012914440855816802,0.013035284795648252,0.01316658218571445,0.14250523071605925,0.13122274288100147,0.0471696324719018,0.02521884510616669,0.0017627229584181068,0.02659710534029944,0.13830698064864907,0.05106359565783869,0.01235022517276295,0.10377004671955264,0.09620731957215904,0.008302718142326394,0.048928263363172075,0.021309305576283345,0.10395484337376887,0.025492727888671407,0.03234972574241187,0.030629884450448668,0.04125600062167195,0.03508032734666996,0.013252036295411102,0.05177027832269982,0.02942862607858061,0.03328455141751624,0.023991908783088645,0.06267856789178942,0.01840577997792626,0.05173582678014754,0.052900642950754306,0.018402182357796285,0.026433164664257203,0.029908554387181718,0.030806252002097773,0.04179015827838689,0.04591441460423557,0.03238536709001045,0.010648948528129426,0.03730272069932242,0.04828706003072033,0.0670221139355155,0.06022418796035128,0.05531586060447567,0.052014001848993366,0.039770321062887345,0.03085639424159635,0.07381496554030265,0.016376138508686695,0.04112044288238241,0.13726193724419344,0.06803505598875342,0.005614684283769146,-0.0027821304001637345,0.033228412141199586,0.03500081328481966,0.04374459251453471,0.018069658404165547,0.0018897566929466196,0.0410011278717926,0.014984716113317776,0.09275582830816201
Return-on-Tangible-Asset,0.11006481867811586,0.1308497577266799,0.0628022315606319,-0.0027974339136753327,-0.006704732223687218,0.04603118090204791,-0.01707661392917348,0.02454232033766131,0.00882763612625718,0.06221474292983821,0.0385909093165051,0.02262182826302426,0.04057003831798337,0.09366453812328288,0.1052835079716471,0.12498284886122936,-0.0005943074660378557,0.028349372213206752,-0.030097630996480978,-0.007351910908231401,0.014693705763260085,-0.022250756347789852,-0.025192481980036593,-0.02702534949158303,0.004837117723150327,0.01773034191095407,0.013752091438355823,-0.009872925974938211,0.09721788045523927,0.11310945993902903,0.032547387381297525,0.004372647238552239,-0.019984788514898124,0.009008476492459696,0.10229176837136948,0.03913243227766221,0.019138897248095702,0.10602500694104303,0.09733153829497325,0.011675186804746097,0.014799529128406243,-0.005495629690270645,0.10805133262674103,0.10358185438993825,0.021382461795763242,0.014628621638343319,0.019665764853164455,-0.010071535409932606,-0.0018849018974828942,0.03511574783937875,0.02017715603685633,-0.001874613360137927,0.001542466863125618,0.016609640183678293,-0.006478362818060733,0.04312460597478485,0.07492887362892099,-0.000553085100349108,0.06636905208071471,0.00841546272150033,0.0036969417842442035,0.00707295877575577,0.10197799419537786,-0.0016838067451270095,-0.0017350296753782927,0.007341389203823464,0.02001635650691629,0.02355218245212187,0.018781280614459713,0.034829698543656265,0.020269744543676638,0.08810954408375797,0.0019860448198113995,0.055760193838729086,0.07093543907173144,0.10911631743479022,0.03563471441051019,0.04276365827454737,0.004162600683131151,0.0012101421384991136,0.0191256760266303,0.027424292118591223,0.04932073694051902,0.01840218190656576,-0.020636602543779123,0.020890783895656663,0.007862909291610739,0.025423301706498414
ROC (Joel Greenblatt) %,0.03558539995402616,0.04616733892481596,0.026849751219324893,0.041734441666084074,0.002031827818757055,0.020496237089811145,0.058728079767225744,0.054652206925799106,0.0441741486755354,0.04460039900272435,0.02827636349956994,0.03114820499887227,0.015986899415762226,0.026584013611262107,0.03152497441315275,0.0450374012759843,0.040493523177652695,0.030194303613037658,-0.0033429695571129984,0.018088024087246538,0.024369233713866432,0.014392591805269205,0.050883414110169986,0.015467047154493905,0.018301219971729614,0.011717993303879907,0.015920280637940445,0.02510602597801994,0.044973436683302795,0.04076750634683056,0.008920861460931882,-0.007203495885432925,-0.01464011608439449,0.02255096703713927,0.0554510362338994,0.020137472982424156,0.010881917735007705,0.011776632143423787,0.004022454495100122,0.03355429369895926,0.06151349480102125,0.06599935687195438,0.008564091960705492,0.05995191465364135,0.025336607143597426,0.03131257736964992,0.03803301849299463,0.0795027316102764,0.0429215130066859,0.0267396100735917,0.05000191936210573,0.024161936848251193,0.04530577839897707,0.025070109598210776,0.020114368861954335,0.028087968743611136,0.03670308366185328,0.02794867080414283,0.01760375178347126,0.020931632031615667,0.019785074056482478,0.014983977560163175,0.032300471418975484,-0.0001719358473578174,0.02093206121546803,0.007263591138702079,0.032386725815926415,0.03216196176017014,0.02449874821645456,0.023267826594229088,0.01624868068364043,0.01826430151150434,0.018681149201569436,0.02736040165783278,0.014178332921060343,0.03032819552076493,0.047711272066097515,0.028783891947406222,-0.018045992392995987,0.003573806995336522,0.01483107447151246,0.010061422072343656,0.010522251599039124,0.0037883020037751203,0.002185654231856549,0.02351489735264997,0.024738968129101604,0.02827609053970091
ROCE %,0.041177914862878924,0.02849311848257533,0.013053234353495704,0.009238325121415099,0.04594372424684378,0.05779079783111556,0.043161920753176534,0.016068242366707692,0.02046065995906091,0.014329006497277284,0.023794228967773057,0.046534449664523296,0.047617062026159236,0.03494595134135388,0.04146475482545763,0.03424341102020263,0.016783052733297412,0.036639470531861736,0.018819634539175366,0.020496990688925326,0.029448866099641802,0.023298909191172005,0.01884991381118208,0.028207341754825466,0.02481249235441576,-0.002928270672071356,-0.0018060821773420947,0.03670180381264537,0.04396437039333022,0.03862770500980772,0.01011062078695544,0.021332294716436773,0.03531067048201561,0.020985051686611505,0.04259128456353267,0.04797136188260051,-0.0035462125675141155,-0.0019297064279330846,-0.0002692077581070212,0.010955862269412774,0.04591802718059425,0.02392283144765363,-0.0023352365375726614,0.022495850349880973,0.03661100415378832,0.04050791048001675,0.03593022820674379,0.03227276854987673,0.00802773655625751,0.03478360697195618,0.01559529673363769,0.027015437267913466,0.00797648261798885,0.033572459713826594,0.01675981845489702,0.031933139754128675,0.02370334344464173,0.0006319930040169647,0.022069180827542376,0.03297784312216362,0.010158836795992917,0.0292038489247329,0.021664826947104004,0.01398880794584336,0.017236930238279134,0.03530153625385454,0.03466953674073037,0.02878216203242577,0.03349356679082913,0.03705749354414606,0.03899678117282326,0.02552437405868721,0.024631452714184786,0.032552309381381345,0.021841759829596998,0.025063561324633474,0.10721381944497582,0.04646861697851527,-0.0014631431010229913,0.0140967809868477,0.05034135549579649,0.03773731856156863,0.05247896301602159,-0.0010895902767911443,-0.02427545444318071,0.055998443924161485,0.0205056969575967,0.0308435006630085
ROIC %,0.01744556269562985,0.012584435347718961,-0.02478633665287836,-0.02478633665287836,0.01057357472731391,0.05307353980273471,-0.011917653822795986,0.0053196078171159865,-0.021675573274125778,-0.024843266756996205,0.02296242701927158,-0.008344543640250411,0.02490285870119259,-0.0015005171596762959,0.0004839267616193034,0.016779989581437477,-0.018498139820199187,0.021258733510525516,-0.019290829734024954,-0.01560010459030772,0.014561926002901604,-0.013566816894223,-0.027721605651612975,-0.012837492189117774,-0.012945463905450701,-0.0009429032329058397,-0.0006017399414963293,-0.0028776323342322376,0.017021310097000232,0.0035591248324004896,-0.024074823052471037,-0.03832254173521025,-0.03966512331177074,-0.014373207226774785,-0.017459744142598363,0.05132320255248053,-0.000816178323189685,-0.003945311891169554,0.0023228647216479116,0.006128937510082559,0.023625746701886562,-0.014851756399097714,-0.0012318062638821351,-0.014640471448690566,-0.0023636086677030427,-0.001258839948778812,-0.0034109018998283594,-0.023173867771473643,-0.02360705632748469,0.019446755233187625,-0.017774898520543272,-0.012991933092760595,-0.02342683888194627,0.020034685182801427,-0.02279648130101336,0.03290355688700227,0.019397560001187808,-0.020852070552904244,-0.018995472035491446,-0.012263886817077395,-0.014011510051822969,-0.0003731965262059513,0.019058997612160615,-0.019842587943438954,-0.016563372105321016,-0.001723217318443921,-0.002206622442543658,0.01962936288945666,0.02080000155727364,0.020293109468333796,0.02947892384646111,-0.013455025967790546,-0.012688580728762593,0.028429499169026776,-0.016833692522377004,0.022255852876783645,0.06906133817796599,0.023690921684168472,0.0016167494065185322,0.005791931915866718,0.035185013363334655,0.01842566336671015,0.025927324833095344,-0.001070536028944323,-0.020563903104825993,0.0042637593494058,-0.008556146801219088,-0.00150899819742676
WACC %,0.0034695611217638493,-0.00142659570873928,-0.03257348059113452,-0.046836796345485966,0.010208674813122754,-0.014625176955563835,-0.013241191525505455,0.008356321676370605,-0.02174119330147719,-0.0005297712167267824,0.008176502472236514,-0.004243500129185916,-0.010665791658844516,-0.0033392952678822163,-0.0018760782236652137,-0.0015573684039300118,-0.023116348987717562,0.005184000849058452,-0.025009141852191556,-0.027653680732594662,-0.011142836663213451,-0.014945935073184697,-0.02916931723311135,-0.01750461982943103,-0.024753272852556615,0.018702867983119674,0.024517642111000194,0.015088758127750948,-0.01666177924481655,0.010887038869741003,-0.05418094707031604,-0.03915122459711306,-0.002271540414430274,-0.02474400961750982,-0.04893896206454082,0.03397155811924652,0.018167720434450772,0.0025989114770233715,-0.006756810725176213,-0.0011828360590375284,0.023037676142836645,-8.930575800181846e-05,-0.003449138238330257,-0.03333480089771106,-0.019401222079430718,-0.003811683236409531,0.009747951165560412,-0.02418054480594957,0.006323284029894155,0.004440745379585404,0.0066929991247688565,-0.01512046484883962,0.00807720212306208,0.005331222795519832,-0.0248946846811192,0.015710174056073275,0.0086280255969809,-0.021274972402932132,-0.017336976880890566,-0.01415730555899456,-0.014366012892697436,-0.0014017628283564797,0.0028687816050436657,-0.018501320746450587,-0.01720281660419372,-0.002858223155420889,-0.0029815406911329863,0.0037453244508026235,0.00034804217951105946,-0.0006119928997175607,0.013664504121317235,-0.014379024008553974,-0.012425684849323854,0.017306489482516074,-0.04118569812837278,0.009600090146275123,0.01129338251314371,0.0008866121168345066,0.00949667441971748,0.013954643651851352,0.030876383654384238,0.019761559466642115,0.018137311526716823,0.0059837288654863915,0.015338565862237703,-0.0014891858282272026,0.004964044152197288,-0.0056766776842010706
