,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,"Rent and Landing Fees, Cost of Revenue","Staff Cost, Cost of Revenue",Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Amortization,"Other Income/Expense, Operating","Income from Grants Received, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Income,Other Finance Expenses,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,"Income from Associates, JointVentures and Other Participating Interests",Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Dividend and Investment Income,Rental Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Goodwill Impairment/Write Off,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Discontinued Operations,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO
Research & Development,-0.020110542216388704,-0.03470016733837789,-0.01839713931887676,0.004585637716845078,0.03769568923460845,-0.019925946496169005,-0.01469091539463544,-0.0026386261133061833,-0.004273914655000668,0.08310805372975694,-0.014872463584038447,-0.020436483703148038,0.055431723115812306,0.06185645471939725,0.021577636793265097,0.02217879177630893,0.01369313890534951,0.009598401419312475,-0.004157039697403124,-0.006190068781295664,-0.025516832700126807,-0.006746998368467528,0.012760155305345706,-0.007664536686880991,0.03427880888715678,-0.015897084864600924,0.02029589325259415,0.022132247590788575,-0.011696842184506654,0.013954350837331465,-0.005803519919936073,-0.02163428200502482,0.011144687015494094,0.007924567115754594,0.0022869035611201697,-0.02237851139245243,-0.00959890493234035,-0.01646778221942012,-0.0076601341240092845,-0.014829599365883466,0.006678612208073422,-0.009082501310088316,-0.010933336346091983,-0.006602262459937826,-0.005657269607065295,-0.006319935024083564,0.011824208351078317,0.007337326107654078,-0.006213667918726547,-0.013125221259749837,-0.014598304325788954,0.004629565996424812,-0.03180044143080272,0.01383514034038701,-0.016697859729820165,-0.06596947248938011,0.015106648443076737,-0.020476547756212566,-0.00973141190868504,0.010954609291585371,-0.0050436789861594555,-0.006636901272388004,-0.014630321157042058,0.03162543016192689,0.02241739636545488,0.014244773680003367
Other Operating Expense,0.03520620974094031,0.062074444313006405,0.062035669513039265,0.08790671645137298,0.043317496739233394,0.06191213326996785,0.061926800396360504,0.014826123977453387,0.09369540008185254,0.28381709466878074,0.16961057706283827,0.02372648973824741,0.03672823807616643,0.031604205470873704,0.0005946781385490069,0.03939024409991024,0.3496744461094772,0.10522657988713592,0.10379056708915273,0.05923149481953603,0.10299766583122803,0.10405850112466082,0.033979336985486865,-0.0008609214258177976,0.09794818521935347,0.06324721784520462,0.2424560370621911,-0.01881674786133352,0.028615701203695037,0.030853955665864206,0.06708895541996587,0.02693232860703133,0.05446969853439359,-0.00644498707965385,0.048731270562963745,0.10052885545156338,0.035560868995114216,-0.004945609770294982,0.021383075062112365,0.1303778159027512,0.030114133290165917,0.2563997267640363,0.02892260325203552,0.025953429217603196,0.10816629340897689,0.11394187589837211,-0.005792902563227013,0.020058432664632028,0.02853074087035242,0.01985018498818419,-0.0006007593300178088,0.09785912088982758,0.008187735009054245,0.3562921642055598,0.12842990255195402,-0.016078769171786175,0.17101876229415983,0.011717760609151168,-0.0038586782812821984,0.023403710378153603,0.001773003422933934,0.07684138635926015,0.000951341229266258,0.002549478806281236,0.0071139360711230185,-0.011351544559970192
Total Operating Expense,0.05838640258896049,0.11791914885261509,0.07867726921337886,0.06938356631327011,0.060172624892736386,0.07757114491154361,0.09665844583708716,0.057342420479789304,0.06405743262715194,0.28602798262431045,0.0903791726444726,0.04741722452036628,0.03419311743245768,0.03086802509107079,0.022783105909634113,0.0231693759777431,0.10464864538512021,0.05945282594248916,0.08093287468715812,0.18616379738302083,0.11343330857068291,0.13841421881257462,0.1353635396046314,0.00424460973415893,0.13458501037738585,0.008044030154493325,0.1346287101578817,0.017396354798865896,0.02123790455192003,0.009220167641323464,0.03960581002217761,0.011215934849423813,0.03995958477175781,0.0014815441060227446,0.048548403994820834,0.1280420873342823,0.04360719702601431,0.041256736650164626,0.026930407729361807,0.14347444644714832,0.008588346561449986,0.09690727236074172,0.06497617372637317,0.0618442148904745,0.1427079523927159,0.15028512190822102,0.027914668844862305,0.0625430558020473,0.06482546077308922,0.06586615418711937,0.02177687674839755,0.09943370568444816,0.10325399004398968,0.5505276988781884,0.1541184702741892,0.02273923047022337,0.07002641252694795,0.059682213036252055,0.035606268591949715,0.07447711263392759,0.050866329732998296,0.07246656096934115,0.05976828427369496,0.022213728320820282,0.013237563573640108,0.007975680958508587
Operating Income,0.006755660173109274,0.017646850576288054,0.1486788976742812,0.04893724983016349,0.10337019535803618,-0.0222266918139837,0.008847604050001767,0.05729175338389193,0.051553089042076936,0.9556754740630081,0.08043174373953983,-0.02126298626947057,0.035918970853736874,0.028682982752624656,0.02370186198597853,0.03662667167795212,0.2872522865177032,0.1291003475870188,0.08741705572207448,0.6467082157942827,0.10072056509849531,0.1126011720159471,0.04724176691276707,0.11243045877998432,0.09500527728601965,0.10371106260975806,0.07135601881104277,0.08464743959655437,0.00787704668946755,0.06587076091650727,0.1094955360777844,0.004443680217481128,0.015717837516846717,0.08922664389634247,0.1316967288145393,0.10742149097155523,0.02042003695081914,0.02012061216986399,-0.01260086120847263,0.12566074030009003,0.006962645879652754,0.05646339234412006,0.14424220443611208,0.08376849867588475,0.07968301418573524,0.09343633202574367,0.03456550259035342,0.1217435296456372,0.12579996767590582,0.12091633821267186,0.07265767023318964,0.4333822873164045,0.04982844383350933,0.1062232252427829,0.10369936706020222,0.0063819274939064625,0.6278182401822621,0.05572123528815624,0.007065324451934189,0.04688130884334972,0.014989489173521843,0.04283478540866301,0.014102878588112535,0.014730780159170023,0.024306728094516006,0.035736553505897405
Operating Margin %.1,0.020391207291462207,-0.03171292488036306,-0.023014434035002314,0.033437078967828264,0.09682876489554866,-0.010120167691643277,0.006144078290850704,-0.022251300957737023,-0.004618012147245208,0.2839265082630996,0.007894256546200653,-0.026929960271311674,0.010187495313595434,0.009154499229610431,0.053772621895241304,0.018472064017758104,0.056813211890576754,0.06991082017588773,0.1329740894226723,0.10746349845861736,0.03532871609633259,0.054210716627723726,0.0458897176786018,0.011545145338006591,0.0569766052289848,0.006821061060782098,0.06740841617685292,0.04679056573662786,0.02882695515260354,0.04680651840455623,0.03968036518648603,0.007874535992724436,0.04742655232875273,0.007833161683711738,0.030322764742030765,0.004898535190123092,0.028741320157672653,0.008185670631810403,0.060694198642874224,0.039769288238793915,0.007549483842955481,0.04289040852903863,0.02600026542377857,0.028676896325458237,0.015848080040608486,0.018382002272048142,0.01348032668701479,0.02194967519323791,0.02680677474002942,0.008433890187108252,0.01124662415092631,0.09333087188195853,-0.02647755351197171,0.2718557108401095,0.12001100912805847,-0.0036309210700330103,0.10564609038685013,0.03814171169724249,0.022417884573949894,0.0820921794717414,0.015107075777179488,0.07113794223448736,0.023369788678095898,-0.03939470570332143,0.06830193320152828,0.053676155881001615
  Interest Income,0.022288038500867087,0.03811764170707568,0.03624096141811889,0.0357227630754979,0.06987351567871046,-0.012641909912482811,-0.024726928443132012,-0.01231226618241216,-0.04107198052608185,0.18249602716206706,-0.027149136737998597,-0.021407672895746382,0.011125653613691208,0.03533892552146182,-0.009554826906025401,0.02790394477034089,0.14216789293788926,0.04927954303203626,-0.007174798577607425,0.10203927566223298,0.0719922299316439,0.6729260484724519,0.07879837975693624,0.9524741363961656,0.0712240556986866,0.1968979081188423,0.07479388763033208,0.08211715080170892,0.08822357184430732,0.07098734502987067,0.11723598651691038,0.014334005259091199,0.007523484446131832,0.07847367309015164,0.14623922575661183,0.07061726436527258,0.046429130728630516,0.012496281765316775,0.010243608954477299,0.13930335459944462,0.04021155109937913,0.09265536097681078,0.1153136967396387,0.12145735357793833,0.09204714196249705,0.05013587500688208,0.05471561778357908,0.12518734629114794,0.11323327868416853,0.11239430110447537,0.07101617181318029,0.06268210072073925,-0.010610735714701707,0.09106162465937089,0.02495461084969359,0.04543566545361581,0.07567956247225509,-0.003879970684797767,0.035672332768070254,0.026966276994885633,0.08312387636410826,-0.0031539673859655518,0.0026023077109646707,0.0024007237402456335,-0.008282880880473405,0.0008600516126524398
  Interest Expense,-0.0033506407171956104,0.009469488283174109,0.015894009795397332,0.030312543624756334,0.09868723720589656,0.08489990171202551,0.0625635227657408,0.08528083507138376,0.012684283953944464,0.14214849122615675,0.09989438530962055,0.07252728423969604,0.034152153472997465,0.03279764821914982,0.02841269430444768,0.09135112221337963,0.1723953495514721,0.05843469014931017,0.016906278263265146,0.12535088454881535,0.11315530001305586,0.2865533870447877,0.48593807058833693,0.28212811672988675,0.10561025512053437,0.09965098762551786,0.2866890006718739,0.04637954873390699,0.12195721215210593,0.04160598435315908,0.15540558882975078,0.041946214078850935,0.04948172237433636,0.01789705822575372,0.05639540032518292,0.09674371097062394,0.08738853450704485,0.03454510555894756,0.030885177836400525,0.17599126735879686,0.06959243749536047,0.12387302506502375,0.04691272630422305,0.05225082441778758,0.04365953332401001,0.05699422581788675,0.07945945089779417,0.07991305886182043,0.057130918353358304,0.057783267863606026,0.024426533520429394,0.1053893463106112,0.0032946968407709418,0.1492531639377561,0.05273667050627278,0.09987702833365475,0.10661796916389503,0.038895067445440495,0.03476925963487679,0.04006500950588217,0.10279264816203244,0.05455581723030562,0.0507001882662147,0.04595776021524118,0.004309549211824883,0.02086292740094646
Net Interest Income,0.06004688080318971,0.09155948983495805,0.09010301118023298,0.08433939079353171,0.042225454763308835,0.03728967015525882,0.010072334067669718,0.02365871847686806,-0.0001714405316006846,0.14821835551384108,0.014595056549526617,0.026149639194970244,0.05322346277386036,0.041798513684187154,0.027332977975729988,0.04902736037174669,0.1854481760030073,0.10052664687179098,0.008840203660739794,0.11801102781306949,0.2827300115460827,0.9405433870593553,0.10396325738808432,0.9012112153970161,0.10271198568492332,0.10377004383528976,0.08907984510672823,0.25320673202828037,0.11285028285935528,0.07768124267915394,0.147297563471479,0.043683436780584874,0.0666720964820287,0.11547082282172715,0.13440333180638447,0.11705789882524907,0.07369345898237553,0.028933522985297624,0.026509738895257085,0.16080980140437245,0.08281650777950421,0.1217380167883113,0.15230118064648937,0.15634009864072218,0.13073483943001526,0.1309202036443169,0.062403162044641004,0.12510887808374474,0.14764688639835866,0.15163771541216076,0.10287462386321815,0.09984139816683928,0.08645369156962147,0.07368873768236003,0.03576063689179924,0.07075218951006593,0.10798232028682084,0.04220494811173606,0.015673209418846243,0.0336542290033386,0.0120580791915179,0.041894122818839044,0.013106423531567093,0.006223724522915227,0.024536143617772888,0.023615516237672822
Other Income (Expense),0.04114640049447778,0.0694896883343166,0.07497710385449806,0.06601917204138855,0.06027936102330533,0.07744007045199186,0.03403331739765657,0.07253005203745133,0.11447568504594433,0.186209979148312,0.09600522705765956,0.056196758643224036,-0.004835461766812234,-0.008114690154600809,-0.0027151123571627833,-0.0005263613796275676,0.34133812978122685,0.13780944044437154,0.0015258016487532185,0.26385447344952045,0.07906429682037174,0.09098510567954157,0.05599509414031787,0.1100857601214388,0.30032628670563477,0.19361882390363813,0.244319239627246,0.10747651755995181,0.03547668632140453,0.11798921077473216,0.10263895507883028,0.02037842227168304,0.04291808089335863,0.10654181422988847,0.15310751028322656,0.27590223842874373,0.052601866134186916,0.024804004232760635,0.04044272934618879,0.5590045452960802,0.04554928925103677,0.3276758267776572,0.14356192892570593,0.14977290267399626,0.11782388990176178,0.12499945228200518,0.05652573907946051,0.13091465962688506,0.07232279529146599,0.05132885133359576,0.08915526390559193,0.08157904350574031,0.07016211038750239,0.1347175041431287,0.02937228387079549,0.03262310888930413,0.0684287760468461,0.031823560480857216,0.03832358646000856,0.027037236420976878,0.106530579087834,0.03766250989741288,0.03577137564503993,0.005534211846534631,-0.02877694030371673,-0.02877694030371673
Pre-Tax Income,0.0054223785765223935,0.056867463099601216,-0.018996170231925808,0.06831638079046168,0.023561403657463228,-0.008858483102504592,-0.014116579671108503,-0.0020683010054575145,-0.012398716453683345,0.09221562497731192,-0.017004503488228573,-0.012699134467631164,0.04594910527004088,0.02375810649353337,0.030695339618812996,0.02275420274187127,0.05903115591090688,0.04370492398256276,0.004667239693359283,0.10466088745823307,0.10662113619597345,0.11945062399892259,0.021720315450394743,0.1048019434561704,0.1063612771417194,0.11480162720037383,-0.0006937621327248802,0.09465661662594617,0.01597369508308166,-0.006536968174245494,0.1016478450669616,0.0066310056414886345,0.004124506519630462,0.08995837698734142,0.047027321510994605,0.08964046491481804,0.026166700478615544,0.01956826587436764,-0.020636688702271505,0.1339327055490716,0.018494485740446914,0.033593375445640505,0.5500703355370083,0.19883477306320685,0.09870387313960673,0.05379913809918083,0.04244280837759285,0.120420533725675,0.12876748248854875,0.11825175509558758,0.056192093271854024,0.04932444011805791,0.06678416828930256,0.030755200346860107,0.030621503545756962,0.07314698977105906,0.07397718063365151,0.04595363342706435,0.000264121093366175,0.040675451615555844,-0.0014681030885415826,0.0006511771412617585,0.02500616150345559,0.0015567833780767838,0.018421696391505194,0.017096796596723345
Tax Provision,0.051484077699784955,0.004460035976485537,0.017766607611187393,0.10609474624549686,0.028415332133622545,0.012640086303397448,0.008590656210202274,0.01826204566974282,-0.007405868917782251,0.049522368253107296,0.005683805659706222,0.015047031001802966,0.07424374530234494,0.051942993874577244,0.07689757431332393,0.07275618463870807,0.033201163644827204,0.034066267889757466,0.04261270511938716,0.0343708621462137,0.03760513185023484,-0.0025303003857718165,0.024453690300036555,0.050752470480851776,-0.010406286954950477,0.02349087565362196,0.0038937364626016103,-0.0019441016461502853,0.03132916004855776,-0.007356055804736715,0.027044200617144402,0.02115178467317996,0.031249372282797165,0.00927835820113937,0.05548944718971964,0.07147371319725791,0.06617829183447607,0.04080884371717118,0.001102182011597368,0.09088473920819169,0.022866602107222484,-0.0025818098570904576,0.150448931062054,0.5801495005475495,0.026167510186151315,0.03853609290831488,0.0643321364427865,0.07678839436226828,0.013288374357494902,0.008542807109947533,0.06798046417096847,-0.0036487839527961697,-0.004496638047504303,0.044922340942008636,0.050136894157844863,0.07100781531176277,0.014914370074533825,0.06617740445717858,0.02382526853175151,0.04711391135677432,0.028239658663549584,0.02169406731596989,0.050196252988080926,0.06347018422258699,0.03696612144479913,0.03377557380225755
Tax Rate %,-0.0009287016537905222,0.04834648455324441,-0.02149064125766474,0.0003950645167356366,0.17342190564261312,-0.024076780549386254,-0.025005852259610772,-0.011617879498654754,-0.01628857546792223,0.0895719168498743,-0.015973016350798574,-0.015722216909611373,-0.014125659634538688,0.009398170014785701,0.009279062684202938,0.022385086998345995,0.05173619165637949,0.05322927087323819,-0.003162901191990305,-0.019348296975927513,-0.011415152286733152,0.07187111546439678,0.06646226048308104,0.08672032450151962,0.021218827768516354,0.016683267337746995,0.02933513584771067,0.001170791479663362,0.02913959662259425,0.005339319454596415,0.040751358342335745,0.01296200598109965,0.016107327236616988,-0.01721329221245045,0.04029489075813984,0.020235735425443765,0.0358209751471838,0.01070214906526099,0.014358300197348649,0.04061294283708129,0.0381922567677344,0.005201597398323824,0.10786093960080129,0.038434190754486966,-0.003846829986385247,0.006865340889274395,-0.010009075278645575,-0.013378418238871002,-0.007325258669415538,-0.017460211826934843,0.005509275446444965,-0.005575915246739425,0.05462562790456872,0.12956265883371879,0.011231012456778986,0.28375360448535414,-0.00696062063229292,0.013720311705331346,0.00014752112117264512,0.021686331970488013,0.010536645933524772,-0.008189775676729238,0.020528418428614165,0.015600048348364013,0.0657504763510986,0.08122416129733842
Net Income (Continuing Operations),0.012992917969643636,0.038904044394060394,0.011599790882961128,0.03932198382032203,0.08317821246511871,-0.019277572538558836,0.0019091904470192487,-0.02216855605050882,0.05251926096861727,0.2990115797846798,0.0778334857701048,-0.012680545210632964,0.06016237168084157,0.06348185182896908,0.0024001612948523505,0.023415465049098787,0.10402914353855014,0.13763762803841512,0.09762058541824624,0.06841793351762045,0.08290129304928277,0.11193981436104654,0.1017474944666734,0.09926255156215562,0.10381954561232819,0.10149969556367301,0.08456258151135107,0.07512106699455824,0.0006495755704030179,0.07396914965134664,0.11541954505337154,0.007015217503005215,0.007585792149262815,0.10012006180946822,0.03629883872213593,0.11686898158282108,0.0352023836715044,0.015340094207254995,0.010834306395481282,0.13605298710830704,0.01654687207303566,0.09231170416396106,0.11086720021526086,0.07683928530795851,0.2628145399315125,0.26337631411105605,0.057010153978000605,0.13112129137113276,0.13580114329297924,0.1380323089901472,0.09808449783514728,0.08629785718399641,0.04980445182644545,0.12624238611744162,0.1262340768100743,-0.01929674242256907,0.06915005206055931,0.07843928774256748,0.024216060667215506,0.05886581194869992,0.02702352932803247,0.060265306210515485,-7.393320014042852e-05,0.0031056801509284316,0.02057846219457676,0.01401025036882517
Net Income (Discontinued Operations),0.08422342034508085,0.0828492283363564,0.12093224148749508,0.01419949310175156,0.008819407992683088,0.07922720676317956,0.05282676198808357,0.03932063315187509,0.11266490551123214,0.10073774785347533,0.17705872349195648,0.06374134730483307,0.050243448542893726,0.0142539946268799,-0.0037292433246810704,-0.006316260375678264,0.0864782564221867,0.10316017033750594,0.039521413755477935,0.1679086931907945,0.02934736514052295,0.06668697653684438,0.07008372477344502,0.09076774097366443,0.12159158858298345,0.08645598781005617,0.017648862174488855,0.07192517100195077,-0.012614244453732555,0.06839639732275034,0.09987265643512362,-0.0049992880993575805,0.005289023352163582,0.13620303354876467,0.014320292915236857,0.08237489508537887,0.009485519644451067,0.08841364955373189,0.03272450193730814,0.10575451290231384,0.011133989916479665,0.12479772451920317,0.04759261288354745,0.019923353237414645,0.2342653149507376,0.4350268276959475,-0.0018790940405869678,0.05591242030877584,0.05647401835832919,0.062811127299804,0.09418885191847431,0.08064683276939644,0.14753131122244276,0.10279194277741227,0.04652258856020354,0.10813995396150401,0.05357798626233143,0.10673587782742826,0.1263993797213806,0.00438959389361805,0.12743057330774177,0.5250333946185949,-0.060765901678321105,-0.06878584613604564,-0.03316924043105387,0.007253492867015382
  Other Income (Minority Interest),0.08601828248491834,0.0334666845087263,0.05649046469827408,0.10418229637480089,0.010631145660817461,0.06435657097484164,0.06695393657746045,0.06307237385330777,0.10874317037395895,0.1518957143585598,0.05841377875849514,0.03831608821666612,0.051832848885316245,0.046860313373806674,0.019980934283276634,0.033294873339477324,0.18950180071012956,0.11356450581134618,0.026045344830447438,0.14653024801454692,0.1388160724156868,0.11950161431257741,0.1534074385954773,0.30192516409022213,0.11077331146178102,0.20511342636633084,0.13175331835444481,0.12272783677008894,0.13865936665573986,0.17431519704767726,0.22835191349796288,0.057071933312736,0.06794476336089636,0.11729409339821045,0.11376833851599584,0.1510743827832844,0.057572689580478766,0.055984081880226334,0.07400541586217947,0.15713777628624245,0.09031782145202111,0.1230547534862586,0.16769536810778576,0.1842813857529684,0.16439506539569168,0.11686771886013571,0.17216726154122414,0.3262203697974633,0.1859713199045296,0.17074195503972786,0.11400743551082038,0.10568001911061604,0.12966379294114386,0.061836679003343345,0.0830951519082787,0.06327995710926965,0.10688093839924648,0.05436385830370904,0.06601426057690347,0.04423206059456575,0.1251087941191257,0.07662420441745489,0.0742177119484644,0.04475067800921687,0.010933747283886906,0.01800259504466412
Net Income,0.05088511569678346,0.045517830442429956,0.05570259267673627,0.06008517831980964,0.09542804859429158,-0.004127108237442754,-0.011033882379718007,-0.0012911387295903133,0.013291342582343726,0.14995004448977106,-0.020580763271329582,-0.02255696094324782,0.03210482249420265,0.03467655772226603,0.0034331466656085203,0.03838533908471808,0.11629745412731443,0.04611496784218314,0.016994721750915424,0.05394018789784191,0.2821828938708967,0.28898239604100545,0.0820105251827925,0.09994859386310583,0.09265452089240973,0.10138696174621524,0.0331236893366882,0.2792435716768376,0.010832288877512534,-0.013123826484197559,0.09731873224764606,-0.0009522992207300306,0.0015335245809505555,0.09779788960586717,0.1155858877965893,0.10847290174893252,0.04186128125903184,-0.0009062698159644127,-0.0008727531855633286,0.11964109680360312,0.022823485095211427,0.07868726734444646,0.110299373461701,0.13931188233042427,0.4938261958798888,0.49689734879589154,0.046751098982159706,0.4738475435380878,0.5171182083821767,0.513093766284528,0.06956105823544351,0.04860755606725981,0.03873424979988796,0.019430184944472587,0.01562031278670213,0.04896889449539368,0.0721128416777581,0.03217751252786536,0.005372630632531514,0.028913139777557235,0.010056009823498588,-0.005734576461577554,0.015633832375829736,0.0031446079860544397,0.0262572920128422,0.02360354539862471
