,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Cost of Revenue,Cost of Goods and Services,Other Costof Revenue,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Wages and Salaries,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Insurance and Claims,Rent Expense,Selling and Marketing Expenses,Operation and Maintenance Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,"Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Other Finance Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Fair Value or Unrealized Gain/Loss on Financial Assets,"Income from Associates, JointVentures and Other Participating Interests",Gain/Loss on Foreign Currency Exchange,Gain/Loss on Derivatives,Other Investment Income,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Other Net of Taxes Adjustments,Other Adjustments to Net Income Available to Common Stockholders,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Reported Normalized Diluted EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Net Current Asset Value,0.009531551178707425,0.09548916078316494,0.09380958516442915,0.07029554872869492,0.0018445935438499601,-0.0015597490493150772,0.07308038677863353,0.10880802873820695,0.107122338177078,0.12278153098493662,0.1320261854355521,0.06372935276014845,0.041908486649205115,0.03458175612526649,0.035744471014759346,0.07690294203704642,0.08271247991724084,0.14536172907894745,0.07612595985106395,0.12324000141244795,0.021486696369893928,0.016365222488237765,0.015616849365450346,0.025429785811144114,0.04089151491926886,0.03220287508802742,0.0381614084641582,0.028314091503778473,0.02324225102169518,0.11581255795873041,0.1082919982720005,0.11726794173096947,0.10138679605333073,0.04419919568650539,0.06850474873001056,0.03354124738163672,0.03627059740943198,0.06408465334169594,0.1371837867232498,0.13424857365109694,0.15380062565352123,0.05898509640349759,0.05516041506769568,0.05916660185529926,0.07356058094802742,0.1538776232306943,0.17960560620987448,0.035870914240350986,0.04151128183326021,0.049766084122870015,0.017257184736693992,0.023823578444419267,-0.0041485943465080196,-0.010403323542979211,0.008045660796520158,-0.006672111864917625,0.048636656168422235,0.09728129540298446,0.08562957887919347,0.10686952034483155,-0.022683306758039718,-0.014175816000431517,0.1050152727995735,0.1437796515978499,0.05077845029970454,0.06431181193774985,0.05735604956466752,0.06431181193774985,-0.003501393127289875,-0.004459236480861199,0.04982826575120343,0.04477767981386711,0.07068751077533075,0.07839719394731112,0.03452070538152329,0.04587862604356614,0.01987629377662836,0.03921832074627658
Net-Net Working Capital,0.06453930911814533,0.15498636174070482,0.15547181397465773,0.07538134223374884,0.054607238445426254,0.05137422725059734,0.09345866944487304,0.2247401239502968,0.1976123958889441,0.13000543434851863,0.1953423051426276,0.09671587665961076,0.08358646264095838,0.09055589731999816,0.09298403625722687,0.12535529034217902,0.09352933932297193,0.237784714093381,0.12121408234525881,0.18916932859407035,0.07202470239820796,0.07195700709037349,0.05464746010675978,0.08455327423024057,0.06303449429276752,0.08682813793865662,0.07118351889781162,0.0771841449489892,0.09833152157065946,0.18541562559606414,0.1630347460275335,0.08668656249584825,0.1666217905787859,0.06318752014945875,0.11457740380785139,0.07621567467836857,0.07815238976335938,0.1272737092463865,0.16206227023113773,0.08266106722239575,0.12182608598541099,0.11867703748849534,0.06951822793197364,0.10270155928464454,0.07993930197948322,0.20669339239162607,0.12527313287197417,0.08026971944284413,0.049477444646942446,0.1013878714825769,0.05718298911110284,0.08662895322935317,0.0006496052727452996,0.010185231844251906,0.08744509344670497,0.003320150672845543,0.016132343442394136,0.12918497246899158,0.12512301632009343,0.15457773132619182,0.038833722730344154,0.01953137249054413,0.1336602821581992,0.1245651240909758,0.06747598316808698,0.12037076517961151,0.0703100764967009,0.12231485359578367,0.0455811526971763,0.044353115075208664,0.09058039356764423,0.09124857959540611,0.12100157168523692,0.10599968346913269,0.050623711282621164,0.0528487863672644,0.03533622493880582,0.06430731379601128
Intrinsic Value: Projected FCF,0.0020661405778216006,-0.021518442156030746,-0.013660443632248463,0.007328911529867524,-0.05337577564823596,-0.04989244528608933,0.02641071840810425,0.0767643592646913,0.07513086094037374,-0.03355850529123375,0.004172631905851335,-0.021437376030256812,-0.004357480132027647,0.0048297368933638085,0.004830659540702361,0.029881606173712254,0.020764367035480954,0.04352222886984836,0.03210934598629684,0.07409931943724801,0.006545189846879854,0.012362446553874843,0.0029335237191771674,-0.028723315556194715,0.015292435490829022,0.027795131495997293,0.010836355889590116,0.0075737782683760625,0.0213768170085982,0.039090439981995205,-0.007048441061216438,-0.014432997923364447,0.0169356075606254,0.015478026372347447,0.004943095236882169,0.007513452238445675,0.008562877411606858,0.014651444544359772,0.004697614816467896,0.010078845038606172,0.10894625988658609,0.014805659600683356,-0.011719822381778672,0.014063378461969225,0.003829065504409768,0.043133588661413806,0.024774134057514385,0.05780667977566959,-0.01654180561935864,0.020587004451519154,0.027044203150937134,-0.015593815340535618,-0.028092421958457604,-0.03359616384246935,-0.01078457844762675,-0.03362469910525619,-0.03672919105636496,0.017876645700335887,0.026799743606678444,-0.023663464617411863,-0.019232416172205353,-0.01667511676950946,0.020022171277092254,0.011019801499621581,0.03052087435092056,0.0562103922657985,0.03800806486834204,0.05362781276215804,-0.02712812061031064,-0.03554747457907618,0.06490878576088409,0.06264540990576772,0.008850719156318278,0.012549060229888599,0.015127131849424519,0.0089423844796646,-0.0037855814410424696,-0.00610912532114217
Median PS Value,0.006527120346870906,-0.023735702991767638,0.0019827744361770264,0.027127995676356265,-0.04741138040714502,-0.04942060591031619,0.021530206426949094,0.07191538602575824,0.0662424199044444,0.0027039772715296007,0.036785950419861636,-0.012238914320083605,0.009552169781393218,0.023890911741355957,0.0190291885154601,0.008512692391456135,0.016086988378111754,0.043340074324348166,0.020559552601356383,0.06939763730441625,0.005870451789717538,0.006369209563444523,0.006238986541821567,-0.0033379520557109596,-0.00021287416316622884,0.008380939702878879,0.009889002791730975,0.006677047394347742,0.009877651872423841,0.019107778046746755,0.009828376132711597,-0.0021769033117474304,0.0035959229669195523,0.006884965177660896,0.008279178151712514,0.0019595318848680842,-0.008813813691298756,0.02419927377616784,0.003582288733596377,0.021864714047994845,0.044574310966637304,0.0005041540927038994,-0.010689027236969986,0.03368268568601986,-0.0030850049318979778,0.05338801425398188,0.028814858602604482,0.006898893359404577,-0.04742561547978405,0.006676001395865383,-0.007576620596212147,-0.01387929082272285,-0.04064605196295674,-0.04055221925943199,-0.026580704758417152,-0.04352709504664581,-0.032805326267223114,0.021042650225806304,0.003951489630439591,-0.022148198178404813,-0.041179989488088584,-0.029713849305943986,0.019626348535752524,0.004703873640150607,0.02922627286483717,0.03240818771828842,0.03447515221066288,0.036425554396685864,-0.022552148426185498,-0.03044096557543151,0.023227269157891663,0.03134152949773571,0.009886735333708187,0.004683018041998854,0.016806539237852094,0.030976763612584928,-0.020924921842553512,-0.007740961098391496
Peter Lynch Fair Value,-0.015366965158477092,-0.06241240656793373,-0.06666948168952688,0.0038371417186087225,-0.03616112903741987,-0.03657832189853395,0.009785730615750835,-0.03238080931752661,-0.02655425094883718,0.03372417011590802,0.07681497365183909,-0.0007420395814171834,-0.01372067852611897,-0.0054776277260467875,0.0012831043397862848,0.010618604441113275,0.02079341754463809,-0.008549906748217996,-0.009169485713786089,-0.05222683953428866,-0.027927249764731182,-0.028818012194620008,-0.02476339072054493,-0.016216279620972284,-0.037131581441462794,-0.011956836005565068,-0.00844558532750703,-0.0030242922170273506,-0.019687430674992214,-0.0330655117221356,-0.004083055732324614,0.02780394287865477,-0.023512938460564847,-0.017782889500026974,0.011611531579360769,0.0020399441983788695,0.0037350633161478456,0.02676238103240467,-0.004210440840646399,0.004962271702565559,0.05290232433361135,0.021852660915219667,-0.014665942901682579,0.00665639777321538,0.010261831995092228,0.0006608281636695319,0.022835379823514874,0.01166748857042727,-0.028249332583884443,-0.0014566281602349947,0.030327112752421996,-0.012201651024389592,-0.008895255058462236,-0.01112784634705402,0.0011094609278798416,-0.003619562808104425,-0.005518904007688535,0.024722213540619917,0.011694171567085793,-0.05547762865654591,0.0004771186741505893,-0.008200754146301156,0.018743960803120248,0.019252279007631257,0.012968833237409648,0.02301250403405868,0.023580873912905063,0.026990440199983833,-0.026604038610411475,-0.027556833640563466,-0.0017741697158425095,-0.0017741697158425095,0.015226586788476795,0.016239714661183072,-0.01638780699090212,-0.006922671935640135,-0.032919150833664326,-0.028915246900483436
Graham Number,-0.0031793301490280375,-0.042597254219765374,-0.036610419898312166,0.026150556632572576,-0.03650332556357578,-0.05388076818539083,0.028003445925506444,0.0401665316168928,0.029267250781773144,0.014696634755901206,0.02751350609899891,-0.0075381317442750435,-0.0007897693707967603,-0.021011907103862287,-0.021623015908882774,0.03213137766753794,0.0284828935537218,0.021404897223568527,0.0364144848466437,0.017196814063604935,0.00325156700297157,0.016717843003418744,0.009310618920892787,-0.02321515716237502,0.002342368678917172,0.02608182241874067,0.014502148548706701,0.02061776936485754,-0.002595093379435547,0.01570550056867629,-0.016511659512060076,-0.02923782582505941,-0.008230467181187692,0.008431924291291052,-0.00960888139926987,0.012136221937243407,0.01970961946737431,0.014835658809789213,-0.015119181559869237,-0.008406487115913292,-0.01229580909779333,-0.02811570952741064,-0.036288004127746104,0.02784020090109495,-0.008068910733816336,0.018335430128448408,-0.010855687821553623,0.01055887516786432,-0.03796358216081355,0.004857292835539255,0.0573949853539018,-0.04133564444414859,-0.06299375132259206,-0.07352352615730035,0.009554943934792259,-0.07545016974490938,-0.07565955780170344,0.0022625014090952196,-0.0007564467668222371,-0.08020397596343538,-0.010098379895763275,-0.0637458383918717,0.01606651962609101,-0.020977657726338878,0.02563661727276335,0.030715203051049803,0.023020609826716484,0.016423124789439747,-0.03935933908951059,-0.0421381236548328,0.042751586753639395,0.026183234328550742,-0.008574121021984685,-0.012778986700609098,0.006040529476179674,-0.0011714702521732415,-0.013301979469612134,-0.01741540791687887
Earnings Power Value (EPV),0.08034799697975552,0.143876856051203,0.1371019951875594,0.06889670581381376,-0.020407537095081415,-0.014684444408121743,0.0703432832343328,0.15333309896189434,0.14229227424187443,0.11351966979479698,0.14890457344174182,0.0533664506481113,0.03197370502041344,0.021197846711006524,0.015585418463781373,0.05047175839653031,0.02799470713199754,0.15504545849673346,0.05089719978065086,0.14294534802845998,-0.008899144786831785,-0.0045860173883338195,-0.013747544122496454,0.03444481821567288,0.032128129467998014,0.04538756249240386,0.03377052037079963,0.03507226567321163,-0.010480101385546064,0.08300818893949478,0.022942632463726728,0.020187220541044805,-0.010552857265585396,-0.010196387461936737,0.03996635514976661,0.03168643232493896,0.03987882077736764,0.01879747754992932,0.021286013965139232,0.06018305850644772,0.07037896718255426,0.031451649512836945,0.012772884943634108,0.08038682485242285,0.04742412984642613,0.1587365804445525,0.057552552866754536,0.09537031205148498,0.0462161433569459,0.06625347888047269,0.03022619366820364,0.03472084177616584,-0.013714274302351472,-0.0011293650051059563,0.0355436946354046,0.0019529011812927984,-0.006214331983721221,0.016911923583698064,0.012078218188023175,0.13623029475588613,-0.010120361256362218,0.0025820582993434293,0.018146344671741546,0.012097559145802378,0.07089160652598114,0.05345474852010455,0.01839818019492162,0.04976017929175479,0.035222104632110555,0.026282190550503445,0.032641062704189115,0.03229877456702219,0.05381400542365204,0.06442195189105895,0.05268777111052873,0.04362889435151681,0.006082822854080063,7.01707413754281e-05
Altman Z-Score,-0.01023938621958963,-0.06891175536425503,-0.07849939580540281,0.028329713599242568,-0.05919393173107251,-0.05860690591362683,0.030036144293558706,-0.03121457133321869,-0.03325984983993413,0.04072994603346296,0.03821242478354798,-0.01748298668875558,-0.018740113291236,-0.013373612188658176,-0.0188390807210325,0.017774850631044,0.029765032136682835,0.053894238544494454,0.01307559396019876,-0.024478799321038257,-0.013907748161307482,0.0010558896688902634,0.012019988899282758,-0.026921509524335856,0.001664387251567684,0.012370448827008702,-0.004596190879801519,0.020048690605298743,0.008517235964469435,0.030658006689844662,-0.012077461211995497,-0.003330014374759196,0.0008460330334186276,0.014576345293230217,0.0013020404807969448,-0.005516982194443628,-0.007786043479802917,0.02497228172154881,0.018194456426504687,0.014164888387329638,0.011986334836993049,-0.025908741351967777,-0.0168612151239071,0.02890973348857634,0.0022954354597230263,0.06552550530005552,0.006534913859164586,0.021345578083137154,-0.02821599593424706,-0.008897432401177753,0.056685846252539016,-0.03158822432925053,-0.051427249378368484,-0.058152680341052664,0.005710318557433877,-0.05777844600438057,-0.0658020821308893,0.021267932836074966,0.0023503910449204856,-0.0717408784779171,-0.005810304936961262,-0.046643711587885175,0.017752928263688718,0.0008132776717903357,0.026978537153944666,0.013570753127177376,0.010804370658807775,0.008795656586337646,-0.03171045144596453,-0.031013104214079046,0.044312537604464415,0.03662235407117276,0.006255980492930378,-0.004147035375467168,0.0031516381898887016,0.004034793249583573,-0.010029399044749083,-0.008808444310927172
Piotroski F-Score,0.08056152466695798,-0.05448057513613892,-0.060531822447920935,-0.015600685434552656,-0.0769427838982202,-0.0772564991433839,-0.01883863983223445,-0.06496611654611283,-0.10148870616369245,-0.06639700808965317,-0.06688371210974753,-0.060238210769444536,0.041366191415412444,0.025857123354253723,0.05322590009501024,-0.05605967264741932,-0.048114000288810084,-0.07777328484162654,-0.033390502084299466,-0.09923169595064274,0.061784489952860164,0.05706275021982494,0.0666676879521322,0.04646785082945011,-0.013949178284504307,-0.018592413077254295,-0.05566467696037582,-0.048341618074960964,0.07566939553709029,-0.09384579787586492,0.06479972743826672,0.01943365239345036,0.06961567416381768,0.09463666959014701,-0.044753556120183384,-0.04576096470791289,-0.043442463089240796,-0.036037423701894986,-0.05071407350388252,-0.0204395288465069,-0.03879397405307416,-0.04373060984504555,-0.048055699736853565,-0.026316248446105917,-0.061754825294885435,-0.06069174818867423,-0.054714108241406705,-0.06284785577640344,-0.044445781017821304,-0.07704098755501709,-0.00782347359316934,0.013007273060727922,0.010925471484018531,0.004497955037687475,-0.056183611541077816,0.02048356272428172,0.01950486691820215,-0.030669463224958424,-0.04309805634867171,-0.05270977512279581,0.026504296210437327,0.03536637013169813,-0.03531726364383708,-0.04306991251333755,-0.03375019422022806,-0.025962239156266713,-0.035085985434527275,-0.027742584469755617,-0.0004903212864900547,-0.0012112796964325093,-0.030792971956416355,-0.02842135498586392,-0.02890092621485733,-0.022392513031573198,-0.03983683823088725,-0.04133432748972234,0.05722630516506019,0.05576642534898928
Beneish M-Score,0.043278924024671823,0.15838337263379176,0.2243811108639639,0.10413412189855263,0.055519860573248356,0.007095878606330612,0.1080996449290911,0.2404821198986128,0.19326883227084882,0.16005844991361864,0.16684512888467293,0.11737688172423226,0.07349237893059206,-0.005920252986513649,0.006363015224720598,0.12178996246359852,0.08145144162965129,0.22115444595012584,0.08870242426860313,0.21330359452038455,0.005124041166220593,0.0390551661801291,0.0572701654052541,0.059370653964785115,0.09304434075475475,0.11335544272931837,0.07611921346444339,0.09671688545505383,0.02494370516581199,0.136138384295169,0.08544802674163572,0.09018457650727665,0.03905305187296068,0.07357974184119598,0.13243562049648722,0.09807974365304818,0.09770854506312955,0.09959118996834478,0.10251353503129598,0.06851251605385975,0.0798991497978974,0.06128811077848203,0.03228475191851706,0.12706671325865165,0.09818304042109285,0.2367274105165948,0.12787111454939665,0.0422402531402649,0.04331047745991351,0.09030723868243512,0.07858143848696117,0.0648507240301257,0.020941066121206255,0.014391557271810572,0.03302587912023175,0.012067198234034918,0.02626008521547067,0.09277737056069181,0.04253789491060043,0.19701632863401644,0.012080970525795934,0.049837718884540146,0.07583139230811622,0.02740411343128767,0.10967979347334074,0.09390883141526292,0.05858810785783247,0.0942874098392784,0.05093414278231312,0.056099761284528704,0.10638850181364319,0.058824226070825304,0.09087160077767749,0.0939986748586938,0.112807978104892,0.09749746969825562,0.07515941978623558,0.07558933974124508
Scaled Net Operating Assets,0.0013101899084898604,0.11091271642800492,0.11976378048408429,0.0323350297221951,0.003864603140500897,0.012635542473864118,0.046956484664812455,0.20618846009479422,0.16674449362814814,0.10480677787019027,0.08307845343438397,0.03332686472606626,0.04912601004849991,0.04731426601155383,0.047913482372080284,0.09228515391221977,0.08216877963909015,0.20666040770766317,0.12402247822130419,0.1586237007395329,0.013411503250825206,0.024111199163827902,0.008352350809757419,0.013847792623368072,0.017121043416377633,0.012259727671924368,0.10664744011212293,0.11545342058912039,0.042626708092084,0.15373320122823395,0.11007301825122787,0.04656177586586864,0.02266998959640823,0.005950327938269709,0.041676921542203704,0.07123656106189605,0.07380585467931144,0.057643404280820515,0.10728652077464784,0.036776740469451286,0.10461410084700594,0.0950157743836482,0.03836368687962327,0.08631527458461816,0.03147008688157046,0.1311609758151218,0.11177271061555101,0.021597522339358986,0.044296860529558967,0.10037267865777183,-0.018951484987940012,0.017185401199697914,0.009084894555537005,0.03419820978704432,0.03370086636650704,-0.024049267919177504,-0.011292400153601855,0.06087408551491133,0.08626766364041885,0.11708348565308815,-0.005238162298473585,-0.004084840243791353,0.09063450172855977,0.04961120800140298,0.059150912638980056,0.13794272836762833,0.05961142098137054,0.13219712121310803,0.0023520221757610217,-0.012340226160431813,0.08249965973915849,0.058503308510293076,0.06558485965712743,0.06920446743721757,0.04019676712550009,0.03506154765074979,0.003377558117754853,0.02513696449681943
Sloan Ratio %,0.010097245029486342,0.07709199986759052,0.0814193169916476,0.05654866030188441,-0.06424034421554055,-0.07069013415530179,0.0517826460574988,0.11490348071660066,0.08936251404177384,0.0819889718317843,0.08640112778631377,0.03648034872952215,0.028041131354959725,-0.009904928736943224,-0.00940424727899722,0.02927363661781077,0.004964876438259659,0.08709174810116872,0.047007520622550286,0.07853089799075498,0.0028576815211604246,0.007632300283182444,0.023020943237553767,-0.000705957126179684,0.05646740220600625,0.05841412043152197,0.011047899631568525,0.025883238373390318,0.0037311278962342035,0.08916643487856989,0.025127119161267544,-0.001717743879608171,-0.021095764537383044,-0.015882368569714467,0.018848378539475453,0.004636593260671212,-0.00034444230534998437,0.012485595889142238,-0.009146035560312678,0.03696235528410303,0.01885732411462958,0.024325466539622906,-0.011586280657359515,0.05774660972745875,0.006525774599649366,0.0848689097468217,0.021621513134184093,0.005056645702041191,0.008316725147325937,0.02651511416811784,-0.00021438285874877342,0.014906738429813556,-0.014740175517508374,-0.01486521232647091,-0.018139911140750524,-0.029950417322427182,-0.023722353511105104,0.015318295002745138,0.0006715058659544776,0.06837686213640583,-0.0051877373523209385,-0.024516178791309504,-0.005452790805041721,-0.009309197075778593,0.033172242178555134,0.06044875974426008,0.03675680451899277,0.06106545380116615,-0.00927221329792877,-0.009414737121609158,-0.008566604713621237,0.005233392808771329,0.029280727666040077,0.029334266394739923,0.02748650523630178,0.03577058230844746,0.008917711545129495,0.018293720285326345
Current Ratio,-0.028176132090931835,-0.04118458343531538,-0.04967992007863285,0.02722982038412544,0.027639387544718477,0.00984153722342099,0.010777041349984718,-0.004620197627650052,-0.06385182273495403,0.03737763646817168,0.02882312446061587,-0.013623529320045406,-0.023875880689157823,-0.03403968752821683,-0.032502999190081074,0.007741963993457876,0.05884906475595377,0.033373579960615754,0.02852837808767654,-0.02396885970476195,0.0012349551437462257,-0.0010819490418249782,0.02721421162036026,-0.04146597728826293,0.020841931354403043,0.02297967315238332,0.03137621653409892,0.03873041794701968,0.0019819230998266743,0.05423389771756945,-0.03118339031722607,-0.035954848077283816,-0.014139882369805401,-0.006682197565811369,-0.0038164256421706205,0.017657124144291436,0.015634389980614345,0.02155647408100025,0.04070445906689657,0.0037430606990163655,-0.021427154815753868,0.018265227563338964,-0.006213838254794838,0.004395673161702229,-0.013082346103921252,0.05749340025434129,-0.0032157723066268103,0.037772160206382084,-0.07033042294507624,-0.006902773456394181,0.1095161074534919,-0.059687779373392216,0.08420701336948476,0.07309110391364387,0.019104314149616122,0.04351861363239493,0.040551586937818865,0.032406941528761446,0.013717746181051198,-0.06419715984573406,0.07835013652330867,0.0658041425141393,0.025354011901789222,0.024912339315189495,0.019664408496963492,0.058663757144348024,0.029115318199495,0.05205610472665409,-0.04107279369371441,-0.04926325793473006,0.04637465593883358,0.04782674979448573,0.005919286476598525,0.003974201417516877,0.01729034951659711,0.01844869759730634,-0.03531881392611599,-0.02993536655709267
Quick Ratio,-0.029417430654287535,-0.07834037982663128,-0.04368233498049697,0.02479177179842551,0.0110021837198746,-0.019589239919414157,0.019611684061252903,-0.013572912659162092,-0.060756896107275624,0.031709413644266125,0.004985887765531326,-0.02484363467829772,-0.03047111098688987,-0.056534640335904225,-0.053091383558755555,-0.020924042091241594,0.015378604199648972,0.006793343128884764,0.012709410749686812,-0.08584425532614404,-0.011522617143948366,-0.0015714815867844687,0.023397671871617082,-0.05600847362598802,0.025912502145442603,0.03025240960835739,0.025834370489764436,0.03265926621784312,-0.0012051488841121477,0.057971591812975565,-0.03980671374261529,-0.057798366912459063,-0.020814295537115876,-0.014048201389786096,-0.007832406251154975,0.0005886644544245475,-0.0005197392286730856,0.018718357535465944,0.0024208140739214908,0.00536218191089774,-0.02453474945300165,0.0025113709090060277,-0.045063325480783,0.011570830525899235,-0.046210854039817326,0.0351950603254106,-0.01667682291926882,0.03627479516026737,-0.056510405877009576,-0.0163544034915482,0.08103033137987958,-0.08371330279053824,0.042269710117626855,0.03795593559982124,0.0013918476034407452,0.030307026202488548,0.031005122399282155,0.030220686734196922,0.02258790156816529,-0.08284020261094749,0.04913844414338795,0.044545257731510295,0.007108232307154404,0.007674340143264616,0.03182923875525663,0.051861118144402786,0.03070980966255213,0.052188126841186726,-0.04807923721712399,-0.05096534917773404,0.04721115452402758,0.031790288036681505,-0.004339807544366854,-0.006353044246904287,0.01557683222306407,0.015758108445694228,-0.029851979190872666,-0.03501603729007753
Cash Ratio,-0.059188845208880236,-0.07054026317225928,-0.06984730282465937,0.020070872700660637,-0.021365794315132226,-0.023283647224299858,0.015442515899540994,-0.03753634005346403,-0.07938946482475122,0.06343234543225232,0.059762388553648085,-0.015681051883884467,-0.031468560841966524,-0.03750162414883184,-0.03745555219687047,-0.00016774963652693535,0.008983299443756143,0.02111700431018764,0.012854740827979657,-0.06639721929815352,-0.014555976621106234,-0.008087431647088226,0.02196454771877446,-0.049067219463109005,0.0313709490870596,0.03778162243338468,0.023633151988281986,0.02064204232893873,-0.0018346801104959804,0.035375361408643176,-0.04512298480678915,-0.047983854227728114,-0.026280715997048898,-0.026916942967510363,0.001431927668468507,0.004994932713021742,0.006387036411662889,0.06084864291798232,-0.01274158654350125,-0.0055522370109684915,-0.03285328437349714,0.010015453935944788,-0.04507874692362604,0.014600395742129856,-0.042759668002827614,-0.0006310660633752686,-0.0030066292147283144,0.038102983733804024,-0.043224263037113464,-0.01799901858010107,0.06883542097707203,-0.06118028522730294,0.019336091609663687,0.02586267778631991,-0.0034493508683256,0.018974807301846294,0.019497106166031654,0.022843123471910327,0.01952306409041831,-0.09743851020907945,0.08429634113650822,0.032878395366396286,0.006161335467037453,0.003725713664744992,0.01494510671882845,0.02163522459700521,0.016291985623636488,0.017643491623708644,-0.05421697276549058,-0.05789839504224517,0.03164154769314395,0.018929928893398753,0.01742024407098009,0.016352578741525042,-0.002411139615315589,0.010979205520623444,-0.03720687732810996,-0.04588478229558454
Interest Coverage,0.004526137886788862,0.04133053319781105,0.028067577367719324,0.10470428411553111,0.14384416669127198,0.14608482719894303,0.12237210504561988,0.05444158383574463,0.032725533626227196,0.06423711964364426,0.08302896601695658,0.19630755953412943,0.04065855750096536,0.00200701630536382,0.03561108676855402,0.11540657815700739,0.10452564844005413,0.024873517149169543,0.12033174642349033,0.05033737251530413,0.03580063285645699,0.04213235786871449,0.06024228205331977,0.07225299134874008,0.09196414048252377,0.10891661402996278,0.14933352276171596,0.15564091115036208,0.024767596636492487,0.037117804310011784,0.04436292386243766,0.11646903974980644,0.04916846009935909,0.03480074376432165,0.1973053920624311,0.2073749383447321,0.2065251758529603,0.049538784747988215,0.1605217777701628,0.08734728967018215,0.13433817192434724,0.09262696784483289,0.17958215204274652,0.1054975466564243,0.09243453880602878,0.04358345434637798,0.2175840216844135,0.0916932549529032,0.09632153216705122,0.10871872952445237,0.025702737319618897,0.09894375651927757,0.03471282542303602,0.08427809157163096,0.15294364301889005,0.07589350374841974,0.07655713705049079,0.05310912453871332,0.0407770650440979,0.035550669719878,0.04052044536794937,0.11120293724738338,0.05059607145623423,0.039204297968686366,0.1081888056022845,0.16611361642530792,0.1643030495474601,0.16997361472396672,0.02857998959277501,0.03358522397048722,0.15042704712808028,0.1550594642555658,0.16124613490103978,0.14672490537024355,0.15018566282887652,0.17250819432979458,0.013353087102829887,0.03502131589335543
Highest Stock Price,-0.006245625616592843,0.05331283426234767,0.056287731147941514,0.0464819686188975,-0.0563647780889167,-0.04591778517173226,0.05991252264207254,0.08433131691002597,0.08107867957182782,0.061465395859803026,0.0665877329864857,0.01851109840132589,-0.005292445367990743,-0.014758020872696918,0.0044579803886646155,0.008663866309251471,0.02894475018073235,0.04948580132679707,0.027847359310339215,0.07914769727456228,-0.032553916650203844,-0.02391158316530444,-0.02413232187500916,-0.02063127195377499,0.020349565309698427,0.03601068853246908,0.007499865591421715,0.010826790910825921,-0.02909578560258809,0.023668753234901745,-0.0020158519773703365,0.020379727777471306,-0.023603430777997366,-0.027308800598070674,0.030587998288322846,0.015274413619201574,0.013230858623686568,0.027974769038025645,0.015287999621575326,0.03639743326056849,0.007393222575754884,0.00196098188945947,-0.02055749867036368,0.031851262520812024,0.021383980049109873,0.04525712990582243,0.02662758789395464,0.037259531949924526,-0.005059743345711609,0.021379792564876522,-0.029756678508441832,-0.006084262912378365,-0.058046472184844974,-0.055537319105165024,-0.008558964325602676,-0.043230513169734114,0.030968013872576944,0.020874370904359178,-0.0006322014619104028,0.057418015586678216,-0.03745461727085459,-0.05606546788877846,0.025594882797935235,0.009200230011295725,0.0156384667368941,0.008744741500305221,-0.0031404197964163116,-0.0038618019187825776,0.033344006146993684,-0.031070858521842847,0.020150437684590936,0.009496808210124613,0.09747911629413401,0.016491826887267465,-0.009726393607680649,-0.023294255087547882,-0.021865435439939365,-0.03807847415573612
