,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Share of Profit/Loss from Associates, Joint Ventures and other Equity Investments, Non-Cash Adjustment","Dividend and Interest Income, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Financial Instruments, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Other Assets, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment","Other Irregular Income/Loss, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Prepayments and Deposits,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Provisions,Change in Other Current Liabilities,Change in Deferred Assets/Liabilities,Change in Other Operating Capital,"Interest Paid, CFO Indirect","Interest Received, CFO Indirect","Taxes Refund/Paid, Indirect",Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Intangibles, Net",Purchase of Intangibles,"Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,"Purchase/Sale of Other Non-Current Assets, Net",Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Payments for Common Stock, Net",Payments for Common Stock,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Short Term Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Issuance of/Repayments for Lease Financing,Repayments for Lease Financing,Cash Dividends and Interest Paid,Cash Dividends Paid,Common Stock Dividends Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Other Changes,Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Dividends per Share,-0.03311063487657338,-0.026275511237771193,0.024282318074983857,-0.002547670183732557,0.10010820754531286,0.0923136941736585,0.09497847427756266,0.07233685060727761,0.08334735511556107,0.19199150752937597,0.155943547199961,0.2602987743991529,0.0062150662989397245,0.017705440491395885,0.07684924244188643,0.08855619445442522,0.053193201363764896,0.02020752518434627,0.05597897735050386,0.03942393151882447,0.17504989459309256,-0.01119774964215008,-0.012788224600039557,0.02629205233572117,0.0715797231526033,-0.007476801290238041,-0.03815014580880695,-0.03938423587254146,0.06861889109646996,0.007278951585538392,0.01900013140058197,0.1207646772432339,0.04851053339924504,0.15644599484121116,0.042939739231348674,0.023127146617625504,0.028022796305447135,-0.03512916840194572,-0.07937135544760703,-0.019923825043152002,0.005648322261677027,0.05754985337138981,0.07567537562510039,0.10576915980929502,0.10626205620190204,0.1362145758952586,0.07022068839245986,-0.0063230256069341005,0.10161550824628265,0.06570297048219977,0.04851803358669681,-0.017714258547671433,-0.022227601357175872,0.13062841764678246,0.12925970023981742,-0.02696097434355961,0.0881223464073908,-0.037049150124948686,0.16941424867624238,0.045953476504804434,0.06790694225533149,0.06671452395322308,0.26406980637017907,0.25754921765969374,0.3439958795357189,0.11079468456939494,-0.006519853545353329,0.061361058901332345,0.007201623253980124,0.07288137827487506,0.046118250128544785,0.06914408435994278,0.07052376583793281,0.0037644466629963595
Book Value per Share,0.06017862254400519,0.0538751152846714,0.06292901867906336,0.05209137307886421,0.07026668502262834,0.05826657079921905,0.06255602347690542,0.06489172533827481,0.06469554709595726,0.07935787131973283,0.05660794054948072,0.06903926778810494,0.041626696549352506,0.04848820997192632,-0.044399743757938696,0.0605726341132794,0.0561071743464247,0.05920134886517715,-0.038011874104721524,0.0706429496052796,0.10314017098702893,0.010891171265590836,-0.01429277961102224,0.04247487691705789,0.05420084254097097,0.06410721692028168,0.06671385763596885,0.05747195724895463,0.059137603000717034,-0.045231454112961984,0.050604796730597354,-0.041566155858772484,0.01886425423416573,0.09154326776797997,0.0006000104167433367,0.022795375622879404,0.13463851072803218,-0.008223033459393292,-0.025054854250544066,-0.07916179315737511,-0.04779981777671412,0.008013825105604382,0.0775649366500196,0.08007890230456106,0.0797735236977784,0.06748143725947219,0.07996108342826275,0.06492540598840937,0.07728144342054075,0.020201670615263203,0.06149518928586249,-0.03913689617225644,-0.06387562291785157,0.0915671040720157,0.08800631621288511,0.06733242853269628,0.0908036537802014,0.019476791653722746,0.050852590279678526,-0.04341736054471733,0.10307998438136617,0.10453072935721461,-0.01773222150680183,-0.015598952524935789,0.06530951013319673,0.013083433058789052,-0.026750820941034814,-0.02529568931750241,0.06057114648077051,0.05443865485899457,-0.04247514460327209,0.06097181722334195,0.06580994953493402,0.060057764325304075
Tangible Book per Share,0.0561472458496884,0.057744264885436034,0.0589704280141685,0.05176224292073418,0.0709558791439087,0.06814130705006302,0.07331599214644084,0.047439270078418055,0.0740215473386704,0.08340530003529209,0.06102314720278547,0.04085939080130027,0.04326235935919343,0.02973008246678974,-0.042149352721293346,0.058781664992601845,0.06944380278768399,0.05093167261769339,-0.037638341011962895,0.0510298750951728,0.10594710027441799,0.017950293211296715,0.010451474967264543,0.05157223417757296,0.053332348830058114,0.06806244719412714,0.08187067140332314,0.09513307560997794,0.055875805126972274,-0.03364662803257388,0.06718782103709242,-0.03746213664960992,0.03410202456601786,0.08892017185872038,-0.001545512586975606,0.03570692635933134,0.13451820014244306,-0.0186315047352737,-0.02072229719853348,-0.04613263250688592,-0.05645275181543045,0.010044425624898592,0.12114625494064794,0.1443124914622539,0.09491528794220636,0.07609313775449447,0.06483874119505986,0.06430502382009472,0.08485897277119667,0.017631503246634338,0.047374436219405625,-0.02906150979178452,-0.036975502800786444,0.10015141574825408,0.1053026621482274,0.06582553308720532,0.08944842701265494,0.03747654902293127,0.0534320117969726,-0.04086868398653572,0.11345132182978444,0.11377769173449061,0.009355210065824588,0.010104850358029403,0.053758062790692326,0.03698931613288191,-0.03037234560182476,-0.037339661581165404,0.08008077947540851,0.05774040837277672,-0.03149462160521695,0.053230216395589815,0.05272009012757722,0.0643296757096337
Total Debt per Share,0.07892571957525149,0.07587342260430786,0.0739607257317841,0.08848999425187262,0.11268644754044534,0.07963588540869526,0.0747028999141663,0.05184721281395651,0.1687097438095465,0.0840265239103946,0.10357832132140428,0.04488000233007072,0.040142055560923054,0.03832127960654103,-0.037021334256381815,0.0805580447990032,0.06291647425725702,0.04127432743257344,-0.028156093062054667,0.05472544189149125,0.11993740908506498,-0.06183917235937973,0.055156355816709884,-0.02897876336829508,0.050764639525448435,0.020181982522078545,0.14615614938820615,0.089223089925697,0.03858966929511359,-0.028464210276373077,0.10976040876196042,-0.012301350331266826,0.0207635665414979,0.19233742343654425,0.005285024186776431,0.08221486534012899,0.15813457345875884,0.044708043066019734,0.02740697119813218,-0.07397109772413789,-0.04997459209286399,0.024813948559570552,0.08731771642796672,0.08926242655007345,0.12601148290884992,0.12559909519360535,0.09447387807592737,0.09602854315005135,0.09883949760705128,0.02377062084517001,0.0388083692356922,-0.08324265544114468,-0.10291179747205129,0.21172630167037598,0.21315749839953047,0.1673101310273036,0.18244448939414476,0.027944307824860487,0.19913370967971092,0.0578514840241653,0.17039723163240578,0.1619283712874772,0.01603678110077556,-0.06487115495181851,0.05116510373770211,0.022570688849815137,-0.021024407897550126,-0.03450236559036906,0.07381320920257348,0.047292379704979244,-0.03504480644358761,0.03518246310484758,0.06713118409383713,0.09226571791342075
Month End Stock Price,0.027938394930086322,0.02560405333379081,0.02087170345284184,-0.03771728966798571,0.060306748665964055,0.05444281817383398,0.06192333140266657,0.02603343942187322,0.05678139191043834,0.07050913072819881,0.033056524459597794,0.02177562415657984,-0.004392148170054916,0.006994087261478161,0.024015455243691673,0.06361585328827057,0.051837100857005915,0.021444155804618108,0.03449205777663009,0.025115736665349272,0.0888943853493322,-0.08348016329484022,-0.07498919157577648,-0.0707533086455163,0.02347906995893113,-0.02606120870581609,-0.0470866656721114,-0.05248136390247278,0.02375994050012459,-0.0461641668691758,-0.05573963811046294,0.07803009468081601,-0.005698402664252611,0.07623372984634764,-0.0275858011053531,-0.08572483699264885,0.025058763108904626,-0.09123028940031401,-0.08589622545788042,-0.06617592795411256,-0.04580686343566638,0.0015939259973574435,0.06381592051627996,0.04849919744359847,0.0859652326500155,0.09310513915041248,0.041183090232731825,-0.051934614188700955,0.044512906252950526,-0.011605459474039872,0.024775029508773774,-0.05666154984296963,-0.059646460689003256,0.08727109316659105,0.12876801036198315,-0.04831093165919853,0.028273803577707434,-0.048901062026541556,0.08944251362887021,-0.042706672650153835,0.048088814818668786,0.04397762959607561,-0.06580958170360217,-0.03123694431264589,0.07082352942507537,0.026883764911756106,-0.04531104042955557,-0.03656989038120029,0.026424558392056995,0.039680819837492276,-0.05812259571421804,0.0034205283891571487,0.02539213380850744,-0.03890867925114324
ROE %,0.0022203582446330694,0.002500269262527126,0.0021081639697644265,0.0016522183088204844,0.015107450779102194,0.018735902862753777,0.0187442700567349,0.018463445604896694,0.015911473409860495,0.012763555118601378,0.00875221859619399,0.020874442126610365,0.01857690789717488,0.02131607666755807,-0.053702504656831775,0.0042069210301492865,0.0035118185526472204,0.019632591408149182,0.016959559344305524,0.019047332001206615,0.003994689010189503,-0.09505733101661352,-0.058394822734267264,-0.07759090590052213,0.02162057324100233,-0.048470279529041684,-0.02672666533370629,-0.02745317714309683,0.021506396535133056,-0.0463523490774715,-0.04824643715704521,-0.009381344747813054,-0.029749534726150717,0.004982546424953488,-0.027832812054806505,0.005496034817927343,-0.026139354140157934,-0.09026358309927907,-0.08939947829928103,-0.10924933442841776,-0.10821897228052013,-0.010281580133207114,0.018136201474977846,0.013861296732881143,0.039633035997936994,0.0345738291213272,-0.007506003487205332,0.007785052603871214,0.010193995073596807,-0.010385373539201218,0.022686486292189337,-0.10570551449470161,-0.10242300865433279,0.008342353321763916,0.0053624710567411575,-0.04908733212026067,0.020438995400531894,-0.09672403577751555,0.03648783136084592,-0.05983661503239138,0.018091367474705265,0.018181510419151448,-0.0834639836076396,-0.08045458355199184,0.020208554487693306,-0.005524012038043292,-0.05754649381444334,-0.11016511876682665,0.00776902171549777,0.016537664434733826,-0.1072630127362903,0.03534701509929346,0.012519096122703846,-0.0010059436090163907
ROE % Adjusted to Book Value,-0.08715636994801708,-0.09319181708159127,-0.07225083599612042,-0.02729986466530889,0.056283601509291944,0.056148653293369384,0.04951736285870031,0.049665075607537,0.049459551483812966,0.08727316225761238,0.06708017412516128,0.04353816525225544,0.022855842097176313,0.02249316791625489,0.07930703458533025,0.07613575180042322,0.07910431127928735,0.03408187224762091,0.05776176649127372,0.039845260761434936,0.03708915512688946,-0.09136752059829022,-0.09608373118962191,-0.07990103631312925,0.009339810233834756,-0.03873720757280271,-0.10997895998852555,-0.10515496990432253,0.015971877844208785,-0.008283286531035485,-0.061440362870025966,0.09528963325959385,-0.012446287155356704,0.041334749039636465,-0.01678459818336553,-0.0743312688463037,0.013440632936400392,-0.09724141359114255,-0.0902877260962748,-0.058905629837572734,-0.06488568835666807,-0.02289839734596034,0.025044906530761073,0.023805641933548845,0.1037823598893255,0.10001847579052174,0.054358775514825416,-0.07518325387773303,0.08019640472585335,-0.026770933282025303,0.019514388480876572,-0.0500908623641493,-0.04727207294696191,0.02644733628745023,0.028071768863465976,-0.0942186279476231,0.04573520374918301,-0.07047000062093302,0.09021045368676175,-0.023967461273757148,0.05781838340409397,0.054431373321834335,-0.08067996959277762,-0.06480954940397379,0.023659717436931977,0.03339471837726938,-0.06618970491273825,-0.060414918751983,-0.09150746957340829,0.03336562303957504,-0.05496521388463639,0.006152079769177666,0.00926126133479949,-0.10042035837852432
ROA %,-0.08621689166311751,-0.08540521050642746,-0.09478433752256901,-0.12198382184915632,-0.01712567578435887,-0.001249334459255673,-0.002285007937576463,-0.00983097907496503,-0.006027845063888244,0.022768931966193267,0.029900309579930937,-0.003173404522164641,-0.00869664252216257,-0.003452482441350802,-0.013050521888492574,0.010189843036537916,0.021916672151620017,-0.00415025508799926,-0.006814642273430368,-0.010132657298187756,0.05689547910857364,-0.11746441682789296,-0.14269845361658579,-0.11389647618507599,-0.0037548416681164897,-0.07956032730650861,-0.14180134576004066,-0.13592638961613038,-0.004893264425647336,-0.04491606467925728,-0.09539637803407197,0.03255801304539847,-0.034249358399886326,0.018639363043988565,-0.04073189231362648,-0.11709795218269287,-0.017546988980184773,-0.12070841683036256,-0.11802871124571067,-0.09610706654536258,-0.09557653182545867,-0.02087750428951684,0.00033134726936912603,-0.00018869150962345796,0.046297538510626596,0.04584602904980237,0.00887654885434467,-0.1066684886041755,0.022717646126117857,-0.026581215318644547,-0.0042610323068325556,-0.09374815356133531,-0.09146640448343038,-0.001874490659007968,-0.002005566539083949,-0.09518220947819335,-0.01534632366136037,-0.08001759209742114,0.039673007485572065,-0.07858140705757755,0.025681768531228107,0.025348735822617853,-0.1074822035282799,-0.09788789360392684,-0.0033382234621121146,0.0023056229787165915,-0.06365013212161075,-0.0990603629415134,-0.09344003757136843,0.004671321255752536,-0.09624320470626858,0.003366964286632201,-0.010162731348116565,-0.12068577189600765
Return-on-Tangible-Equity,0.03826083190225577,0.02421383901722089,0.026777321151034254,0.057806079910064555,0.02482540071893619,0.02954882761439204,0.0456097714358102,0.03213377337126497,0.02275087488254439,0.045429533764442406,0.028873012511094406,0.03297349003476068,0.08580185190478348,0.08658392649019764,-0.038413604410559375,0.11154399409974015,0.08659615122156339,0.08025340194856594,0.051494588147428515,0.040309562138088,0.050067332273783315,-0.055843242326147804,0.018422323523854693,-0.05401787168368269,0.054164756778389556,-0.022613593440228487,0.019500383091778862,0.008222403015732183,0.03920173983014298,-0.037935078760354665,-0.001381884634423798,0.021880083971496173,-0.01028305584569451,0.048502157626467535,-0.0021911147159694466,0.037412660773583406,0.02975913646032328,0.005972494196293137,-0.06877011347501522,-0.07383423550427501,-0.059465653551933555,0.024489245412453942,0.10106618036797434,0.10016816085788684,0.09108059918834424,0.0960783835634185,0.03058764870280379,0.049453983454266166,0.04936790307769454,0.030293586910279297,0.03816491569028677,-0.09994524830392536,-0.08714750981601414,0.0788777422154274,0.06920988700463726,-0.021974074857832485,0.059982941552745916,-0.0870311665187839,0.07746425755883583,-0.03979740237293394,0.09030488726172399,0.08714567204433604,0.008709592061124132,-0.08465941778691677,0.03956358868679393,0.016899220041504893,-0.04524938047533049,-0.08490696637105932,0.0201564816455485,0.05426293464204742,-0.0901418752169673,0.04766180804924525,0.03912594099415575,0.04902187933952218
Return-on-Tangible-Asset,0.020499223076969837,-0.004724305156124684,-0.005555378144875696,-0.0816423262356375,0.06320055016831468,0.08321071571504925,0.13670388083665347,0.01761111928034638,0.05666648575944041,0.05198247392119926,0.030014482332486044,0.013408341293775992,0.061115445585324016,0.06635607918115395,0.0189921377643893,0.13639323219020683,0.14293885353505134,0.06327879301520946,0.12742710061288276,0.018976655452939722,0.0734717599169845,-0.09356748578359586,-0.11130260060867256,-0.06760760528327868,0.0772817743002486,-0.06211962610631114,-0.07595681876326768,-0.07197781983201448,0.07832104826635987,-0.02661482846730047,-0.07800937017590574,0.1906511763818163,-0.011864540015446661,0.06760773554138284,-0.026689846925548367,-0.09264510153877609,0.038936056372773684,-0.03985992721279606,-0.03560241326671492,-0.07588461581445356,-0.06849955279642567,-0.006632074381551826,0.21200257668142114,0.21454811530487514,0.09770555392750205,0.09459076721378289,0.11649027492878085,-0.01693378249721847,0.1227209519737061,0.0456197557798903,0.09244118941741895,-0.0035001806595002325,-0.07706847969780047,-0.011106757308086492,-0.029491608751125477,-0.05948800451172537,0.008454109811122741,-0.041478682938039836,0.161818409379828,-0.06461518072636635,0.054860126610108556,0.05195465383308433,-0.008665402383271015,-0.11415098823207982,0.016171662477648212,0.023109859436589237,0.01453171140933215,-0.0850374303851152,0.0055845543973311335,0.03156143164197422,-0.09557393230284374,0.018529999003758752,0.01962311172182294,-0.08137865803011876
ROC (Joel Greenblatt) %,0.031041466524527234,0.013640198795003068,0.032670204372069335,0.05252248090921276,0.06988699643166761,0.05819798019325612,0.06089605422859626,0.02194594238258726,0.0588186381630776,0.10086809017335606,0.0760047327958375,0.012331125943187648,0.008801971622056808,0.00757241352498875,-0.004758452397042586,0.11025389858388489,0.09934834991835566,0.007144078478470644,-0.010205494461595067,0.02495600868412119,0.0823910644806022,-0.038260704269489534,0.005528779506292904,0.061438682607305284,0.02445918299886185,0.05551123916304637,0.043529697290440324,0.041932556116734805,0.022876015072256988,-0.019720691559215513,0.043649303099183245,0.004563914284741285,0.018082356149680213,0.08787295926281835,-0.005731496918196369,0.030999363139757395,0.1181603910093271,0.047504537607037774,0.045341115149908295,-0.042658544871065546,-0.04899697949487647,0.008833485302474511,0.06541723917354873,0.06950841082199412,0.11065387674017332,0.10072511073376411,0.10955708703423457,0.05800568073265242,0.12031329991617604,-0.002237580125920213,0.005754875940571916,-0.02037408025489644,-0.041099892258507874,0.13184265744855725,0.11795341358274167,0.03681314502438914,0.09494458254327073,-0.020497881470378003,0.10758030592513822,-0.04157872140685573,0.1188678447931853,0.11334619664545656,-0.021949051570789364,-0.04094607372570368,-0.003034643291017334,-0.006157354823148115,-0.025741581305717194,-0.05523386018262122,0.027934398712553453,0.0920340145966182,-0.07676693834690858,0.009259765395865772,0.02681454543585627,0.061852089691788896
ROCE %,0.0065131034543835864,0.004662470733359678,0.005878359662544748,0.0016971625301356267,-0.0014861219388612725,0.001905999039930616,-0.0016529841284242675,0.03569973779755403,0.006383490718682813,0.03576282582632263,0.03576282582632263,0.029524708771798604,0.03583490862508796,0.035957290725481046,-0.052121598153260604,0.03304719047976296,0.03158679120910783,0.034755668210936515,-0.04980970756062243,0.029534948764788353,0.03920932009377361,-0.08428213612296312,-0.060631758371361796,-0.024677612018826706,0.042562666343192154,-0.02399839448192396,-0.017172602494275838,-0.01781710387144079,0.04177648031887796,-0.04960927371310744,-0.018347659564461827,-0.05895331342507046,-0.01897656393234602,0.01236758908236176,-0.015568433788157698,-0.0286166310335879,0.024036557455864593,-0.01606034998207782,-0.016068312209574113,-0.08522752832746948,-0.08494662150493978,-0.01117960242316161,0.003067448463020115,0.00961953684611745,0.042120116510211504,0.03593766353409414,0.032002253702492024,0.01684876180550992,0.05270401857183554,-0.013144946957626136,0.03877160650099611,-0.07582674055995033,-0.07570824395955933,0.06144506228889015,0.0611754684164973,-0.005565885482141148,0.056143277942665416,-0.08381677144841934,0.034829720209081684,-0.08217109227456512,0.06302196466654118,0.05909342066836283,-0.07216063339197239,-0.06813628606535309,0.04291649339744281,-0.0023882627053373627,-0.06073998544632308,-0.09059196353251307,0.04444405023795828,0.02658867005123312,-0.08830711756306978,0.05259475040496217,0.03572144633280977,0.0011043917998837059
ROIC %,-0.008085815462715045,-0.010392041941068275,-0.007925880297133439,0.024106393842069345,0.010816999709833878,0.02010178601260033,0.01657978581529688,-0.0010025293309905581,0.022577183754592396,0.02449511185252227,0.025009447724302317,-0.001821027512029828,-0.0015625475274095198,-7.822770573456307e-05,-0.02055231118646791,0.011048906481858375,0.013779293222537459,-0.0003295682677677982,-0.005760446231421957,-0.0031609827012760443,0.04365545935384216,-0.1263686822548303,-0.09496715366562199,-0.11343552281354591,-0.004133985228599304,-0.09062345824936929,-0.00913154961371871,-0.009830624767006826,-0.0023294747753829135,-0.04485116237938021,-0.017070843390268094,0.03026280190292951,-0.03356009518970713,0.01689256571235005,-0.036187198921284254,-0.11049205183424751,0.016682524979807264,-0.1297941620069545,-0.12985375268926333,-0.11466662103142192,-0.10600111898299866,-0.01565273948190654,0.018723959236176948,0.01956580960008642,0.035867534435122625,0.03437231231449256,-0.00961191829163932,0.02467283188501157,0.018425917927209583,-0.0193467613595399,-0.0006713846957981471,-0.09785092909651104,-0.09606020219367223,-0.002338222098615975,-0.0020398547546431156,-0.012615646173958873,-0.010177680247398605,-0.08978929905862752,0.0409395665110755,-0.0877506450577696,0.013611595078869863,0.013660083510119643,-0.1021769345321744,-0.1026189558998737,-0.0023636086677030427,-0.0019873341660356057,-0.056890994188134106,-0.10897688389433541,-0.006610803506701065,-0.0075367394113248255,-0.10696453703581556,0.005684133883522945,-0.003884750808486419,0.022289183773228152
WACC %,-0.12623468634159202,-0.12742935623326299,-0.12497047877921774,-0.11231878614015724,-0.07690855105918137,-0.08254710228579991,-0.08081891364716721,-0.004149544229802795,-0.07156362377501072,-0.003846107816021271,0.003933864553663235,-0.00185980916845119,-0.006477713310400117,-0.0006027044144071386,0.00912184321595291,-0.01546346619598482,-0.027679830566968038,-0.019595484625870848,-0.003931788057774131,-0.003316269495515594,-0.014827711950474682,-0.10906667293097114,-0.11207156209196074,-0.09589417968228864,0.011239573891482562,-0.05596823609530201,-0.12360343982930201,-0.12774411242978845,0.012610831377232979,-0.010919194362438862,-0.08176791095027026,0.03646784935369656,-0.0235460560494102,-0.004002674629014546,0.001605735216821716,-0.09904591447033133,-0.061904503194740786,-0.12096274668667328,-0.12434891083162414,-0.07770933377934344,-0.08413582963021397,-0.039924128116683534,-0.0950490313906268,-0.09547890007696909,0.0599409920754913,0.06208792496959659,-0.025981716952774157,-0.11623495108449546,-0.022180554619455294,-0.00306769356048161,-0.020062005603975884,-0.08151560589202177,-0.08212102889188144,-0.08453415160342684,-0.08477521986167855,-0.12734055384791712,0.016310145096594588,-0.09391417452813491,0.05069109471007129,-0.06690118940087786,-0.07001525612089071,-0.06879233286138245,-0.08852023707268977,-0.08931244589488965,-0.0026569181736220988,0.009413714140769056,-0.07201741444987224,-0.06526002090621599,-0.12357761541703013,0.002572505754780206,-0.07388050360108744,0.0033530631751960594,-0.003578080925807234,-0.11166694736446373
Effective Interest Rate on Debt %,-0.0580468641542052,-0.06355309205534848,-0.05413899836392569,-0.07523699918278146,-0.07426235913562243,-0.09583575301084749,-0.06907597276361058,0.01754743336505732,0.015610473805322921,-0.032193686935177976,-0.026101768935936104,0.0548077892808598,0.023174964836023822,0.002906840266821322,-0.008126260974253778,0.06313859146890441,0.05537973740480982,0.0297425770534117,0.013786450877114704,0.016818609519967886,-0.04500174741796516,-0.030834155006927134,-0.05812698003183536,-0.016551042080451942,0.03526116794847815,0.06545278702767209,-0.06013786401453231,-0.06459418622523753,0.03562334875540885,0.037352727286275596,-0.009747738117140862,0.0778043052400465,0.014713884980069586,0.09130766822029429,0.015962214701221198,-0.05848418106684842,-0.05120776506886028,-0.047852040119698354,-0.05571526027595631,-0.03740344348658345,-0.05129290831515136,-0.006734894681345945,-0.04621901817276565,-0.05521170938956396,0.05497514247893274,0.06685586810298633,0.051573856462047714,-0.04428632399987282,0.06263278562731973,0.02456708772490314,0.01745763314670572,-0.011873936682750798,-0.008558479844992948,-0.04044886087502898,-0.05854268104079895,-0.0017529703128808774,0.15508199101052542,0.0300700403131812,0.21598601025384348,0.07471859067876274,-0.07097994728181706,-0.06025866208567918,0.08956663129862438,-0.03785402876271569,0.01887266716447276,0.03093521179051905,-0.03713045208593324,-0.0290957962020865,-0.0821653525151988,0.08789674284598588,-0.03011225977964479,-0.010233824869140193,0.03434405030820327,-0.041825921390397626
Gross Margin %,0.03487914107014001,0.028492733152992174,0.06476073189050623,0.08320276276508183,0.09103937123392568,0.06136290547803469,0.06191075703532437,-0.010395185365470318,0.06251964968122818,0.09385848499526167,0.091351655150496,-0.011922098567071979,0.0030219983996816776,0.006216091031796194,-0.016365018060838787,0.1185544999700498,0.09286651513635909,0.005021799331803627,-0.02355951181254734,0.00193990353841582,0.09902889131303903,0.016050697129945116,0.03410300827541386,0.022832056020872092,0.010827685169932318,0.0911445780759611,0.037849829996032945,0.06696178466120772,0.008564933078783706,-0.010957916197442364,0.026108927301253554,0.01007644158112965,0.03862981442459915,0.12743570841205434,-0.016443643999535452,0.02721307607198077,0.12640924895874686,-0.03815675295718954,-0.047454400013563866,-0.07242471969617804,-0.07383735291987281,-0.012375579409552109,0.10330544759508804,0.10594988970312305,0.11079391644671417,0.1025176546973042,0.11396202509294966,0.07588083424543243,0.11972125228680294,0.007816074872511358,-0.010989133967595705,-0.02228412717662112,-0.051111309943307606,0.09339770219509462,0.11516381049912772,0.04820241384260875,0.07259558858348963,0.026495544688849973,0.08407179220316734,-0.03182429022543076,0.10917413852392113,0.14172372687042978,0.024224584770701968,0.021796660467762626,0.008568811863721916,0.010278158676858707,-0.01357927344143724,-0.07655129712004895,0.08529127712743807,0.06297592037249139,-0.08093977921255026,0.0015206506735895458,-0.01573491703906031,0.043023553965888
Operating Margin %,0.12512725868994418,0.10816583310003294,0.12905762283001784,0.08263250371302015,0.09122441645831462,0.09313510676731417,0.10386087014926275,0.012656587814994767,0.06889350668539324,0.10704947115455773,0.09146702966196171,0.006194325221453407,-0.007441257565412182,-0.0010474199563152015,-0.011776243987492167,0.07501471179264854,0.056615089933543444,-0.003570812064005448,-0.037461517878490766,0.014204447160955532,0.11027244385131121,0.07204484326478866,0.06744166202744943,-0.005768910367553675,0.010420953571580965,0.08278343109136671,0.09367768921060832,0.09320201566666152,0.013137357492281825,-0.007310047720087161,0.05775378850810676,0.019791101887054685,0.07754468960063174,0.13468336938124933,-0.005927536429132488,0.0697349977223937,0.2004472769333155,0.04951215816903931,0.035230084521812303,-0.05665816720776708,-0.014505806195706232,0.00181219517109559,0.10109117167530339,0.10413784126619535,0.10442748304359593,0.10879285471220951,0.11332165867075335,0.09306528806016816,0.13599837490640457,0.03720839577070284,0.001672874555272339,-0.007589336474722752,-0.00985239207109247,0.11853990572936914,0.13573053844572355,0.06099198335024478,0.06891389274800548,0.06168793506553465,0.07460711872838317,-0.008012168342554997,0.134208794130703,0.132622178439533,0.03080766857578237,0.025863857404878877,0.013085088853926018,0.046219505461553956,0.012314316450493615,-0.0376434071058586,0.0913569755123269,0.0698603574211316,-0.027654988040724186,0.015154416397480334,0.00849367221742069,0.08848877438177123
