,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Dividend and Investment Income,"Income from Associates, JointVentures and Other Participating Interests",Shareof Profit and Interest from Joint Venture,Income from Other Participating Interests,Gain/Loss on Foreign Currency Exchange,Irregular Income/Expense,Fixed Asset Disposals,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Other Irregular Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Earnings from Equity Interest,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Preferred/Other Stock Distribution,Other Distributions,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized Operating Profit,Reported Normalized EBITDA,Reported Operating Expense,Discontinued Operations,Basic EPS,Basic EPS from Continuing Operations,Basic EPS from Discontinued Operations,Diluted EPS,Diluted EPS from Continuing Operations,Diluted EPS from Discontinued Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Basic EPS,Total Dividend Per Share,Regular Dividend Per Share Calc,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Lowest Stock Price,0.013669587255790755,-0.019042395287247403,-0.01950832449357069,0.06493067957811925,0.045709868014011085,-0.018531014072034523,-0.021434041088669187,0.0245038332821477,-0.013820461691419865,0.00909363152396124,0.031015638043653627,0.027909290970219016,0.04897304379420638,0.019139399737931533,0.03121327165430884,0.015807658487730376,0.030582685072587636,0.02479942019206436,0.025688048235987842,-0.015952174718908398,0.02985692542431306,-0.024732852708008166,-0.02739203749687072,-0.016575152558675314,0.03077480261349809,0.01756495323502779,-0.022504397966128555,0.026201862778457128,-0.009996509393877882,-0.010236615955783263,-0.0014129788260082024,0.06986942633948993,0.017337347947331366,0.031148024544303734,0.013818951364689608,0.018571548430918836,-0.00155373042615486,-0.013478408202071013,0.01772610646688737,-0.009613541091747555,-0.0011973390444996465,0.024831877215124597,0.004395581335809574,0.01097674343537631,0.010108806991934872,0.021166494402413652,-0.0021964593376295645,0.014216908604177035,0.00809526134199638,0.006092737422786335,0.007405009608811472,0.008821071305791855,0.004193947164966595,0.024034613612672024,0.03020107096494151,0.030717272110734464,0.04340912968064978,0.022703824914182755,0.007546437564217337,0.004574958298884656,-0.009941956794996052
Shares Buyback Ratio %,0.02857343583423511,0.00842733739537685,0.01760669130459814,0.020831556550312165,0.029325633808406748,0.03267652879652273,0.014782480200477958,0.05228316096397755,-0.01016204664691477,0.00527471884012016,0.03660577609438828,0.03433441104564436,0.00048235832577579307,0.02389155833531002,-0.003175113842763496,0.029138978185356105,0.10720410024334712,0.02296982830505127,0.02153956856003895,-0.006820015134614372,0.008465310524926382,-0.0066758896666558555,0.006260943403516129,-0.025402774419610544,0.017012076072238577,0.04049856483984482,-0.022607097042978416,0.06434607376789307,0.011288969973165013,0.025956446497519974,0.007490615668965564,0.08963290942221076,0.029298448515888014,0.003365004215030413,0.0011480073968571248,0.024223684827569335,0.020492711881180917,0.01332028330590911,0.05724137862026396,0.0020089930330735475,0.03479299107930205,0.033057145963971676,-0.0011521409725455305,0.035361122725997673,0.015019369374509343,0.04172427953935309,0.05468233051921357,0.022930583050336035,0.02709482947380216,0.07003323959809789,0.027070424715871805,0.13379784498413658,0.11576043256368299,-0.006568651188676475,0.09835045111562077,0.043289281817455894,0.0031089989590711445,0.042939264814503025,0.05184381117787887,0.016774090716915917,-0.03860943836157046
Buyback Yield %,-0.033819464523880204,0.05086328219030177,0.08136891703104335,-0.0070883470407544485,-0.029362604912032485,0.03136431369450558,0.03212658487412801,-0.0034520293988653823,0.03850346329510239,-0.005226495420339936,-0.016358477157541202,-0.00777127754199137,-0.015114334825363004,-0.01626653832387011,-0.01141988724740099,-0.027141648081922473,-0.007471581645099904,-0.006969701423253789,-0.028697369600090894,-0.013723575927852148,-0.030020066640398555,0.005866801980770471,0.07086257422329963,0.017372000278448752,-0.02070159903157126,-0.025069680709406825,-0.0305348974522819,0.01980733371863669,-0.02920969400991487,-0.02874610884987766,-0.029070358208728275,0.004205756645887599,0.018540453058517415,-0.025009955471428286,-0.024595207689004975,-0.006675245590830499,-0.007254394647401955,0.029128348165505434,0.01914889076201331,0.01948467597454736,-0.016342792087054338,-3.0674282342656265e-05,-0.0070874157451149946,0.008053103925365396,0.014306125358485907,0.03506805195916632,0.018436969691226986,0.031395609443763545,0.03969312922867638,0.018197044111527203,-0.006288690534369333,0.012467455813952357,-0.014490987961976816,-0.0040679565402365414,0.079291706914388,0.03161578563762202,-0.029351259218703088,0.04041915036633243,0.0398028606731939,0.005158222310942821,0.007822279380924025
YoY Rev. per Sh. Growth,0.00961484479659016,0.006364244997973287,0.013648452446196235,0.092496037695572,0.0688001209882736,-0.002247632279980367,-0.0062055834815055565,0.06165439115323883,0.0005381432728168642,0.05243186927932045,0.05454569810326986,0.04668121438055231,0.01067467808313409,0.017822471647065154,-0.0013069129369721005,0.006790037648754873,0.05513184661628329,-0.0069605844214073636,0.027137150831585934,0.02509943515287963,0.0042420056104500205,0.02673295471024078,0.0005484855148808823,0.014761470999648207,0.021444716458279982,0.0021114302664788035,0.022549900150947298,0.0076559339817177064,0.025075807167917512,0.026156314339312984,0.015969952121670496,0.06700871623207041,0.06924112040860171,0.01431597489112395,0.01781718628751288,-0.010951990034336596,0.026041645526951034,0.0007179610356102869,0.04917368309360197,0.051994806430767676,0.06440431027599529,0.05093206749613655,0.05533325199798576,0.034712629036503885,0.010728530973840219,0.030221452449838225,0.04866316197397908,0.028861389142562012,0.02858464378502962,0.04921945522465891,0.028077057734788604,0.049933095170097655,0.059966688058866346,0.03841661799649272,0.06216128541716156,0.06175009385809838,0.031468092154003195,0.03147772718700677,0.02989288709388403,0.017010434276795397,0.017758262557455592
YoY EPS Growth,0.029704420220655562,-0.03526256498944968,-0.02048484557598411,0.06853053809898654,0.06756163054740483,-0.043162591763435454,-0.042704432504707936,-0.020468279986218228,0.006620172113448557,-0.0481520167446741,-0.042494623059521196,-0.046162232150744456,5.215427540325771e-05,-0.014766783923716019,0.02792564761214189,-0.020341861932919647,-0.012002240283524064,-0.01695051345945209,0.025589515754456366,0.010184691145398281,-0.010207132797980275,-0.024611940426827097,0.013378707722953527,-0.016632962871799325,-0.004486000910521849,0.016968761854143942,-0.015209129217163601,0.027532838373911326,-0.022646395928406955,-0.024493867989651384,-0.023510168988776853,-0.005803837306150987,0.04122949508519766,-0.016872412475424835,-0.02141322954430011,-0.023236119903409284,-0.013384505691478348,-0.032354809835374976,-0.0014845828003259786,0.04684374325210459,0.01801082141378177,0.024477859882372364,0.03196376488243459,-0.011738400576718265,-0.02361466446441897,0.12189287265038995,0.035658445042632915,0.01902204428684185,0.06363545760397432,0.05227596882903109,0.015263950328839874,0.013145545705875356,-0.005166812035709215,0.0810033443665079,0.02146061825537618,0.034218863595942506,0.07460166633805189,0.08257691985046077,0.07703219218330412,-0.009103067251578771,-0.037142514536642746
YoY EBITDA Growth,0.008676498883972483,-0.038698369976859,-0.023799174923991178,0.06635433189162382,0.06950746758391262,-0.041633703388167534,-0.03850795585646194,-0.022012362694858824,1.70515247055825e-05,-0.03578608768286512,-0.02401410542592876,-0.03182017898722146,-0.006320863429423495,-0.0019394507921495817,0.028730730012456462,-0.025011772207590537,-0.016355283722384657,-0.008560372568827504,0.026441776454698914,0.008058951380769334,-0.01949188576254313,-0.02049849779728821,0.027328208512084846,-0.015601241348553977,0.009900497848343928,0.012337672825005705,-0.02107257989815598,0.0011776758254474775,-0.012358236092958715,-0.012102785507834574,-0.024038186620836118,-0.0074539805209347405,0.055716267236197346,-0.02589269231893982,-0.027276680225292494,-0.02356773020544522,-0.0231791851477096,-0.038664916859247195,-0.001740542037404257,-0.00259086527146813,0.013190331082861008,0.008363337700086048,0.15171153503885257,-0.009822381061617598,-0.021184680909649242,0.022761203435949548,0.024901176082692312,0.01882380748496659,0.026103659555550003,0.02279359424902298,0.01891511539063036,-0.001470033952065358,-0.040904507214566406,0.049475826184327935,0.021056532637014583,0.03583101811648428,0.041172818552761725,0.023945420844904943,0.027010943621507955,0.010981323452761501,-0.007222515113525403
5-Year EBITDA Growth Rate,0.002452385169903317,-0.03365682314463185,-0.034982214508090775,0.04645185562803252,0.04103949848633521,-0.029150066138177742,-0.02481232010903972,0.04428078517433786,-0.010676964998330218,0.0006060170416968277,0.026587568607774906,0.03767594840542328,-0.0027677408006791283,0.0011545609827523576,-0.0050664221312792575,0.00898204773787525,0.039277594514144296,-0.00465943510342913,0.004028978027632886,0.0242306085997066,0.007570244007366794,-0.0014948522102395312,-0.02152512834072566,-0.013167209693133048,0.031555977479862975,0.009460739974072596,0.003241444792754763,0.013273281547201168,0.005914485039478556,0.00934338726500084,0.0055597989771559286,0.03445906549943895,0.033492797145114536,0.0005321749870821684,5.282591897067413e-05,-0.0006016720469539654,-0.006190844068107542,-0.02903774778088016,0.025300134306173915,0.029811058092462456,0.055778963939538115,0.03691683988290173,0.14324854541030374,0.001813786456607275,-0.014403346125434544,0.002138537388654439,0.01667401522485892,-0.00126849668182553,0.005179110975581552,0.021193351681324052,-0.0019493040894796544,0.02237648127894214,0.026867351164950055,0.01672250374415783,0.01528832200273458,0.012161816058117274,0.024537131408784833,0.004082233134365771,0.02055188542626491,-0.003139270625685394,-0.03281261274803962
Shares Outstanding (Basic Average),-0.016581496562798503,-0.014067914579964643,-0.008376766588846054,0.03127488044537988,0.051329532981911834,0.012176548417780023,0.004678528269670587,0.05567533571440646,0.05624057912569444,0.025960250974916776,0.032083560265909875,0.030132316432147463,0.023168263333123933,0.016555414317422825,0.04826098249930037,0.03197360251329604,0.11980363199319381,0.02139484025913673,0.029241585316648125,0.04670714723475794,0.008131349478407296,-0.0052584266982291005,-0.010215955913590365,-0.011616724279858801,0.031040447993936033,0.03183749848552605,0.0050348485563514265,0.08237941026177864,0.0001206095652093054,0.0014461092710761382,0.003895209595887344,0.1058467972476812,0.03903073067100271,0.06807138962845233,0.07675985454110941,-0.0031675103789572737,0.002077153621628091,-0.008651330173718538,0.01822276109321292,0.03365200456015186,0.03455279880732739,0.05074482881139523,0.019176533343066005,0.021875718670704997,-0.02724513405255962,-0.001023591259859776,0.03932865034388822,0.038063895882896596,-0.021298362045560734,0.02174434840533541,-0.0008141245076938401,0.5369311484132522,0.32990105467605835,0.05743028402365478,0.11427853195234161,0.11550246635893488,0.032752949195859436,-0.004385839526040672,-0.016841638007337772,0.0011885999079688687,0.0051389605469394075
Shares Outstanding (EOP),0.00809045085237306,0.03880218989254953,0.04418288982108503,-0.027730412289923272,-0.019180677578632076,0.0701200456734139,0.043691363865529416,0.054764603561799505,0.03238886652182659,0.030437466135003352,0.046159731684825726,0.04271646738586939,0.012964100086057763,0.030947220926920288,0.025440375629243058,0.0389188737574073,0.1264078216355643,0.05696108120753795,0.046187646563365506,0.04897917851125197,0.03969739385769474,0.02333340727078972,0.030032113924230493,0.02828086153171596,0.0530634580880455,0.071028424998943,0.013606674885225802,0.08928199559053387,0.015806357410507527,0.016164628431027315,0.02919440225679341,0.09413197966639643,0.037798222896417294,0.09829102094428338,0.04056804330445232,0.04344424045430925,0.03957418217116914,0.03827784796832501,0.032393776547027235,0.03073957683678806,0.01553977367638315,0.053946574407486486,0.0049750517424277255,0.0666915714157891,0.04554283089790691,0.0010151190874626292,0.03207894421576309,0.035748918762405164,0.007155198298459529,0.03234192259562586,0.03377563042788448,0.12063527755133904,0.13520020265879495,0.03166307278117675,0.0775937676962527,0.03425244742106719,0.0345496339314307,0.001567202174281722,0.015670055715699103,0.005133163897282829,0.03239844397609764
Beta,0.0010652387507471541,0.0021054996748976823,-0.0369019757210898,-0.11079619564262838,-0.11059978853890032,-0.03828199577069657,-0.03642998840054719,-0.023627207268955012,-0.062192921098968,-0.0248731821536446,-0.029372100914125485,0.0022733214781354575,0.01992813209555647,-0.04096153000859315,0.002302905074711318,-0.013370942054378915,-0.028755789071427548,-0.009747136415024041,-0.004524039701590718,-0.06071330205959788,0.009065733263331002,-0.02415393870386548,-0.042680502723189316,-0.024895938226894072,-0.007088076214557986,-0.022753702360767285,-0.01384819015626333,0.01431085666281413,-0.021360079780731688,-0.020971508172267846,-0.018870435004055004,0.0015018237420135387,0.0032819682725088403,-0.015824397011775834,-0.01608647464166279,0.02103551927556607,0.007177311866422665,-0.021252411670385996,0.001353349347833127,-0.028063419710836267,-0.028185421840318116,-0.033921786780440846,0.006202086495738365,-0.009390170343030963,0.018203516270921268,0.0478943670353657,0.030529646029308254,0.018295579659295833,0.03958130688745697,0.028808854121677635,0.019250423649855773,0.03289767662217632,0.0013174905003067736,-0.0027849779491503066,0.023047437626601677,0.037602590183394936,0.018901778811473764,0.03270142977576576,0.02786272702479422,0.03799052836856966,0.01650532760708197
Filing Date,-0.06307969959441395,-0.03939932969487124,-0.044577448779763135,0.018279594397940087,0.011892857796093248,0.023918979258246396,0.01921426006929956,-0.057770708938474,-0.029148266681395342,-0.0019637605412243368,-0.0038130409353376187,-0.006959922148496659,-0.02636226059986868,-0.057902967911167835,-0.0357291943189,-0.0620335800123017,0.013232267818313773,-0.03867177163409054,-0.012567075848728767,0.04367621805269804,-0.0028078593458374735,0.011254457253293743,0.048473151557721354,0.04196341160668268,0.02512503957681983,-0.04120629117653467,-0.04823335387923377,-0.04082486273378991,-0.09309158330490415,-0.1066734374386139,-0.10597956491217946,-0.0185244024895338,-0.016064105017571127,-0.10339586352018014,-0.10389948354062337,-0.022105548107069755,-0.026317211884285496,-0.05471061580906118,-0.09840306263026627,-0.05556087967885898,0.020597588997052642,-0.07916443301738524,0.011471833007901397,-0.016532955339492318,-0.037878241628268805,-0.07880353896409424,-0.10203436944295344,-0.02720982599362328,-0.11571637894125078,-0.09857155620872961,-0.04573796308639651,-0.12411977427118576,-0.05645398622837865,0.03060999725219471,-0.03799633613908968,-0.031420738339603085,-0.012130486147272291,-0.08336245218801631,-0.09281645335819107,-0.10810623547531778,-0.06596640897054279
Restated Filing Date,-0.06560971409256663,-0.040108524811362394,-0.0452753439892751,0.0037912230305705923,-0.004649773925864149,0.029965815757163523,0.02694881611425348,-0.07116177455944961,-0.0003109853563554744,-0.016021182805244526,-0.01868440528615081,-0.007976631139553027,-0.05544391688366646,-0.06772727645936502,-0.048793286733861074,-0.052693479669847,0.013131933811624781,-0.04629002731935175,-0.0051173351916505485,0.046778295853831135,-0.007161912643728819,0.021242301884211397,0.05344370967819524,0.03489359091356298,0.010063140851873008,-0.010946451711614512,-0.05213271946811274,-0.04579924030009758,-0.06207882506872983,-0.06737792500814423,-0.08142937588532086,-0.006790513390298801,-0.009468982890185402,-0.08595981621026891,-0.0908025274609046,-0.028719044331962654,-0.024607792894984205,-0.04238429996915402,-0.07848290762183684,-0.04782092032010142,0.028085595274855168,-0.057548146848765656,0.019786085340571323,-0.018541862220131627,-0.04161710523282156,-0.10356900451373192,-0.08059314319881605,-0.04262255096190284,-0.09808564200568898,-0.09616168707348124,-0.03925004589602916,-0.09713755019942047,-0.05983820236727649,0.026124386573781147,-0.04183931412848793,-0.02813802621741244,-0.022443976437648783,-0.0904941925068942,-0.09672357447624563,-0.08614515217845514,-0.057794025294058325
Earnings Release Date,0.1400321509392808,0.03669082883783333,0.058698109807636706,0.04093318492780257,0.04338120236137255,0.042120622855229564,0.0348911514262412,0.0979877096142787,0.03232723110733441,0.09716034526401952,0.10213280285865238,0.10772760172677522,0.02964831576566914,0.06929088838089348,0.0273887896293252,0.1327632877127797,0.1699336202027377,0.07583567756515125,0.161237396171016,0.06721558652725157,0.15715211480609526,0.06650725074995904,0.032400184614630734,0.0729602444131471,0.17221473814967486,0.06477605289400537,0.14791632769255095,0.07546192489201958,0.11936405683655936,0.14825982840239152,0.1459397136206864,0.0951416598114721,0.10201600499820239,0.15296838901797316,0.1519239337127937,0.0786492826869301,0.08690493198786632,0.05172442147283963,0.06582626193230665,0.10668240378546305,0.19244278139234422,0.11057119260976382,0.0701650928347971,0.07954415618173595,0.05109047189420321,0.07768410232783757,0.086173826319016,0.08136197115705596,0.07144073666334308,0.08602332370583957,0.08224556832949834,0.0848750694839797,0.1128566159910862,0.17821980494447087,0.034487721118130026,0.03967715411179115,0.02727466462662413,0.08392011946656494,0.08697894105837405,0.04994258729047706,0.04039761794233304
