,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,"Dpreciation & Amortization, Cost of Revenue",Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Stock-Based Compensation,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Other Professional Accounting and Consulting Fees,Telecommunication Expense,Insurance and Claims,Exploration Expenses,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,"Other Income/Expense, Non-Operating",Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Write Off/Write Down of Other Assets,Other Irregular Income/Expense,Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
PEG Ratio,-0.0031170535499553936,0.0017182485483046303,0.001759966091912167,0.009207838580891387,0.005617465274187985,0.019952562485684944,-0.010571459813148647,0.01591991659598542,0.03666924410645182,-0.0042740517113602165,-0.009319610476459298,7.881327926896869e-05,0.016461852483691614,0.004471642953159758,0.03905759999414745,0.019120283774630997,0.02908643027760284,-0.01122434526300042,0.006643118905139626,-0.01021103469567457,-0.005569936588090392,0.03928798126395107,0.024880116064279978,0.001855686036348812,-0.018407727676842876,0.021827816561432692,0.0018184869545372706,0.0023566817772079094,-0.023079952594469308,-0.0031993042061417634,-0.011821574631284781,-0.0032257255446644303,0.025625954664247774,0.021084466161314326,0.004475215251181215,0.04287734758666868,0.02937752403853052,-0.04283984165100713,-0.01601081898783053,-0.04552927830293555,-0.013805495764923468,-0.010418420946004151,-0.00996172871257731,0.008306979261369907,-0.0918857828135549,-0.015816179245472652,-0.012247057322679323
EV-to-Revenue,-0.012729886911682024,0.12881778148504164,0.06038687726593904,0.11417247298722627,0.09811776180957205,0.03943820118521049,-0.01075681275565272,0.005415040821962466,0.02142370459225488,0.01835546712294209,-0.011744961088462163,-0.01305261472712849,-0.011308212607245379,-0.006583557249362215,-0.0013912339064360481,-0.004810115159532439,0.024177926965545663,-0.009646646862454027,0.008595268115087281,-0.001981816381799009,-0.0006581050050931073,0.0035290633566462124,0.02776970126617679,-0.00037006789860312417,0.0038753682153550317,0.008902486209293308,0.002071034459085914,-0.00016237437095900946,-0.0043188796381720615,-0.010276448856866769,-0.010988611298313435,-0.011127947196762494,0.004294544842632778,-0.01594441033755709,0.029272334315220597,0.003179278632286409,0.010558607888443398,-0.06373186588040437,-0.08237047227658274,-0.040287202462592715,-0.07877942397675294,-0.015656404768832722,-0.013780900977565316,0.0437410202202718,-0.04516627906872851,-0.016647391847153987,-0.01594670188611166
EV-to-EBITDA,0.05410932212609536,-0.008676319121738715,0.0016142886976310187,0.03162902197959119,0.03140448841206815,-0.019338830486137736,-0.03196441174918567,0.0017104584186619497,0.009193090884356825,-0.018555176039638854,-0.041441876965864516,-0.04295248627284239,-0.020927300246622538,-0.016468262769514807,0.0075915546690263,-0.018609320888933793,-0.0031527115187408345,0.006069071141404824,0.0043062675996839075,0.01404743086303056,0.04464214507148219,0.005781459742327239,0.021990974664764056,0.02035595804756478,-0.0007784592811325318,-0.010258563454011112,-0.024498004287838934,-0.021016863727134606,-0.019642391506480894,-0.04160940069259835,-0.03649761527193401,-0.04154197203745882,-0.011150860834354607,-0.017929917953964862,-0.029716415827057675,-0.004014322998535375,-0.015725336268426274,0.01199676626757786,-0.07177750108611922,-0.01826034617697954,-0.05906864950230159,-0.02426179071826148,-0.024471178775055554,0.06403423812761115,-0.00315983659988028,0.007140419220548009,0.014391328593513351
EV-to-EBIT,0.03429231769371938,0.014552843402644497,0.026158508628896335,0.009889693874061216,0.010481022257206374,-0.023675033741759367,-0.04440782813808751,-0.01934827480761111,-0.005071107698367878,-0.028469423926242028,-0.047435764078486216,-0.04814669818287332,-0.023739610487340503,-0.023189585580586192,-0.004110653644037018,-0.017607485306493267,-0.025702971675099787,-0.015070664603159726,-0.009276495426357945,-0.004291065152387125,0.026293143313005904,0.011338302723696816,0.0239116156812768,0.03471439111360417,0.006543655250160399,-0.010774015220873675,-0.0338533444042494,-0.022801728243329718,-0.032064233104069174,-0.04746659333590888,-0.04594710068242315,-0.047041777869138275,-0.02027130683329806,-0.017211918927445394,-0.01516741221864647,0.007549328018715496,-0.010011267047758624,0.11535122794922431,0.07273240838454431,0.04494987995621748,0.006163294134299445,-0.02556065713415486,-0.02556065713415486,0.04724278706277849,0.03149469507993428,0.01160193853987877,0.005970281502938484
Earnings Yield (Joel Greenblatt) %,0.04471798329081156,0.015349729418892046,0.020633854538178724,0.013675180525809506,0.02326950636044789,0.007668248352775686,0.012227146748844585,0.001953866911902542,0.01583306020740595,0.015361488780345274,0.009340237148281989,0.010825896023938708,0.010736897295317132,-0.009469473981394767,0.0005954462053003712,0.002929285575236916,0.011867002987350326,0.013914792722555882,0.06584000027159866,0.03079584189698713,0.08080359361404214,0.040395712085141706,0.04866699046906853,0.04495069347152519,0.010545163321670235,0.02192745712614727,-0.003270450343590003,0.012557774575720366,0.011884019700173613,0.013472562228478804,0.0004619053200120432,0.005418463879859701,0.021805910280202984,0.019905788766960555,0.019320332637814623,0.022034740727989086,0.01666201834759107,-0.054942739324786695,-0.03509674637392554,-0.08248444991591401,-0.047936628243752,0.008399611346533394,0.011742685023812231,-0.023103108834857774,-0.053318188342842666,-0.0159766434063016,-0.021185549551746348
Forward Rate of Return (Yacktman) %,0.035685795991681875,-0.01671293263250633,-0.006390951693427802,0.05929340671165676,0.0726221368691347,0.012098526906254839,0.012655517189053847,-0.00168676455267496,0.01299314917723067,0.008038157487496053,0.00511499305563412,0.005006685012779662,0.005040640600781597,-0.01721750297772802,0.009759101832982814,0.005133197313876792,0.033885798535267464,-0.002159130360208616,0.01725269966650898,0.04579820430728494,0.028911370446064927,0.006141649890846993,0.04127306972046483,0.06793668661518212,-0.0019308735381878264,-0.0034382442455970484,-0.003724776973094774,0.0012630582574596058,0.007302795136277159,0.0030494243050168944,0.004567286570617481,0.004627290201905505,0.00123834884734106,0.00041537910667614254,-0.003941415265910872,-0.0036852239640739557,0.005028250549320929,-0.05866922638202694,-0.023047047480576947,-0.07023190182150979,-0.02519502776707218,0.009237213879598364,0.011734060383696381,-0.027508330532283437,-0.06467533467001316,-0.01495441236385522,-0.019482846917666333
Shiller PE Ratio,0.035198728920708064,0.04618193819953741,0.052831930497179935,0.036568035616290955,0.04003157140768942,0.03711544358333846,0.011163480451216616,0.0023030065717390257,0.04756536670487371,0.008679751616663657,-0.013056638347518192,0.010473629009227763,0.03250639614703192,-0.005096954125298103,0.031774389842918103,0.03921336891772813,0.023029411570024125,0.004579499294117961,0.0037953656624882164,0.017008056226403973,0.035277292210330255,0.030363424464666194,0.062077432822349565,0.0240493114776465,0.0037253929015209067,0.019877959383613607,0.008489710581502,0.0024912108725929022,-0.0021923675054747833,0.012497071631589512,0.014830790923188085,0.019295930360989068,0.015502854797487354,0.009978360050744258,0.017928706125222453,0.028215311150781946,0.029904355462971974,-0.03764320900952975,-0.002459492920271261,-0.047071180222481426,-0.010692548187400463,0.004055520470091641,0.00529480563695562,-0.03960264050853345,-0.04660081585906446,-0.017816898433489003,0.00740571672109312
Dividend Yield %,0.03278584365912613,0.04240359452562572,0.05103755830076249,0.012571621035460182,-0.02052692741844705,0.005737480388272799,0.017562876601623596,-0.02698825629152049,0.046001430732978174,0.0157898925669322,0.011035642138723694,0.010640488155915163,0.007973877660082047,-0.0029845494608352076,-0.006473803104862603,-0.0069868620309984555,-0.000824383778093995,-0.03469640966006889,0.04672215961513417,-0.0037726150666956273,0.05064936579556027,0.026671986222061836,0.0017011277369588925,-0.009027352191099696,0.015507553386182114,0.02549048855303572,-0.011236236469469257,0.005692945505370516,0.005692945505370516,-0.02093323209954592,0.05247378735549653,0.05619118951986118,0.0014054888096976803,0.02075419742796586,0.011657664505666769,0.030357289469803147,0.014949641090518342,-0.021508766948947274,-0.06479264964640152,-0.011939533974394699,-0.014656600968846582,0.005412147965533196,0.005026211677032687,0.0553773813511833,0.011104682421200178,-0.07324858880962744,-0.05377152119086287
Market Cap,0.01826823988253533,0.06048913131768323,0.05314973175039799,0.02348063787816203,0.011109542794025238,0.0035701636456604625,-0.004752107392761991,0.033309365082869996,0.03224263942353873,-0.0014833392901455662,-0.000383078479361439,-0.0009109439781359987,0.017516491002587047,0.017749352931221835,0.0028036270060069896,0.0032802769303136815,0.04054222422064254,0.024712915380776735,0.023175974602000323,0.019142912817672948,0.07200585294133731,0.03074882276236706,0.06647754979003095,0.068449495291217,0.0022821269847064707,0.03394235031325905,0.020019032379797082,0.016785829807008903,0.015944503956753547,0.014425150274784415,0.015059917261877697,0.016409342691922946,0.021635931670521892,0.003439262639807462,0.0036570865937254676,0.015027784670683993,0.013197546475734461,0.02084918309376456,0.035687781568467664,0.021470040940567887,0.03315688422655726,0.019653013505039493,0.0233401957215453,0.02457904507839519,0.029261649421321735,0.043425859835402716,0.02907149642572539
Enterprise Value,0.09569821910154179,0.05852360441847395,0.12055143753672079,0.026183359155347873,0.02528157706881297,0.0013523456907280473,-0.0016398221432651315,0.017477032478070934,0.03515654332612721,0.011033222911923416,0.0010248219172510706,0.0120454572689263,0.012353869280259208,0.005926245100799736,0.02718641471016658,0.03203133206340318,0.07571499184684213,0.029191363265434457,0.0508638257254136,0.04156069278646021,0.09985591855430791,0.06116520853858027,0.07675770065446103,0.07719369767789852,0.03392537136963593,0.039459129686574224,0.011352577727207408,-0.004974621919653322,-0.0034002018725955447,0.010589467978903143,0.0065400775067571,0.007934618441703995,0.037121963069159505,0.039770367620862224,0.034944693261799074,0.03306710402174534,0.028963213415681522,0.026551783984926875,0.03707602022389571,0.038575622879480916,0.037644673301835845,0.015570933695908165,0.017883298811711384,0.02034358779553479,0.03871174756017871,0.004248966882407765,0.02248034955248051
Month End Stock Price.1,0.02486549411472246,0.029144747997999276,0.030623140135387826,0.028252022361146333,0.02593611990745768,0.013080224180443186,0.015331044707566998,0.0048835882377865,0.048871995795253385,0.010803057397227473,0.018722104917855236,0.0149549416227821,0.013736502809695236,0.017759684049781163,0.011418977778544306,0.015873915739907304,0.018354360404281594,0.008367025596210961,0.005732859089507391,0.02688956559648047,0.0427953985846318,0.018117839479305654,0.04354562582602912,0.03983408107074226,0.02378461637563238,0.025571405141963766,0.01488873287425723,0.019179746207187383,0.02011433884240732,0.016899032885741266,0.028911967999121203,0.03332335007776962,0.023544628656890172,0.024146299418041525,0.024511748090178146,0.029558722882477188,0.019407990949909266,-0.045286182456604415,-0.017918655080169467,-0.005936786279680005,-0.018526426650708916,0.014107578476675608,0.010214125274512435,-0.01200372305704007,-0.016028554389415132,-0.0035801948501759124,-0.012871722748233639
Net Cash per Share,0.15070250663140963,0.16519079208138848,0.1139635430641169,0.10348134378068456,0.08299178473809378,0.14093972729975335,0.06958183010145606,0.12288669028167806,0.18454376135166028,0.0788762713844775,0.02838007555696444,0.044867666912914626,0.07771219397905141,0.08453569485136746,0.10987770766023955,0.13811706903617763,0.18698434397019495,0.16432969832895533,0.1779480400161565,0.1669303905059563,0.08269905529828339,0.10719910273553332,0.12179270114603905,0.14467712161875998,0.12324567159939112,0.11356552023147275,0.06570979738932245,0.09428496566183356,0.12969642828759956,0.1451212521796081,0.10669949529998708,0.11763285781398929,0.12476997791600974,0.07225049518857388,0.18072180862601955,0.12091054876442124,0.1730122569054913,0.166290182934161,0.16272678278008618,0.1534184596287335,0.16377405079661872,0.09389468434531764,0.09287490503315671,0.03343975533169186,0.15238261980393772,0.07607303141640467,0.07677467873334295
Net Current Asset Value,0.037781982007729586,0.06079200386541332,0.059145827674992435,0.07591523461643475,0.059488741601759716,0.03451088086321784,0.0369536143789048,0.06212339584582501,0.07188613778425243,0.04402446313180802,0.03465958407847401,0.03374408803788751,0.039986796177933215,0.03901267929506146,0.079162838749341,0.030149199722192977,0.07601828867163431,0.14541746633514985,0.15592582635465713,0.1446047436905078,0.06244179006380168,0.08039524044873153,0.10228420367118923,0.11340737124445643,0.10729332935235662,0.08838823258502289,0.033052468938842845,0.04527427459722187,0.039091172118447017,0.041809594006236274,0.10192518078542172,0.10175143981640995,0.09728129540298446,0.08562957887919347,0.08778798448174187,0.09427608292020681,0.0802078367314003,0.009789235307508956,0.050864200454720405,0.04764157951520936,0.050864200454720405,0.018762707452915122,0.01781457519106346,-0.02950341069359176,0.05432208279982408,0.014884551348648963,0.03512686314972976
Net-Net Working Capital,0.07953874615626988,0.10692024319728874,0.1114171072926007,0.09620199653661492,0.09859477585364686,0.09935069654697078,0.08913493650497624,0.07781936132882973,0.12237493161485037,0.08522070433746767,0.08707396975522212,0.09053105938657478,0.07681678329371716,0.08743704418709225,0.1059683241583201,0.10936213711880562,0.1362453486501969,0.18555392842168333,0.10863244003723906,0.19513251035408533,0.09917211507963977,0.11799812544331484,0.14610372679036587,0.160781961300578,0.13511587777241224,0.13207728674148272,0.08002823022129847,0.06393559083935273,0.07302809016463312,0.06791011629496552,0.08078858019058044,0.07328594132522455,0.12918497246899158,0.12512301632009343,0.138077163333419,0.16010142440511788,0.15621680601082005,0.07404499681515468,0.16175397139252043,0.07149414077683547,0.15434015981100221,0.08069370396944228,0.07892744161171288,-0.021164023088170576,0.07149573154070657,0.029016519365114436,0.05846668311883977
Intrinsic Value: Projected FCF,0.03602388741624518,0.02214524170682145,0.036507408230259816,0.01571474258011308,0.025333232086605473,0.006236067872070299,0.008593978900454699,-0.006638205845221523,0.01730883224964271,0.012433041992347904,0.010200782898614764,0.01255281405773977,-0.004159800395246476,0.00321438767529326,0.0023540555849823367,0.02369380344410271,0.00937436401006453,0.002036651842414687,0.008114861854464602,0.03838617182212441,0.02791566673598245,0.014829466005103802,0.024633711035945166,0.022352042722915584,0.01945305185724218,0.019681198385356945,-0.004020523863753057,0.014758244292307625,0.009896124114983793,0.009151073336557996,0.0067038141093414515,0.01226022279327688,0.017876645700335887,0.026799743606678444,0.0150938353139066,0.04010949351761686,0.042484957165360084,-0.014878171078656799,0.016996317371132663,-0.006126490046412028,0.014242783841220488,0.007479773654001581,-0.0010070702242482243,0.03155706906451272,-0.0069965977969460675,-0.004016382353049525,-0.005096407677114431
Median PS Value,0.025730714709034264,0.026221334316885,0.03183659837131561,0.03534692716727891,0.03540859914629809,-0.007368504504339204,0.0012811301157106161,0.009333709212341055,0.028389713988455263,0.009052281611430266,-0.002554874974725589,-0.007996455742437998,-0.022053567020238952,-0.02737445889899748,0.004934353517049949,-7.142571898433427e-05,0.01917342638217218,0.0062591262511762814,0.006241753347036043,0.028821767690340772,0.02632207813159934,0.0063983458736043865,0.020909592919119858,-0.009650319792850111,-0.01095358213488238,0.024740198114195013,-0.003302473764974049,-0.008849232112285176,-0.008617981756842998,-0.012048677106683586,-0.0011017752785140527,-0.003678969703331117,0.021042650225806304,0.003951489630439591,0.018590938223271642,0.020724425852842895,0.018245466675478807,-0.06691151510674405,-0.0504841966783061,-0.044393594626386944,-0.04337841265534667,-0.002167251273734081,-0.009280580421109604,0.03242562717318301,-0.025391306442223732,-0.034298984901729175,-0.021547856104679245
Peter Lynch Fair Value,-0.007517433924926906,0.011838925331386384,0.008036280657854859,0.0026057964949838495,-0.0018474535781534693,0.008723530877406911,-0.0012680585967964112,0.0029275422570091136,0.022887965038326307,-0.008413543525351664,0.006392771848770654,0.014521979575694658,-0.020217366339491248,0.0064430633258613385,0.0013646655105907053,0.009264054838557146,0.022493836136249435,0.00956604752724742,0.016003751223710033,0.0037853104514557687,0.011209073103345252,0.026028827989846865,0.026739212812682434,0.028000688653606477,0.014912073404583276,0.02437753526394728,0.005476399738235105,0.00629673479282331,0.005939899070568381,0.010333173379872846,0.010455352549794579,0.011432844921349399,0.024722213540619917,0.011694171567085793,0.026440674622272148,0.02357263154275049,0.021070152872978948,-0.04593024363201917,-0.04424250277603946,-0.04392383664510177,-0.036446990811091644,0.005413772094572602,0.004882871129756772,0.005443135305406157,-0.0438367600285863,-0.02091418729989079,-0.015238987149776064
Graham Number,0.033142563251965934,0.048893023701330765,0.047083372511299904,0.03373781570644855,0.02162517722909235,0.01185565145402825,0.00951353571189011,0.004253496718822606,-0.009936986103902926,0.023152483440642788,-0.02558498904205089,-0.025203203876793513,-0.004635136169205578,0.012287071297526934,0.0019200924508831147,-0.0030563959662758466,-0.00026181707930389864,-0.010429203663560442,-0.011844916245042943,0.009269540169595485,0.021696600585376348,3.004714546216928e-05,-0.0076354588304484005,-0.015950133630658555,-0.01626009667352397,-0.004494022388879309,-0.020861393746789525,-0.01269134144351445,-0.024532327256212457,-0.02587027896928483,-0.026079667026078904,-0.026043096390852304,0.0022625014090952196,-0.0007564467668222371,3.440109264868157e-06,0.016695335752104384,-0.00643735042572627,-0.007459414220750062,-0.014404394147727505,-0.04125554547344248,-0.027137330858846183,0.003913671281408996,-0.0006384597600812823,0.04124815428519256,-0.040548231242236506,-0.004500965869526258,-0.008680211532932977
Earnings Power Value (EPV),0.12402931100059517,0.0299018463696136,0.027289615563713874,0.07126204036157868,0.06423049243802724,0.03476332219780984,0.03466771710206354,0.026713942110921964,0.026644910815577696,0.036647017955574054,0.037911409423950125,0.03293836631968365,0.03167806965640531,0.030794438548468493,0.022291816038532766,0.030429546498729792,0.06279163298658466,0.029348319244034027,0.019523021549598157,0.07147971944044827,0.05170486098592832,0.05092754355432534,0.07790394365970464,0.07035353828911377,0.015769160740340814,0.025961902533530097,0.025054402172635777,0.013506502059244075,0.028826351425620053,0.032082577124270116,0.02756614969780909,0.028699029180465,0.016911923583698064,0.012078218188023175,0.011109879403327761,0.020577388211377903,0.010289716318519734,0.038392975374092475,0.010426301837547886,-0.01574402673051392,0.004456259626849026,0.04364442698378158,0.03504246803854214,0.05250632580696362,0.00477198375016089,0.016372602696458377,0.010359950583753743
Altman Z-Score,0.016930770328783463,0.04467317680596886,0.02370146683538039,0.009166440637150303,0.01005470140140151,-0.01936547426865803,-0.01470046526735179,0.006053163117094545,0.021845104737869155,-0.0029082507872154042,-0.015410923776521802,-0.02176954880715976,-0.004429161997035739,-0.007365168448083331,-0.01037780078317357,0.01018876367361551,-0.01724372622321648,-0.0007664140687318063,0.0026893638122322894,0.016645354408340182,0.024886073042310674,-0.014464071489426963,0.013830447497865528,0.004583500489501721,-0.001905329414999456,0.00033200168414197317,-0.020246342633129084,0.008619233131692553,-0.004035944211423818,-0.007625683560821578,-0.018318869135768155,-0.02494037870858931,0.021267932836074966,0.0023503910449204856,0.015303952407395814,0.0005431442180359041,-0.003287350484907559,0.007462026812573758,-0.02843383679609602,-0.00883570753226608,-0.007914517782819975,-0.001883446927967276,-0.0010315744146270575,0.034695879429113036,0.009031556030917936,-0.0070974147604989865,-0.005366080992731651
Piotroski F-Score,-0.02033935318898383,-0.027540913639651107,-0.03814591696310439,-0.04751817811345728,-0.031008928577380288,-0.058742201843618974,-0.05858634262119482,-0.04423540367509398,-0.033549566082439815,-0.058673998436582116,-0.057910433415612736,-0.057192447555535014,-0.0571408018149204,-0.062162356625838466,-0.05543429112438949,-0.03373520139713449,-0.05498428738617763,-0.034271034798627614,-0.04455049579333268,-0.025724289526480478,-0.013641130749590067,-0.04113774483996222,-0.026774247842359655,-0.03407234785293749,-0.056291972322712984,-0.04341995176753372,-0.04343515986972474,-0.036691961115485776,-0.044210876940066195,-0.05232440996217579,-0.06278265913046485,-0.06176156796470789,-0.030669463224958424,-0.04309805634867171,-0.03219436511452896,-0.042985780659372974,-0.034194309013441025,-0.04008029575516497,-0.03343565195016137,-0.03655684723813958,-0.02903201851773519,-0.03435968883505222,-0.03486543442085214,-0.018081435157234906,-0.03600829157247827,-0.04252265638918732,-0.04471263586776402
Beneish M-Score,0.09720366265728383,0.08321766149786224,0.10039220325647023,0.13577382847430253,0.08425675361187959,0.09410925151030884,0.050783879174107226,0.10784575378087544,0.13193161978000975,0.08159250714503796,0.01477593843811239,0.028660219157985268,0.09349574535424178,0.0823310120460907,0.08366488999206846,0.04714123375670067,0.06354359191614899,0.10188672273714196,0.11135701418090903,0.10956906190913808,0.11045751697269741,0.052189353573397414,0.11614676345335624,0.07780485531188498,0.043479018153775674,0.06083227423952691,0.09629494013055351,0.06548883876535883,0.05866516600607584,0.049560180570717705,0.06952452683369023,0.022539635826514713,0.09277737056069181,0.04253789491060043,0.09360419165402051,0.09078829199378627,0.056375550337506374,0.1785351084990461,0.1692675659658777,0.12686288212767283,0.17067105428248036,0.051602780837647744,0.05718940426562592,0.07278946537640882,0.18138785697882434,0.07650168552616766,0.07693520200221442
Scaled Net Operating Assets,0.0471812779099808,0.044625435291741566,0.05848200915860298,0.07563001342502187,0.07120866660661157,0.07663143946113234,0.08680987900282856,0.06563060713591924,0.10602294929023959,0.09215736948855055,0.0688175801848663,0.06941679654539279,0.05229780698302557,0.04941683269106913,0.06298642797438173,0.07703242246846645,0.07787821935383898,0.13052107831671556,0.06210020109438648,0.08565208845443505,0.043126396936876386,0.09317090669307693,0.0821366340189078,0.09714987308229939,0.08548966796645419,0.06425893021806997,0.03669944234882807,0.08076420949219405,0.10709962451253047,0.04845674111341043,0.061331448692200675,0.06017516633721763,0.06087408551491133,0.08626766364041885,0.04838325079124467,0.08686305457995061,0.0777060502558741,0.07820444629465512,0.19064248193496908,0.07461005528047816,0.16046334056696615,0.03369732073898506,0.018812221339510857,-0.04241203418355954,0.07596806840627236,0.0038716199647663785,0.0264513380388449
Sloan Ratio %,0.04811487143041075,0.0005284755199836608,0.01095329290122616,0.057857861896079825,0.06540841437462473,0.02168134819089515,0.004545692120229311,0.022422474914072805,0.048596918198841335,0.009415053110706546,-0.009676967791258366,-0.009567497701738701,0.01891159681452139,0.0047521223209422234,0.06910391787684612,0.015018768867790177,0.061803878966493336,0.026033347906895654,0.005133277606981411,0.028827794797536804,0.04389635168779634,0.036484698649300644,0.02591701913489767,0.02185773004864576,-0.00020992671916180827,-0.005785152816585945,0.0020004207838212385,-0.004473352676893352,-0.004656918612326694,-0.019301329916474985,-0.012534676595326793,-0.015499274337696576,0.015318295002745138,0.0006715058659544776,-0.0016563914487821153,0.026522018091912368,0.0168749233509096,0.0011692276066414724,0.03355654811077111,0.0015259452479769774,0.035547274458828784,-0.00917458702355262,-0.009317110847233006,0.010660562243157415,0.007036494421877858,0.0066984280278449305,0.015772460487623877
Current Ratio,0.0061293713661128065,0.056118673053365,0.05146130549568444,0.0183916010673709,0.01797175511368208,0.036860939846406336,0.015787916798667978,-0.009387583853295994,0.020531795082888195,0.021958415237048043,0.004189438959663188,0.00623650633174437,0.03547207037263768,0.016320983047006396,0.03687828154800952,0.02944857187144089,0.01601347005151834,-0.010333550661692052,-0.001129645471450092,-0.0003255567315391325,0.014927664145657724,0.050833151024030625,0.018450282472373902,0.006430859025625158,0.008621502729598761,0.024966076464039644,0.012089049022046603,0.022189209803838778,0.013039617925722717,0.002203731414911113,0.0012808993438686448,0.0020546627295513218,0.032406941528761446,0.013717746181051198,0.025301316105303107,0.05341173812640807,0.03628775613324343,0.0007496793024459902,0.06561820432250136,0.03756555978578445,0.05824958189848235,-0.04862283766613271,-0.05738909092295706,0.07351864874639367,0.03475543959734008,-0.057589211832676,-0.05208813988636039
Quick Ratio,0.007841871765161768,0.058372169808589267,0.0661499669837099,0.018202468617513755,0.014903937278911619,0.029528083576392847,0.018452958548144813,-0.00820366191672796,0.011633955995423086,0.014563392862048632,-0.021154010700936025,-0.016257291527744664,0.03016645226220526,-0.007732952715247836,0.0008027463609717412,0.02765170353157924,0.010123839977920485,-0.026942664594462387,-0.020131085460026264,-0.005790363642487053,0.022413947142982105,0.047728709308786595,-0.0013508113361910107,-0.012198448158524014,0.006668018187606507,0.012441924822873682,0.012830382313758073,0.01737634750225153,0.012423762493196414,-0.0024228628932296426,0.0004480560949531179,0.00085826317383445,0.030220686734196922,0.02258790156816529,0.009490506262685276,0.02809642192668234,0.02141620786386803,0.036883619060775655,0.06961342925692814,0.04143332774765842,0.07116190873894973,-0.05141981236584613,-0.055481125798500126,0.0658355109061466,0.010258903268033548,-0.04977645741036163,-0.05424652272407495
Cash Ratio,-0.00029580635825951626,0.05318401747218363,0.054582334272315985,0.014215389959293692,0.008509615938592764,0.020162569790398266,0.009801313623151472,-0.014064814573006672,0.013376136930790023,0.027502784331613364,-0.0038055499808022585,-0.001093662635096386,0.03079623902748286,0.01751882770905866,0.021542011055504982,0.022972404112406364,0.00481767931748128,-0.02091962210488278,-0.014980475562748556,-0.011515769488122612,0.02916220744771211,0.04526997873524262,-0.015589168497005274,-0.009191831120410061,0.012493972042090825,-0.005388408793887758,0.009365937890894165,-1.5353636551514692e-05,0.007935537909474023,-0.006376128765068864,-0.005853829900883501,-0.005787097343621316,0.022843123471910327,0.01952306409041831,0.009138094756204671,0.022986457824349056,0.03133954365502529,0.02356072486688686,0.0438504666545439,0.0016269507533938127,0.036360596408406734,-0.04372094575023779,-0.045875340767466896,0.03909898663730614,0.007483646020990684,-0.038738254445366715,-0.043595621834524055
Interest Coverage,0.08425862108928558,0.10429131839301026,0.09297787034640594,0.10587650502473722,0.086403481275184,0.16141364291253976,0.15287576888482124,0.14074228191860652,0.12182322901946663,0.15878914037880104,0.12489302533456548,0.15818093414732465,0.16857651675980406,0.16393230609541462,0.15952449275093858,0.1707417240890792,0.16795670867806953,0.14890574153330463,0.18834705570999816,0.1178916957352863,0.11591429088384739,0.12147923291107016,0.15407982019880798,0.1761128863950551,0.05403336343848907,0.0395532371808866,0.16342117087445365,0.12634958002094412,0.1727518552215832,0.17216276685528079,0.16362476156352182,0.16364093155387244,0.05451482675727707,0.042268532069313164,0.06145559437082442,0.04115366441368092,0.0446310403582255,0.25461511919183893,0.30768632883563,0.295675122788424,0.3012325640839865,0.10742131012896572,0.11504018555957855,0.13633327924359684,0.2959559618118763,0.0691009029929928,0.09780586731103202
Highest Stock Price,0.027536572516941575,0.03065345003053822,0.031125293218533724,0.03462148453019379,0.03009541210601211,0.015270580956658434,0.00782179445044721,0.01995655017949976,0.05282806909652563,0.010496140719625234,-0.0038705689729150073,0.01485521712035587,0.012630131114799195,-0.01165687156404915,0.00895499246953273,0.00931324872961333,0.016373532035078145,0.006093490310610619,0.027172356198044256,0.032695256509539875,0.07406445977900115,0.031127958738892413,0.04148998281433233,0.04421543610362306,0.023518486165858596,0.025322013098719478,0.013307181328325712,-0.006861118263773874,-0.0017573250282141924,0.011399180595445963,0.07358290236724836,0.01155437210733833,0.020874370904359178,-0.0006322014619104028,0.021677131967281785,0.011305549132788945,0.026030204724856596,-0.03430955226651894,-0.04864366427966158,-0.04690288577914835,-0.05290012136450449,0.07553965563450273,0.010929368980049132,-0.023419070811638736,-0.05182300402842646,0.0026945578363073036,-0.015415320766080216
