,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses","Other Income/Expense, Operating","Other Income, Operating",Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Gross Interest,Interest Capitalized,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Gain/Loss on Extinguishment of Debt,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Non-Controlling/Minority Interests,Net Income after Non-Controlling/Minority Interests,Other Adjustments to Net Income Available to Common Stockholders,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Total Operating Profit/Loss,Reported Normalized Income,Reported Effective Tax Rate,Reported Normalized EBITDA,"Operating Income/Expense, Supplemental Section","Depreciation, Amortization and Depletion, Supplemental","Depreciation and Amortization, Supplemental","Depreciation, Supplemental","Amortization, Supplemental",Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Effective Interest Rate on Debt %,0.016402929579678288,0.008058670598629174,0.009971736106952275,0.04809191960663276,0.03989688294290738,-0.018777249038380232,-0.0041473128000650665,0.014357296880539664,0.012055784315439747,-0.010056108325195264,0.024880143168305724,-0.019846137377163516,0.12946485505991528,0.08566166718262173,0.05158149571242273,0.048609356205974626,0.05244577070868488,0.009217111410369308,-0.005430534776289063,-0.008796412318737151,0.029801916078391454,0.20933667923567767,0.01118980102035531,0.018251251995958697,0.014012458032740406,0.009871502888370147,-0.0006739159043195131,0.0018695122767930835,0.0014911642998788853,0.07460634339363265,0.02310653545547228,0.037137110374708376,0.009271670855460785,0.013491271496714977,0.04222017402752349,0.02519445080780351,0.010866967066342548,0.0012904395964800997,-0.012957084132514013,0.09109394694835905,0.010137860315233893,0.03465728491468022,-0.014610477189791977,-0.02951115397135879,-0.009822263862029895,-0.021102835125552923,0.0030896745010260507,0.0020262215904432394,0.0006113819021523893,0.001018697340041127,-0.003374007978742305,-0.005069951708340709,0.03017669578844187,0.003052781150704368,-5.928972934304052e-05,-0.027228557083125424,-0.023897244684847156
Gross Margin %,0.09780680161788059,0.008388621819117457,0.01460898715087923,0.11393955521959474,0.11020848156012211,0.11788037212624278,0.08331917725580505,0.04127083986016715,0.04384459695663766,0.034158539562400524,-0.007120143640126851,-0.014014395686338763,0.014877779358324135,-0.032993081910369114,0.10609708478847868,0.04037301357465107,0.029473217590254477,0.018736363817746876,0.026218759594681024,-0.008052911093185011,0.02866028654231974,0.013251229554530165,0.03265913056267777,0.05572173185865171,0.03781533388685063,0.03201481265217068,0.013431032825324037,0.008042011641600127,0.007534529768226583,0.06993339680132207,0.011964271771168758,0.048718879464902595,0.014272167175445468,-0.0035177948635708735,-0.00818345605941201,0.034534701692162426,-0.02258087904397014,0.006151790860981228,0.005908260759778729,-0.006994796700977043,0.010624160283924884,-0.010284649231349639,0.013098493302865232,0.0013611246744818254,0.0005727667220972845,-0.003357862840438281,-0.005106519382586891,0.014731313500333876,0.0016573037075901086,0.016744325532879877,0.002499797587908065,0.022975965458561606,0.025112473373217255,0.01047140637895888,0.017808228541943118,0.011217949879557517,0.006199858789754088
Operating Margin %,0.04659847531221515,-0.01664389624658112,-0.0030723311215721727,0.07819928418136546,0.08728139680065365,0.3079074949586452,0.16961974138182973,0.08651623165993486,0.06648935653428016,0.10952742847604972,0.10972072135647876,-0.022693712521645718,0.006223022027823979,-0.01294767641233386,-0.006884709908689146,0.045447714485263295,0.02624327199294823,0.04905623530127163,0.05005104556397426,-0.00806116267483728,0.031134656364699233,0.020543518646809172,0.01722841509761587,0.029889407819119154,0.07178302903017468,0.04706129339663585,0.013103336688634133,0.04443125690315594,0.04443125690315594,0.07164851173850291,0.02611007307261954,0.05129472132642205,0.039781889102317655,0.029696268273829655,0.0101513179628472,0.09182350446036011,-0.016623795947796557,0.1133868097657892,0.024038283517196113,0.03783759157313605,0.010743067279796629,0.10274514967345041,0.039089993271740224,0.02223703358071115,0.021011855508856703,0.015739686289719657,0.007633395849179603,0.03962816331515158,0.006950626672531454,0.036082110044293736,0.027010983149953406,0.01674837930160757,0.02393599222254385,-0.004406564839923328,0.009692578048026841,0.013910197857042983,0.013818242611889646
Net Margin %,0.06657946579534019,0.0021569977196353018,0.0041126879139314655,0.11290924230056362,0.10373508165263738,0.11796468225202689,0.08954485615780579,0.055125839827465925,0.0441435391522452,0.018875085997237934,-0.007705660805598924,0.05821782710559956,0.08564969603704571,-0.026755667370568725,0.016764085352767612,0.046088768767866835,0.027170433838768614,0.0238596909149848,0.03130456170141715,-0.009569571161059229,0.03551298746487873,0.006152266258864446,0.02200340450099693,0.05235971182995973,0.03846529896184289,0.04012727723375623,0.008910620788453543,0.02258776420449622,0.027514226470173438,0.06887134022978902,0.08109057983575411,0.06038362633307537,0.03573036261287171,0.020785787011683026,0.007599091661161394,-0.01979419610128054,-0.02473437726817795,-0.00241530001397323,0.01550914919460039,-0.002025422039921298,0.010785397311084768,-0.025301978706847493,0.013114061928583077,0.002577238311109154,0.0019081515809673258,-0.003557923926570291,-0.001032674935742053,0.0047920791837892775,0.0111386408868836,0.01226216474537357,0.006115409284964046,-0.002501313276435213,0.020839771302567266,0.006816275012868497,-0.0011172058913820819,0.011305307079212106,0.02028396860779523
EBITDA Margin %,0.06462498672066777,-0.007810701289427528,0.00525232881005348,0.10689112210057633,0.10321523354262485,0.11735389660308237,0.10926137921084558,0.05541763218044739,0.044913046862803736,-0.0030963588067437135,-0.002167391287004338,-0.016425303022264734,-0.00026689759541885516,-0.022616514669710347,0.01466129196120319,0.05557815905936148,0.02573397068073704,0.03465251023314613,0.03357507009966196,-0.009406352339436635,0.04119416618215051,0.003982456866678326,0.03397524540508657,0.02677707947154008,0.036832244039290224,0.050983409434222506,0.010555308643135112,0.02307579404391327,0.02351044647052441,0.07110694614024157,0.003195748009074601,0.04787642497290897,0.02883436533509473,0.026755658776294565,-0.000808766895935484,-0.017293791073839614,-0.01829292401998031,0.009104628494488082,0.012104325569057032,0.00826820761596725,0.060456648062943534,-0.016109540830634428,0.01844609410016674,0.007584147900666991,0.0062459413169591305,-0.007505642255675277,-0.010508885512960406,0.010449756295582197,-0.012716485265231855,-0.00396558679783005,0.011673625655102196,0.021315582397374425,0.021282201206056787,-0.006044704225483935,-0.005792925313026651,0.010581871479777521,0.013628089685181404
FCF Margin %,-0.00542609678058828,0.01623077694941543,0.01974296997137136,0.041452835982310525,0.006543548347270793,0.14164084075976455,0.1315590226040427,0.07499288245069949,0.06528609664817696,-0.0048029207977662676,-0.018463129665227188,-0.03192077972075234,-0.01693726714949135,-0.03138010856313843,0.0006891558983744702,0.08098463497047698,0.07999557725111957,0.027109058364332,0.026478542599606227,0.0260813081780266,0.05388683486511764,0.038502441570205645,0.036285790898486,0.05338125384621913,0.06956715381154077,0.042406775195853535,0.004516193173630232,0.013583579055645124,0.013931859375205751,0.024479952448310055,0.004581688675962514,0.016375508437362164,0.02206536728564389,0.017521364506612198,0.019276886306547326,0.011028939862585348,-0.004964843566328106,-0.00793839316274903,0.012858728086455787,0.0028813287274580927,-0.00910193415537599,0.014658842920106033,0.023179825465334616,-0.0018446412646295767,-0.003000339049987312,-0.009325240832655603,0.03397335701146497,0.05548072275651513,0.042209412165176395,0.04992398558164547,0.012237747121830463,0.004376962859398941,0.05648667768617086,0.04477768268314104,0.04360317203668735,0.00417010999608554,0.01496259825070021
Debt-to-Equity,0.06567643054158008,0.03940772093554864,-0.004334903303085424,0.11896210725559081,0.069418796237828,0.08043648861401789,0.08049279063618206,0.07146682585387128,0.07786233212281005,0.07411327377030244,0.02695489083809657,0.0677182599749766,0.06096577829565741,0.05539109909598061,0.08072344547356386,0.066250070102304,0.12134618892495182,0.07021166455744077,0.0723410929739455,-0.016566194327061714,0.08128409311283197,0.13090655378494034,0.011610410699911394,0.08490081849063906,0.0577716328867529,0.057634734693908646,0.009680223373453412,0.010904845113293565,0.010022580985691695,0.05367189479393285,0.027024728329851786,0.017746597750683386,0.019300722060017112,0.01338722287066094,0.04292568652811059,0.038515828828357274,0.00027418662419840785,0.04254979435891743,0.02266772801062363,0.0183226055185577,0.06900462917051743,0.03762897358788972,0.03868836695484311,0.05301198618340003,0.031917672383024724,0.05180935383152006,0.05746958227068475,0.08062921858580126,0.09360214234696954,0.0800976729020368,0.01195198132441996,0.011726687971199082,0.03953890793612943,0.057940978361110215,0.09317366912735496,0.022574700713928586,0.06392845902434002
Equity-to-Asset,0.07032095045937001,0.0492165568090584,0.04843104306378372,0.13552679785586583,0.1399139525705407,0.17520934521373294,0.13399269943612827,0.08099524020371751,0.08440799881749897,0.07192775060785576,0.04023968156795012,0.01685381615462781,0.06763304393089384,0.017569931301700033,0.023060216013985238,0.09558222079615446,0.05770302327156319,0.08888530557091752,0.11838831783085282,0.0453998276108855,0.19646082309143345,0.08894491920820374,0.030011056059555955,0.21209781462220825,0.06377730215004344,0.12311598025807913,0.022218199131076158,0.058097196798373524,0.057640610667658826,0.09333532758918764,0.06020514376867176,0.10941126761130575,0.11881362503928498,0.10558419496759153,0.0679235226890647,0.05582251855334133,0.014043271584866047,0.041331925514092635,0.03200546729805457,0.06926755422557888,0.03953712570579262,0.05592239125228853,0.008439333326386413,0.009772866003619103,0.03476974721314609,0.026645566609862215,0.07670913136311036,0.07770015545567427,0.05163886009924061,0.05636782313239087,0.05814754255013942,0.054928599904376374,0.049141212827936494,0.08118185477737498,0.07147843698944521,0.07217795007703819,0.11118884639090257
Debt-to-Asset,0.07490900908622371,0.03945073115693768,0.04984558678397761,0.09006417537201139,0.09188438889059963,0.11422211047302987,0.08163134353076901,0.08874907493305254,0.08124199572088255,0.07548348568205941,0.04297019992151038,0.07236939780384144,0.12402062179402366,0.02274311745873881,0.0418497899825303,0.07022762247693884,0.13187773287544718,0.09618179103578273,0.09809321404214406,0.013370689324602489,0.17440037345912662,0.040682485140269224,0.023323624832123913,0.2317550418647388,0.059947156009419855,0.07812921245872431,0.028974432349908246,0.013352612636873607,0.013131103406005809,0.029920408390486843,0.022864018559190763,0.023179160328195836,0.031871323549119916,0.02781793697101235,0.05505271472237466,0.0461663830157833,0.010583458367527115,0.04430976319414304,0.031484862235927044,0.05691660003295381,0.03791622965837924,0.04858498764215271,0.04517886517801257,0.052301972540296456,0.040164748528318375,0.08297488581180247,0.07381079491156828,0.04204358520574507,0.057110260273790306,0.029367324214563423,0.022711937053384455,0.021598423430643852,0.025884037377203205,0.0706397042928325,0.05900135318377345,0.07779218135188017,0.07586212530438069
Liabilities-to-Assets,0.03875920608494082,0.008429340850174327,0.043457670916228,0.12580296969583785,0.17338939156116942,0.19369327391398838,0.18916548180217443,0.10001466271118105,0.09999822958573384,0.07380636164509087,0.0731950803093343,0.04299520067464697,0.06728198896446444,0.040562034913026575,0.017245354863692858,0.09431806987875885,0.064745745615247,0.11569535685195292,0.1216777275869006,0.042495610244196534,0.2033979404892441,0.11130127794289255,0.053608511903885,0.21933737059411687,0.07934943501299563,0.08322227085465209,0.05575420237259346,0.060332418050745795,0.05979244206031084,0.11625101576877148,0.061193811442797424,0.06808882262822949,0.10408061967519773,0.10547143503042253,0.09536013942586838,0.057386510695173955,0.043295243458292776,0.07162706452320318,0.07547584689476625,0.09562551516410521,0.04491859506005828,0.08544987768913458,0.10660258443057512,0.10617346465448019,0.042286094490576374,0.10748253098506098,0.05501194285077174,0.06753693787329422,0.05468231518640208,0.054559036734546706,0.09096735108489969,0.09224793128739078,0.07677236828499133,0.07213229882425336,0.06801727027425382,0.05280692336955284,0.09423580402237901
Gross-Profit-to-Asset %,0.2579928815308347,0.05229782163533198,0.07095059495413446,0.05978012696342187,0.05962686531203624,0.15810964927153978,0.04920065857092333,0.05695894099789353,0.050802489449304836,0.10115509073416182,0.06205274052805312,0.03918760388785339,0.05800884073774162,0.05456104328647498,0.038981757085288955,0.04316034850860322,0.09691923275249342,0.08012037015347175,0.012309447647185954,-0.027896336899650785,0.06912866025625379,0.06376194109266876,0.016645895331022353,0.08918461332027657,0.03207721276337295,0.005267500168133203,0.0068874613094226005,0.05351811102393061,0.05351811102393061,0.04944022138921855,0.05861612050595689,0.08546334649616574,0.05056660799980465,0.04763413799604432,0.057096858482571164,0.07988488451161962,0.07155178875139184,0.09187499318824127,-0.00792876611502323,-0.01877259081968281,-0.0031643427094876315,0.09352692845940072,-0.012055393662149461,-0.020347928705630843,-0.006740151768320242,-0.018807246422255224,0.024578904326825444,0.03379779878144968,0.015385440126024438,0.03755619797049196,0.0519989397169827,0.039183684944929305,0.005849987621624407,0.030284997865303486,0.024090726692091786,-0.007911957978599359,-0.0023025272393152225
Asset Turnover,0.070833171691502,0.04047030924128872,0.04089598723817589,0.18029122057357758,0.18547660470572008,0.19392107475032772,0.1329501074875787,0.08155483321045498,0.08880951495357274,0.06566861020525518,0.03375000887835661,0.06230737926107363,0.0572050952999134,0.04197297037875085,0.024650296270938957,0.10430502619164501,0.06763538344606816,0.10333831664157306,0.09307181905618378,0.038233037294197636,0.1695513295786796,0.1160131350914449,0.04359511609592753,0.21305264868720342,0.06252228445730452,0.11814519934876695,0.07259966205523326,0.07193021117117278,0.07077603941060821,0.08658134949472636,0.05051855552191145,0.0904945878066475,0.05688820312245845,0.049723449124169226,0.06937113665880643,0.042404466011337925,0.0060970097591445845,0.03156173016813097,0.07820142972327224,0.08896804495583183,0.036830218039217946,0.05148623315992144,0.05870468394547025,0.047404660724014586,-0.006485147117910819,0.021733214221262846,0.06258681876825296,0.06827308189382607,0.05305330314545793,0.0850473661783141,0.055050955467928826,0.04673549414456535,0.05888545895475141,0.06127926660878204,0.0703907526307344,0.09597138352782858,0.09263467230339544
Dividend Payout Ratio,-0.029895012898128674,0.04717833806590346,0.05324527821609793,0.034023442580082025,0.04621474463660162,0.12011708150508885,0.11524563687477432,0.02530363698951099,0.025262012562346014,0.019783578992490065,-0.012720511443505736,-0.02450969790398064,0.04792161107873995,-0.013167022489332303,-0.0353874607724409,0.014887724090781245,0.05447095739057001,-0.0017471890057973428,0.0013650407539900853,-0.002626039378750334,0.014533312554294957,0.00354299249129637,0.005709752741084452,0.025505353261269587,0.036295270285426055,-0.01978291146504454,0.0004972559166931227,-0.002916476275140562,-0.002011153365731953,0.028941767057925203,-0.02893945917632572,0.06192973211529002,0.05255289184453191,0.04239295035975077,0.012176807967894094,0.013630579405993075,0.05387219685854661,0.013814120546628363,-0.008079587486890768,0.008350495230562412,-0.03320935091787459,0.014284384319579834,-0.005047725117579048,-0.017836025551539098,-0.011082480835122536,-0.011638920744506773,-0.018520047617797974,0.009988969835877843,0.008081775474883592,0.04196769596346887,-0.00333101687787196,0.05213328793929594,0.012071136945080135,-0.022284892376516575,0.0126916216068466,-0.041363963032183024,-0.010255157374715974
