0,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,Revenue,Cost of Goods Sold,Gross Profit,Gross Margin %.1,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Total Operating Expense,Operating Income,Operating Margin %.1,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %.1,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),EBIT,"Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %.1,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Loans Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Long-Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,  Short-Term Debt,  Short-Term Capital Lease Obligation,Short-Term Debt & Capital Lease Obligation,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Long-Term Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,Debt-to-Equity.1,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,Equity-to-Asset.1,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization.1",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,  Change In Other Working Capital,Change In Working Capital,Deferred Tax,Stock Based Compensation,Asset Impairment Charge,Cash from Discontinued Operating Activities,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,  Issuance of Debt,  Payments of Debt,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Beginning Cash Position,  Effect of Exchange Rate Changes,Net Change in Cash,Ending Cash Position,Capital Expenditure,Free Cash Flow,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Month End Stock Price.1,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,Price (CN¥),Market Cap (CN¥ Million),Shares Outstanding (CN¥ Million)
84,0.259,0.112,0.064,0.036,0.036,0.0,0.019,0.047,0.608,0.0,2.335,2.306,0.0,4.35,6.24,3.35,3.14,6.32,3.16,7.6,10.61,4.75,10.5,0.0,49.92,24.77,14.02,43.35,7.33,0.0,0.5,0.0,0.479,11.2,0.056,0.0,138.77,26.94,8.63,120.46,10.57,0.5,0.047,0.11,0.443,0.599,446.053,223.403,222.65,49.92,97.21,0.0,14.937,112.147,110.503,24.77,0.0,-16.01,-16.01,-0.305,94.188,-32.363,34.36,61.825,0.0,0.707,62.532,14.02,0.0,0.036,0.036,1725.5,110.503,82.852,193.356,43.35,1049.84,0.0,1049.84,761.569,0.0,0.0,0.0,761.569,0.0,0.0,0.0,0.0,21.848,21.848,192.969,2026.226,0.0,0.0,0.0,0.0,27.076,5756.338,5783.414,0.0,5783.414,49.833,0.0,203.828,6037.075,8063.301,64.012,52.378,3701.788,0.0,3818.178,0.0,0.0,0.0,0.0,0.0,0.0,45.865,3864.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3864.043,1000.0,0.0,649.679,0.0,0.0,0.0,2379.496,4029.175,170.083,4199.258,0.5,61.825,82.852,-280.473,-1.427,0.0,0.0,208.259,-73.641,0.0,0.0,0.0,0.0,10.606,81.642,-48.925,0.0,0.0,0.0,-1.029,0.0,0.0,0.0,0.0,-49.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.152,0.0,31.688,1049.84,-48.925,32.717,31.07,31.07,0.0,1.86,1.89,362.5,32.71,4.49,0.0,3.97,10.75,15.87,6.3,0.0,0.0,1.33,7505.925,6626.168,4.35,-1.73,-1.16,-1.39,0.0,0.0,0.0,2.7,0.0,1.38,4.0,-3.03,0.401,2.72,0.52,0.52,0.27,6.9,5.24,4.28,0.0,0.0,28.22,-48.57,-1.75,0.0,0.0,1725.5,0.0,04/29/05,04/25/06,,0.0,2198.0,11.78,27879.941,2366.72
85,0.309,0.135,0.082,0.039,0.039,0.0,-1.54,0.059,0.29,0.0,2.229,2.2,1.217,4.46,6.81,3.41,3.36,6.9,3.38,9.53,12.35,4.51,10.01,2.76,49.0,25.16,12.57,43.78,-497.98,0.546,0.486,0.266,0.493,13.09,0.067,0.0,138.34,90.33,7.48,55.49,12.21,0.51,0.042,5.169,20.542,27.288,533.526,272.115,261.412,49.0,107.365,0.0,19.791,127.156,134.256,25.16,0.0,-14.5,-14.5,0.765,120.521,-51.496,42.73,69.025,0.0,-1.975,67.05,12.57,0.0,0.039,0.039,1725.5,142.264,91.325,233.589,43.78,500.049,0.0,500.049,856.127,0.0,0.0,0.0,856.127,4.6,0.0,-0.081,16.464,1.759,22.742,105.118,1484.036,0.0,0.0,0.0,0.0,43.611,6111.354,6154.965,0.0,6154.965,49.443,0.0,218.848,6423.256,7907.292,474.751,99.219,1185.09,0.0,1759.06,1100.0,0.0,1100.0,0.0,0.0,0.0,35.394,2894.454,1000.0,0.0,1000.0,0.546,0.0,0.0,0.0,1000.0,3894.454,1000.0,0.0,466.729,0.0,2182.614,0.0,196.932,3846.275,166.563,4012.837,0.486,69.025,91.325,-39.866,-0.894,0.0,0.0,-70.832,-111.592,0.0,0.0,0.0,0.0,52.31,101.068,-2757.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981,-2756.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3155.907,0.0,-2655.858,500.049,-2757.907,-2656.839,37.17,37.17,0.0,2.0,2.03,0.0,27.88,4.18,0.0,5.14,13.93,23.73,4.21,0.0,0.0,1.3,7695.73,9462.244,4.46,-2.06,-1.49,-1.69,0.0,0.0,0.0,2.44,0.0,1.45,5.0,-3.04,0.696,36.37,0.51,0.5,0.17,9.26,4.67,3.82,0.0,0.0,45.75,-33.9,36.36,0.0,0.0,1725.5,0.0,08/24/05,08/24/05,,0.0,2198.0,11.78,27879.941,2366.72
86,0.313,0.127,0.073,0.037,0.037,0.0,0.106,0.161,0.409,0.145,2.697,2.663,1.448,4.45,6.59,3.99,3.22,6.67,3.24,8.25,10.02,4.39,10.08,4.9,42.02,23.37,11.81,40.5,33.67,0.537,0.491,0.263,0.488,11.45,0.068,3.916,142.88,137.76,7.23,12.35,12.62,0.58,0.046,0.179,0.764,0.347,540.832,313.594,227.238,42.02,82.474,0.0,18.388,100.862,126.376,23.37,0.0,-25.739,-25.739,1.01,101.647,-35.279,34.71,66.367,0.0,-2.51,63.857,11.81,0.0,0.037,0.037,1725.5,126.376,92.669,219.044,40.5,593.099,0.0,593.099,837.496,0.0,0.0,0.0,837.496,0.0,0.0,0.0,0.0,26.951,26.951,163.671,1621.217,0.0,0.0,0.0,0.0,52.773,6044.907,6097.68,0.0,6097.68,48.881,0.0,203.658,6350.219,7971.436,472.1,157.223,1118.757,0.0,1748.08,1100.0,0.0,1100.0,0.0,0.0,0.0,44.393,2892.473,1000.0,0.0,1000.0,0.537,0.0,0.0,0.0,1000.0,3892.473,1000.0,0.0,530.586,0.0,0.0,0.0,2379.546,3910.132,168.831,4078.963,0.491,66.367,92.669,-8.209,-4.209,0.0,0.0,130.135,117.717,0.0,0.0,0.0,0.0,1.87,278.623,-96.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.429,-87.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.597,0.0,191.502,593.099,-96.55,182.073,33.21,33.21,0.0,1.65,1.67,0.0,16.12,3.84,0.0,4.06,10.34,18.44,5.42,0.0,0.0,3.26,6452.5,8128.232,4.45,-2.39,-1.68,-1.95,0.0,0.0,0.0,2.83,0.0,1.33,4.0,-2.15,0.706,34.2,0.56,0.55,0.21,4.91,5.04,4.36,15.97,0.0,42.27,60.87,95.38,0.0,0.0,1450.0,0.0,10/26/05,10/31/06,,0.0,2198.0,11.78,27879.941,2366.72
87,0.434,0.158,0.089,0.04,0.04,0.0,-0.291,0.003,0.259,0.0,2.749,2.707,2.019,4.66,5.88,3.46,2.94,5.97,2.96,8.26,9.76,4.79,9.96,5.56,40.07,18.91,9.23,36.35,-67.14,0.735,0.508,0.373,0.471,12.74,0.08,0.0,130.12,77.24,6.92,59.8,13.19,0.6,0.045,0.677,3.582,112.974,628.897,376.906,251.991,40.07,109.754,0.0,23.302,133.056,118.935,18.91,0.0,-34.921,-34.921,-1.631,82.383,-18.041,21.9,64.341,0.0,-6.267,58.074,9.23,0.0,0.04,0.04,1450.0,129.166,99.453,228.618,36.35,375.605,0.0,375.605,956.021,0.0,0.0,0.0,956.021,5.415,0.0,-0.081,23.672,1.201,30.207,72.295,1434.128,0.0,0.0,0.0,0.0,75.565,6036.918,6112.483,0.0,6112.483,60.504,0.0,239.102,6412.089,7846.217,165.983,105.161,447.908,0.0,719.052,1528.026,0.0,1568.026,0.0,0.0,0.0,46.041,2333.119,1360.0,0.0,1360.0,0.735,0.0,0.0,0.0,1360.0,3693.119,1000.0,0.0,561.413,0.0,2182.614,0.0,241.906,3985.933,167.165,4153.098,0.508,64.341,99.453,-11.447,-3.256,0.0,0.0,-208.676,-223.379,0.0,0.0,0.0,0.0,63.356,3.771,-426.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.005,-449.03,0.0,0.0,0.0,428.026,0.0,428.026,0.0,-428.026,0.0,820.864,0.0,-445.259,375.605,-426.025,-422.254,26.94,26.94,0.0,1.7,1.72,0.0,17.26,3.74,0.0,4.41,10.94,18.94,5.28,0.0,0.0,3.11,6757.0,9476.586,4.66,-2.4,-1.67,-1.9,0.0,0.0,0.0,3.04,0.0,1.54,5.0,-1.96,0.841,39.88,0.61,0.6,0.16,3.41,4.74,4.16,0.0,0.0,56.12,81.82,95.06,0.0,0.0,1450.0,0.0,04/25/06,03/27/07,,0.0,2252.0,11.78,27879.941,2366.72
88,0.394,0.17,0.108,0.048,0.048,0.0,0.102,0.118,0.352,0.0,2.798,2.757,2.002,4.28,7.18,4.69,3.63,7.29,3.66,10.11,11.6,5.5,7.93,5.6,48.45,27.35,12.24,43.2,25.82,0.716,0.504,0.361,0.472,14.38,0.074,0.0,157.69,57.69,8.04,108.04,11.36,0.52,0.045,0.042,0.152,0.139,589.704,304.01,285.695,48.45,104.784,0.0,19.623,124.407,161.288,27.35,0.0,-40.784,-40.784,0.264,120.768,-38.6,31.96,82.168,0.0,0.0,72.191,12.24,0.0,0.048,0.048,1495.394,161.288,93.438,254.727,43.2,509.948,0.0,509.948,1082.094,0.0,0.0,0.0,1082.094,0.0,0.0,0.0,0.0,23.334,23.334,99.194,1714.57,0.0,0.0,0.0,0.0,60.017,5985.296,6045.313,0.0,6045.313,59.339,0.0,224.671,6329.323,8043.893,218.433,162.255,459.939,0.0,840.627,1503.32,0.0,1543.32,0.0,0.0,0.0,50.108,2434.055,1360.0,0.0,1360.0,0.716,0.0,0.0,0.0,1360.0,3794.055,600.0,0.0,633.177,0.0,0.0,0.0,2824.52,4057.697,192.142,4249.839,0.504,81.741,93.438,-148.953,6.873,0.0,0.0,108.07,-34.01,0.0,0.0,0.0,0.0,35.674,176.843,-24.571,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.14,0.0,0.0,0.0,3.32,0.0,3.32,-37.157,15.478,-18.359,375.604,0.0,134.344,509.948,-24.571,152.272,26.1,26.1,0.0,1.53,1.55,0.0,12.55,2.95,0.0,3.83,9.39,15.72,6.36,0.0,0.0,3.39,6206.0,8791.514,4.28,-2.4,-1.57,-1.83,0.0,0.0,0.0,3.19,0.0,1.49,5.0,-2.18,0.847,37.52,0.7,0.69,0.21,3.95,4.83,4.22,0.0,0.0,52.12,33.33,51.79,0.0,1495.394,1450.0,0.58,04/25/06,04/27/07,,0.0,2252.0,11.78,27879.941,2366.72
89,0.424,0.162,0.096,0.041,0.041,0.0,0.112,0.13,0.288,0.0,2.769,2.728,1.934,4.74,5.66,3.31,2.86,5.74,2.88,8.58,9.73,4.45,7.58,5.19,44.74,22.55,9.54,38.17,26.41,0.699,0.506,0.354,0.47,13.41,0.075,0.0,169.2,48.22,6.9,127.88,13.22,0.55,0.042,0.043,0.191,0.14,598.206,330.592,267.614,44.74,111.662,0.0,21.036,132.698,134.916,22.55,0.0,-37.002,-37.002,-1.589,96.325,-34.045,35.34,62.28,0.0,0.0,57.091,9.54,0.0,0.041,0.041,1410.959,135.917,92.411,228.328,38.17,417.219,0.0,417.219,1136.382,0.0,0.0,0.0,1136.382,5.864,0.0,-0.081,19.678,1.217,26.678,99.226,1679.505,0.0,0.0,0.0,0.0,62.013,5906.226,5968.239,0.0,5968.239,58.64,0.0,220.573,6247.452,7926.957,130.988,96.811,630.868,0.0,858.667,1404.96,0.0,1444.96,0.0,0.0,0.0,58.762,2362.389,1360.0,0.0,1360.0,0.699,0.0,0.0,0.0,1360.0,3722.389,1000.0,0.0,589.841,0.0,2182.614,0.0,241.906,4014.361,190.208,4204.568,0.506,62.708,92.411,-55.574,-3.344,0.0,0.0,41.974,-16.944,0.0,0.0,0.0,0.0,45.644,183.819,-25.819,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-25.59,0.0,0.0,0.0,1005.0,-1240.334,-235.334,-29.424,13.801,-250.957,509.947,0.0,-92.728,417.219,-25.819,158.0,28.55,28.55,0.0,1.71,1.74,163.45,11.5,3.03,0.0,4.01,10.15,17.1,5.85,0.0,0.0,3.06,6873.0,9450.949,4.74,-2.41,-1.54,-1.81,0.0,0.0,0.0,3.19,0.0,1.63,5.0,-2.36,0.82,2.45,0.71,0.7,0.18,3.65,4.83,4.06,0.0,0.0,37.22,5.13,20.0,0.0,1410.959,1450.0,0.48,08/29/06,08/29/06,,0.0,2252.0,11.78,27879.941,2366.72
90,0.412,0.135,0.135,0.065,0.065,0.0,0.162,0.171,0.334,0.069,2.829,2.79,1.215,4.64,9.22,5.62,4.7,9.35,4.73,12.81,15.28,6.41,7.19,7.67,50.49,32.85,15.73,32.85,39.37,0.429,0.513,0.22,0.462,15.08,0.075,1.061,180.85,45.06,8.27,144.06,11.04,0.5,0.045,0.02,0.062,0.049,594.649,294.413,300.235,50.49,83.939,0.0,20.938,104.877,195.358,32.85,0.0,-43.781,-43.781,-0.519,151.058,-49.522,32.78,101.535,0.0,-8.0,93.536,15.73,0.0,0.065,0.065,1442.835,195.358,0.0,195.358,32.85,484.369,0.0,484.369,1220.739,0.0,0.0,0.0,1220.739,0.0,0.0,0.0,0.0,26.656,26.656,108.632,1840.396,0.0,0.0,0.0,0.0,62.909,5820.207,5883.116,0.0,5883.116,57.768,0.0,218.515,6159.399,7999.795,159.789,134.479,554.575,0.0,848.843,1401.64,0.0,1401.64,0.0,0.0,0.0,1088.384,3338.867,360.0,0.0,360.0,0.429,0.0,0.0,0.0,360.0,3698.867,1000.0,0.0,680.714,0.0,0.0,0.0,2422.007,4102.721,198.207,4300.928,0.513,101.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.767,246.302,-12.166,0.076,0.0,0.0,0.0,0.0,0.0,0.0,-0.101,-12.191,0.0,0.0,0.0,1001.68,-1045.0,-43.32,-119.642,-4.0,-166.962,417.22,0.0,67.149,484.369,-12.166,234.136,23.92,23.92,0.0,1.64,1.66,54.59,11.0,2.79,0.0,3.4,9.04,13.19,7.58,0.0,0.0,1.49,6728.0,8203.478,4.64,-2.35,-1.42,-1.71,0.0,0.0,0.0,3.49,0.0,1.54,8.0,-2.2,0.704,2.26,0.55,0.54,0.15,4.46,4.98,4.37,0.0,0.0,31.63,75.68,6.3,0.0,1442.835,1450.0,0.5,10/31/06,10/31/07,,0.0,2252.0,11.78,27879.941,2366.72
91,0.41,0.085,0.085,0.046,0.046,-0.899,0.279,0.284,0.333,0.0,2.89,2.851,1.561,5.2,6.86,3.81,3.66,6.95,3.69,8.86,11.09,3.6,6.39,5.79,47.07,20.62,11.33,20.68,68.17,0.54,0.558,0.301,0.418,15.22,0.081,0.0,151.6,57.61,7.35,101.34,12.42,0.53,0.043,0.011,0.055,0.016,627.239,331.99,295.248,47.07,139.76,0.0,26.164,165.924,129.324,20.62,0.0,-29.124,-29.124,4.087,104.287,-43.657,41.86,60.63,0.0,10.433,71.063,11.33,0.0,0.046,0.046,1531.177,129.73,0.0,129.73,20.68,483.154,0.0,483.154,863.363,0.0,0.0,0.0,863.363,7.402,0.0,-0.081,18.267,1.236,26.824,55.392,1428.733,0.0,0.0,0.0,0.0,20.964,5747.689,5768.653,0.0,5768.653,56.536,0.0,262.458,6087.647,7516.38,259.439,132.246,452.501,0.0,844.186,1903.25,0.0,1943.25,0.0,0.0,0.0,35.721,2823.157,320.0,0.0,320.0,0.54,0.0,0.0,0.0,320.0,3143.157,1000.0,0.0,776.147,0.0,0.0,0.0,2414.268,4190.415,182.808,4373.223,0.558,60.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.125,434.755,-7.163,1.037,0.0,0.0,0.0,0.0,0.0,0.0,-3.151,-9.277,0.0,0.0,0.0,900.0,-1264.666,-364.666,-53.986,-7.181,-425.833,483.509,0.0,-0.355,483.154,-7.163,427.592,26.0,26.0,0.0,1.8,1.82,7.87,7.33,3.17,0.0,3.94,9.57,15.3,6.54,0.0,0.0,1.33,7540.0,9502.904,5.2,-1.96,-1.31,-1.5,0.0,0.0,0.0,3.58,-16.48,1.96,7.0,-2.87,0.769,-9.0,0.51,0.5,0.17,4.44,5.52,4.56,0.0,0.0,-5.53,15.0,-46.2,0.0,1531.177,1450.0,0.36,03/27/07,04/30/08,,0.0,2173.0,11.78,27879.941,2366.72
92,0.426,0.123,0.123,0.066,0.066,-0.611,0.108,0.116,0.357,0.0,2.853,2.815,0.455,8.14,9.17,3.22,5.0,9.29,5.04,12.42,15.32,5.9,6.55,6.88,48.57,28.79,15.36,28.79,25.32,0.16,0.534,0.085,0.441,15.81,0.081,0.0,142.25,90.55,7.52,59.22,12.14,0.51,0.042,0.018,0.063,0.067,621.061,319.437,301.624,48.57,100.431,0.0,22.359,122.79,178.834,28.79,0.0,-25.131,-25.131,0.132,153.835,-52.616,34.2,101.218,0.0,-5.797,95.421,15.36,0.0,0.066,0.066,1456.427,178.834,0.0,178.834,28.79,518.131,0.0,518.131,1073.022,0.0,0.0,0.0,1073.022,0.0,0.0,0.0,0.0,25.807,25.807,113.192,1730.152,0.0,0.0,0.0,0.0,21.534,5659.638,5681.172,0.0,5681.172,55.544,0.0,277.299,6014.015,7744.167,374.551,148.706,684.37,0.0,1207.627,300.0,0.0,340.0,0.0,0.0,0.0,1548.209,3095.836,320.0,0.0,320.0,0.16,0.0,0.0,0.0,320.0,3415.836,1000.0,0.0,679.462,0.0,0.0,0.0,2457.702,4137.164,191.167,4328.331,0.534,101.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.274,168.492,-11.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.244,0.0,0.0,0.0,0.0,-111.475,-111.475,-10.796,0.0,-122.271,483.154,0.0,34.977,518.131,-11.244,157.248,37.34,37.34,0.0,2.85,2.89,12.31,11.61,4.87,0.0,4.97,16.57,18.97,5.27,0.0,0.0,0.85,11803.0,12136.036,8.14,-2.13,-1.29,-1.57,0.0,0.0,0.0,3.72,-7.19,2.57,8.0,-2.54,0.595,-8.5,0.56,0.55,0.17,7.12,8.9,5.34,0.0,0.0,8.12,37.5,-27.65,0.0,1456.427,1450.0,0.39,04/27/07,04/30/08,,0.0,2173.0,11.78,27879.941,2366.72
93,0.453,0.125,0.125,0.063,0.063,-0.601,0.033,0.052,0.296,0.0,2.915,2.877,0.455,12.83,8.75,1.99,4.77,8.86,4.81,12.77,15.34,6.05,7.33,16.75,46.46,28.94,13.99,27.53,7.38,0.156,0.558,0.087,0.417,15.86,0.085,0.0,152.36,62.03,6.66,96.99,13.7,0.54,0.039,0.042,0.145,0.362,653.674,349.971,303.702,46.46,90.212,0.0,24.334,114.546,189.156,28.94,0.0,-27.635,-27.635,-8.457,153.064,-57.03,37.26,96.034,0.0,-4.576,91.458,13.99,0.0,0.063,0.063,1441.702,179.973,0.0,179.973,27.53,428.62,0.0,428.62,1109.824,0.0,0.0,0.0,1109.824,8.699,0.0,-0.081,15.421,1.229,25.268,98.255,1661.967,0.0,0.0,3920.939,1732.547,22.657,1166.858,6843.001,-1252.277,5590.724,54.552,0.0,272.179,5917.455,7579.422,101.233,129.499,732.217,0.0,962.949,300.0,0.0,340.0,0.0,0.0,0.0,1539.972,2842.921,320.0,0.0,320.0,0.156,0.0,0.0,0.0,320.0,3162.921,1000.0,0.0,769.592,0.0,2182.614,0.0,274.584,4226.79,189.711,4416.501,0.558,96.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.466,75.568,-27.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.867,-21.485,0.0,0.0,0.0,2000.0,-2092.745,-92.745,-46.849,-4.0,-143.594,518.131,0.0,-89.511,428.62,-27.352,48.216,53.46,53.46,0.0,4.4,4.46,22.04,20.59,7.54,0.0,7.62,27.82,27.82,3.59,0.0,0.0,0.54,18603.5,19024.591,12.83,-2.02,-1.17,-1.43,0.0,0.0,0.0,3.94,-6.55,4.11,7.0,-2.77,0.6,-6.85,0.58,0.58,0.15,6.84,13.48,8.32,0.0,0.0,6.84,53.66,-22.84,0.0,1441.702,1450.0,0.44,07/31/07,07/31/07,,0.0,2173.0,11.78,27879.941,2366.72
94,0.468,0.157,0.157,0.08,0.08,-0.54,0.447,0.458,0.362,0.103,2.995,2.973,0.248,13.11,10.82,2.47,6.19,10.93,6.23,16.24,18.99,8.08,6.68,18.16,49.56,33.48,17.08,33.48,95.32,0.083,0.588,0.049,0.389,17.98,0.091,1.293,134.2,27.98,7.3,113.52,12.5,0.5,0.04,0.025,0.074,0.025,678.646,342.286,336.36,49.56,85.176,0.0,23.949,109.125,227.235,33.48,0.0,-23.157,-23.157,4.08,208.158,-67.13,32.25,141.028,0.0,-25.13,115.898,17.08,0.0,0.08,0.08,1448.73,227.235,0.0,227.235,33.48,524.217,0.0,524.217,886.297,0.0,0.0,0.0,886.297,0.0,0.0,0.0,0.0,29.502,29.502,86.317,1526.333,0.0,0.0,0.0,0.0,22.657,5580.156,5602.813,0.0,5602.813,31.034,0.0,228.313,5862.16,7388.493,108.705,199.528,654.981,0.0,963.214,0.0,0.0,40.0,0.0,0.0,0.0,1547.255,2550.469,320.0,0.0,320.0,0.083,0.0,0.0,0.0,320.0,2870.469,1000.0,0.0,885.49,0.0,0.0,0.0,2457.013,4342.503,175.52,4518.023,0.588,141.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.705,663.733,-16.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,-16.856,0.0,0.0,0.0,0.0,-416.677,-416.677,-134.603,0.0,-551.28,428.62,0.0,95.597,524.217,-16.864,646.869,51.41,51.41,0.0,4.38,4.41,15.12,14.41,7.46,0.0,7.37,26.57,26.57,3.76,0.0,0.0,0.79,19009.5,19020.803,13.11,-1.74,-1.05,-1.27,0.0,0.0,0.0,4.13,-5.48,4.65,8.0,-3.28,0.574,-12.31,0.6,0.59,0.21,9.81,14.86,10.99,0.0,0.0,13.59,23.08,16.3,0.0,1448.73,1450.0,0.39,10/31/07,10/29/08,,0.0,2173.0,11.78,27879.941,2366.72
