,Gross Profit,Total Revenue,Business Revenue,Other Revenue,Sales Return and Allowances/Discounts,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",Staff Costs,Directors' Remuneration,Other Staff Costs,General and Administrative Expenses,"Legal, Accounting, Auditing and Consulting Fee",Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Depreciation,Taxes Other Than Income Taxes,Provisions,Other Provisions,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Other Finance Income/Expenses,Other Finance Expenses,Net Investment Income,Fair Value or Unrealized Gain/Loss on Financial Assets,Gain/Loss on Foreign Currency Exchange,Other Investment Income,Irregular Income/Expense,Impairment/Write Off/Write Down of Capital Assets,Goodwill Impairment/Write Off,Litigation Income/Expense,Merger and Acquisition Income/Expense,Write Off/Write Down of Other Assets,Restructuring and Reorganization Income/Expense,Fixed Asset Disposals,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Non-Controlling/Minority Interests,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
ROC (Joel Greenblatt) %,0.008230063957126891,0.013088959441652875,0.017115279874420714,0.06094385485284686,0.017844460420046858,0.11318887883700014,0.11240462675708927,0.006581553350010785,0.019873956853079407,-0.009517513178808635,0.0009971952550085917,0.0025274095851658433,0.010610499177709634,0.00221229096544304,0.008184834975501624,0.005954519734311439,0.005295525140454734,0.011655797875643538,0.015373582525802502,-0.005639388390943011,0.015493310181350185,0.030693670829985902,0.00507186718414729,-0.016165724128505147,0.003044282039934584,0.04536596551363222,0.040314417579108454,0.03125894069740899,0.04634950055339959,0.04847911735608707,0.04322307194776337,0.02428147899563843,0.03883302027164715,0.03598201831876738,0.02495106611466266,0.02674873417993247,0.008040761767330944,0.02266297001200261,0.03309524683239375,-0.018726345373540773,0.011539714122503625,0.011003131149214664,0.04835656065550463,-0.010114413762792863,0.002330184930932935,-0.011453436957730094,-0.007603117104101112,-0.005523390140275666,-0.009300936723590203,-0.012580952796100196,0.02629935771294588,0.009668926097712784,0.017469665552217756,0.026505634146316084,0.015170655050412887,0.03560739628761408,0.007930286056231486,0.020983373836425723,0.010778293969108302,-0.000979094690949616,0.02006146575232101,0.008252436571497275,-0.00682163832511001,-0.010164128413635738
ROCE %,0.06230211594737024,0.044819546151534356,-0.03425457282623258,0.0194209370681955,-0.027832003613164104,0.037262195677804304,0.047050545020274046,-0.0318214186558388,-0.031559260494900945,-0.022357228340063137,0.02460028760594651,-0.0031811425657750796,-0.019911577043382315,-0.01586687209326066,-0.029780573411371688,-0.039642907683169,-0.0162804849352997,-0.016926645142173714,-0.01905951590200669,0.02817681697916576,0.029866689585871475,0.03937144069679548,-0.0208922434513622,-0.03273105180289811,-0.014442889742406605,0.044194984058753606,0.028568964212358314,0.057777009146655595,0.04393775513896773,0.042642046051984676,0.025229725339648255,0.022622989570450065,0.02290576733450355,0.036808106043062463,-0.001393596996550768,0.03343784795191046,0.028891846105978634,0.03969655987138113,0.024004174307436742,0.02856806873433886,0.023504569288692597,0.037422367925608144,0.024192561049784678,-0.016856415823678115,0.002118607726086516,-0.01926555738214699,-0.013966947268472335,-0.023742092943057645,-0.011283462611296945,-0.01646866236421541,0.031748083355364984,0.023644771359765965,-0.017977686633744785,0.037999263733550996,0.03396124974343453,0.017346383650948604,0.030021535552654653,0.031735761566225054,-0.018556909169629404,-0.01756535900962024,0.019395052586736874,0.03163163187421217,-0.0039761701409297264,-0.002693068112175407
ROIC %,0.017405249449063524,-0.0016915364179779522,0.0031652611190530425,0.005706536703566689,-0.024042214593676493,0.010599892244666873,0.019159231112239748,-0.0390238056213648,0.0036595679384520126,0.008236193006082684,-0.012337044866099545,-0.008177570446056055,-0.011448636227189776,-0.007254655626703296,0.003908394762778152,-0.03288939523915555,-0.010581410522001556,-0.010539459232230557,-0.00951811023929661,-0.015450996095064406,0.03951579576894843,0.039760384569187734,-0.01154279860613766,-0.023541658005673465,-0.016199267762406586,0.008669358020497805,0.012669980444796442,0.014762723423630487,0.013746688457101391,0.018657775735644297,-0.00039506502977203466,0.02061631250172431,-0.002049583968703697,0.019194027195821976,-0.007788370213687967,0.014516926061952965,-0.016217011218087128,0.01816849688488175,0.005254413400845174,-0.01128672619824294,0.021712347869533487,-0.000510231670056603,0.014280384209241326,-0.01447301116326769,0.013045893480771122,-0.013248694746039898,-0.014313714755341923,-0.0162496375252873,-0.016496208691356633,-0.01724226083735826,-0.0031609827012760443,-0.00727113604432518,0.0024751915658261497,0.0007760307545686128,0.020600114322778522,0.007830048380022693,0.025851026735397464,0.018499017614978856,0.00515919719351481,-0.007786556766354343,0.014851464054610327,0.014409313642407913,0.031319461787068,0.004604770962127935
WACC %,-0.028690479518407416,0.02489957672418437,0.021888206075448943,0.009726688521558939,-0.02071169692293961,-0.014421710896876008,-0.030974130180839728,0.019809609651793143,0.02935080152723338,0.048886678974239914,-0.027952745351555,-0.004482500478568107,-0.013278738543404136,0.0005017714443393819,0.008432771334987436,-0.03256677962230886,-0.018317718043139083,-0.012441464614770095,-0.01806907856893904,-0.03811999542709889,0.0039398444791445275,0.001298156890674662,-0.011976403162047077,-0.010666422670813046,-0.010691065682601274,0.018264527113510468,0.01725086985191613,-0.02127786697877459,0.01750627867767888,0.017926501588640655,0.001410210412225315,0.01048404080981725,0.00030210125761277913,-0.01549315145529061,-0.0061329743611939595,-0.0008018893296862246,-0.015118689868084338,-0.026848151501672263,0.011100615238608367,-0.03732328600603861,-0.007231592328492145,-0.009445383638941051,-0.003566663923106857,-0.021279386357092776,-0.01569622163771667,-0.012313272862730072,-0.01640428919797434,-0.007254784528610784,-0.011617435884491463,-0.006922994555493152,-0.0035416816591331626,-0.0011351625646976189,0.02231230834210446,-0.002858223155420889,0.0008696490538922974,-0.019866400994090094,-0.003879326190396483,-0.005428457785534165,-0.012325949691982516,-0.02005724070079776,0.0023124563467287317,-0.0037977118628524887,0.0021122881652729623,-0.005274342698116958
Effective Interest Rate on Debt %,0.0012033055388741818,0.0081095967656786,0.010004453005448014,0.005091891441162004,-0.015747295627996764,0.04856435981108081,0.04041406177970996,0.034173409720685305,0.04240141394765692,0.0029695295830701775,0.011694974336548805,0.018081511931548853,0.01228184854252468,-0.012296496128175485,0.011716890379544884,-0.0303983822798711,-0.009020825667582917,-0.012381019934765359,-0.018483193883501347,0.010008096660385503,-0.028364795699503596,-0.024560882157451672,-0.021460099444865443,-0.004680822239592895,-0.0037030626815252707,0.11150125307172194,0.11178193533920092,0.045172079225177623,0.022538403942798366,0.00621204496220914,0.02567424477840148,0.03474146083774037,0.021819380890527543,0.011127269340337516,0.004714576526098498,0.02690965387694068,0.008211433871496567,0.011942872706193566,0.04249552081465595,0.027742663475448584,0.04379531029090179,0.018853663233670572,0.02252781989145896,-0.015109517752446998,-0.007642915784610048,-0.010570986502906388,-0.010949334479820593,0.028443570941075583,-0.002519132552841256,0.0013445741191227996,0.04222017402752349,0.02519445080780351,0.01075405545709636,0.05645819511428529,-0.020981183530513068,0.010049808640727204,0.0006113819021523893,0.024870761917204626,-0.004819871414802057,-0.001527694027512527,-0.020251604416195425,-5.928972934304052e-05,-0.02524776689813381,-0.016524314844764867
Gross Margin %,0.09812375771560386,0.008439547986166883,0.01471945729036685,0.06897180657899009,0.011864543554227506,0.11441199542404278,0.11099010770077403,-4.827287585188866e-05,-0.014989887838728502,0.012703363667824978,-0.01290610317629598,0.015156126834765297,-0.0040875751676100695,0.00304745097162442,0.02706082433154637,-0.002036122819966266,-0.005494575294736462,0.012433737777607362,0.011845999689129538,0.00046114893642092863,0.03125838801945732,0.03260014975450687,0.02590357261746499,0.00461444440509738,0.014976806921088836,0.06514848267230254,0.031191902736222847,0.026631953531600427,0.05391653077491561,0.06076899480011584,0.03408407338846508,0.039332124336096896,0.0565925901108305,0.04117743083567,0.044433200451050155,0.030735006797402216,-0.031377637052397225,0.055660502713044305,0.07131871247046044,-0.017099611036872006,0.046719492583661114,0.011888287499414622,0.03492946474410825,0.006323444160271838,0.015019002656445596,-0.0008464563832197448,-0.001353938256593289,0.014913175801753543,0.004360258870304215,-0.012987954258752302,-0.00818345605941201,0.034534701692162426,-0.02252995287692072,0.005806748880196694,0.004544974499550266,0.02019508673306979,0.0016573037075901086,0.011863054199442443,-0.006825583663841599,0.010667369229433534,0.03840487090445522,0.017808228541943118,0.0038560059225377728,-0.005859846676597495
Operating Margin %,0.045373184338000555,-0.016592970079531696,-0.00296186098208455,0.07636644414239527,-0.0011188406090822337,0.07840337967712888,0.08806302294130558,0.10783719463070489,0.021788107305622684,-0.009536404524922684,0.029113079351660253,0.014699884161188378,0.028374800256398526,0.023810722514786706,0.048141935004498565,0.009898898876528346,0.0179692789229544,0.016761584275053545,0.027510654313768756,0.0026492446880534873,0.012340422548601779,0.02979522380674053,0.1051034021759147,0.13379758834332037,0.005009322912494415,0.0536920919981306,0.052275805761270326,0.020810006657144216,0.05980579659455345,0.06126492910291856,0.05008646328464024,0.03796322957751107,0.04863424418385194,0.03633910581671085,0.04457718777412029,0.047772468571651225,-0.03482071207352883,0.04678196816871744,0.07092137908099565,0.011030614479461662,0.035024165517075566,0.0010670041596003632,0.0818496620538787,0.014459367163771924,0.016027353922279983,0.019795415780678827,0.019795415780678827,0.01796989529259583,0.01741778578869494,0.008614908238363984,0.0101513179628472,0.09182350446036011,-0.01657286978074713,0.0059453244886161155,0.009297958091390206,0.06826322389896104,0.006950626672531454,0.03969218915358817,0.011551625548506209,-0.004634486148765417,0.007737280868772353,0.009692578048026841,0.0012679808325828492,-0.006812708933395683
Net Margin %,0.06519691616217424,0.002207923886684728,0.004223158053419088,0.0690143458624799,0.012793191800695112,0.11338168250501166,0.1041432558416213,-0.00042552854623555385,-0.007961703152039918,0.001431649976225964,0.004552538237439922,1.3689708902569347e-05,0.006310422595735191,0.0016428593935881395,0.02700861022330501,-0.0005384710261690942,0.0010198780332497607,0.011750167383273434,0.019402155339353248,0.002684881191179743,0.023852422365096906,0.01769001265875958,0.010805462362841347,0.003394973390793407,0.08352699827302663,0.13669972310937722,0.04099830273506852,0.02324423212715692,0.052953319439826604,0.05976825847452505,0.14112540343182026,0.031024101121998018,0.04834694239128899,0.040923466116325184,0.04276495027716267,0.04259172566139262,-0.008708107476654311,0.05530664160968223,0.06941020207726827,0.01045233266542019,0.036558129496213926,0.009868739400879541,0.04085981331301615,0.011158942518960494,0.01073967271317064,0.006953222465783643,0.011837757054378086,0.07548259644612085,0.017110765621020506,0.0009650525168152903,0.007599091661161394,-0.01979419610128054,-0.024683451101128524,0.004333599414497133,0.008454232395376793,-0.0035493219716525083,0.0111386408868836,0.01033936797326803,-0.003758637876208378,-0.016479564231860512,0.02328596172181846,-0.0011172058913820819,0.003385000396437993,0.008815824677854679
EBITDA Margin %,0.06200588810827301,-0.007759775122378103,0.005362798949541097,0.06250182321517224,-0.005152241376239513,0.10740830093737891,0.10372851497459216,-0.0019212558065318025,-0.0071389918430885945,-0.007710563612242291,-0.010409593065605483,0.0014309897813913923,0.003006761547276671,0.007332332744617941,0.02599548306034801,-0.0015824999549331111,0.004572949253904617,0.014200101811411132,0.011192735424221653,0.004577653544175734,0.028706221695957355,0.018901235415448813,-0.012219786131532762,0.019991870830221716,0.012059618296577212,0.04854933817469791,0.042849731011490644,0.018448345869617435,0.05649431808283644,0.05564634725939526,0.05081096157024957,0.027986282597736233,0.050684832291034876,0.03920921623649958,0.04369925661803363,0.045167631272720596,0.0029999797311672546,0.048531450699171134,0.07031309177346326,0.008882217187298164,0.04631942543910103,-0.002126147526947124,0.041741773403126375,0.018159086438986158,0.012384360567852208,0.004230768868890409,0.004534444257007024,0.0029969533159132306,0.007506980388875576,0.005521281820613124,-0.000808766895935484,-0.017293791073839614,-0.01824199785293088,0.01337499420123817,0.004303469959952932,0.015664697925548955,-0.012716485265231855,-0.0006946011273650942,0.001447169468145183,0.006572809917906911,0.0090058601795481,-0.005792925313026651,0.0020383714979319376,-0.0010538984514262065
FCF Margin %,-0.003179894437167366,0.016281703116464857,0.019689602334563374,0.030759249275812077,-0.005423926854745206,0.04223446212296245,0.0073251744879227155,0.023443457229610068,0.004133830215183132,0.02879609537900374,0.009652420829302441,0.0036408346759887493,-0.01093229178990578,-0.0051008991478417864,0.03602628743182864,-0.005049924950944688,-0.011473912203467813,0.012064183060059769,0.022083378226268564,0.02482002491213053,0.06531995133806406,0.058928782920705226,-0.0034175534115457014,0.01851528820132172,-0.0018624507591678769,0.022335792261928854,0.01193575900510975,0.0606617844637151,0.02691386450768817,0.0257767667684002,0.04339472864921024,0.05228125581535353,0.04552328602362185,0.07337932759654606,0.04101472869744933,0.01500424545355552,0.006547065232166112,0.07034679295837391,0.032973721384299,0.03440706777201889,0.0637744724419293,0.021626704741607224,0.040735560043027697,0.049745201537148405,0.01682808145349414,0.0004118322444214492,0.0007601125639820766,0.0016248012282402613,0.006012689306778466,0.002993927836296201,0.019276886306547326,0.011028939862585348,-0.004913917399278682,0.02808765097155167,0.03563123584252979,0.0472583460941005,0.042209412165176395,0.043398323878263326,-0.011801973841828002,-0.02337546868696289,0.07412556467449355,0.04360317203668735,-0.01509947910755997,-0.013133069273299517
Debt-to-Equity,0.07611627335735979,0.03945864710259806,-0.0042244331635978025,0.05495662251619961,0.0037130244305089433,0.11943454746003886,0.06929417841427797,-0.013450466869963328,-0.004650322591127106,0.035179463209887844,0.09055210834804187,0.06771866298328968,0.02080836783567123,0.008357511825729264,-0.0008660502230745545,-0.0009399086280802698,0.07003796430305222,0.12899255359202008,0.045041172106672064,0.06760011796370476,0.06202765245076792,0.06608497742623475,0.06286553738376809,0.01234098665657968,0.07601397614794975,0.08675371184017698,0.08991559429461626,0.14884387592622936,0.08520511244238665,0.08730797377074048,0.06694787570005255,0.09551375362029908,0.0378173694762591,0.09143295022773495,0.0022727909128528274,0.031814383373690455,0.05724281407430473,0.08300269127809558,0.04591350271662444,0.028713634046608004,0.03310905928499995,0.03203248649726572,0.05420385789726562,0.03140656766328366,0.0074678569110282035,0.011256323633265074,0.010374059505663197,0.023350712308622373,0.020364393846799334,0.013852668020572952,0.04292568652811059,0.038515828828357274,0.00024735955025594796,0.07330168599982909,0.03520690220896057,0.039513969484864846,0.09360214234696954,0.06170815274639602,0.015466690065916184,0.014605220314270688,0.03816669067101243,0.09317366912735496,0.024921988166253316,0.0670223715351465
Equity-to-Asset,0.0673652281435791,0.04910364519981221,0.04846375996227946,0.07102690214184923,0.011853149549260839,0.13593497204484978,0.14032212675952463,0.0024900174634287613,-0.005376662501201291,0.006257192656012922,0.08972498895301047,0.0420941974231358,0.035560380725164924,0.01942213922509836,0.013698499104568706,-0.002620352258177459,0.009194878011299918,0.057377278932731715,0.03804145753891093,0.07152872637075988,0.05823442925658825,0.07392295242514313,0.07049970100401974,0.07004826576131958,0.043506572022462345,0.12670588196658733,0.08886438870538423,0.05859217226648589,0.09639901657499775,0.12461846909376254,0.15893468237244346,0.12334014007645762,0.052060485094092196,0.13731634783187546,0.11972666321629674,0.19241686472648142,0.04265697701342925,0.09917308686828302,0.11268258158819688,0.08995360378753334,0.05332464265486122,0.17578988443295634,0.07578009134453445,0.0682210160303693,0.025784013025074617,0.031880453258045095,0.03142386712733039,0.04313041119585908,0.09397492004414565,0.08070696698857441,0.0679235226890647,0.05582251855334133,0.013930359975619866,0.08172305989852205,0.061968603700903194,0.06144975500018352,0.05163886009924061,0.055831222794071794,0.03038448814651941,0.02177621098124072,0.06825062518704637,0.07147843698944521,0.04130916211907231,0.0758749851332242
