,Gross Profit,Total Revenue,Business Revenue,Cost of Revenue,Cost of Goods and Services,Operating Income/Expenses,"Selling, General and Administrative Expenses",General and Administrative Expenses,Selling and Marketing Expenses,Research and Development Expenses,"Depreciation, Amortization and Depletion",Depreciation and Amortization,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Total Net Finance Income/Expense,Net Interest Income/Expense,Interest Expense Net of Capitalized Interest,Interest Income,Net Investment Income,Gain/Loss on Investments and Other Financial Instruments,Irregular Income/Expense,Restructuring and Reorganization Income/Expense,"Other Income/Expense, Non-Operating",Pretax Income,Provision for Income Tax,Net Income before Extraordinary Items and Discontinued Operations,Net Income after Extraordinary Items and Discontinued Operations,Net Income after Non-Controlling/Minority Interests,Net Income Available to Common Stockholders,Diluted Net Income Available to Common Stockholders,Income Statement Supplemental Section,Reported Normalized and Operating Income/Expense Supplemental Section,"Total Revenue as Reported, Supplemental",Reported Operating Expense,Reported Total Operating Profit/Loss,Reported Effective Tax Rate,Reported Normalized Income,Reported Normalized Operating Profit,Basic EPS,Basic EPS from Continuing Operations,Diluted EPS,Diluted EPS from Continuing Operations,Basic Weighted Average Shares Outstanding,Diluted Weighted Average Shares Outstanding,Reported Normalized Diluted EPS,Basic EPS.1,Diluted EPS.1,Basic WASO,Diluted WASO
Shares Outstanding (Diluted Average),0.045733595117531875,0.002043852161140054,0.013873408347336226,0.026934906028732823,0.03657531891686472,0.03306279187609369,0.0347603817335746,0.03432525504134905,0.04069759769588408,0.0247065242752754,0.04000623650631786,0.04498052921296058,-0.0004665713729438258,0.039982566871127195,0.020063190904152713,0.019848553118859573,0.010150074361417122,-0.01307171206630357,0.05398723640852293,0.046425638707442,0.013221405717459507,0.03497539026872226,0.012177474392465934,-0.010555991888106159,-0.010469642901846304,-0.000893278836984064,-0.0015063386289697303,-0.010306461269286166,0.05843057735918329,0.09998237680656817,-0.009067641736111581,0.01658082129077197,0.01116143002940346,0.1383272209150256,0.025799737426257387,0.03613082833305989,0.01904089636625465,0.028193680828084825,-0.023039798660261762,0.01771725147379602,-0.01749167760055618,0.02363503991908776,0.31381293134411675,0.33281809294482784,0.08938004675257386,0.0043461349546914255,0.052470862918544595,-0.006852391892312751,0.0026331966876741637
EBIT,0.048665557281291155,-0.008504131579765008,-0.0013883827326396144,0.0021606087717900126,0.0008840463004713868,0.007346466359663267,-0.013399299165453493,-0.012135798142315541,-0.013601624009914829,0.011324872716506356,-0.00604122252464403,-0.006640396909916184,-0.005647869431460249,0.000962252918209376,-0.035699333398083774,-0.025538475942684984,-0.016171420581745866,-0.014565768972284843,-0.019398313347916904,-0.014418911238246228,-0.0010964537626689083,-0.011604645045643978,-0.018289120246688946,-0.0309921587127899,-0.03071838782569771,-0.014774427038352406,-0.015229113891795407,-0.03462601606218418,-0.03469307308316442,-0.030610730295447666,-0.029543224723576955,-0.043521668071922315,-0.014417029694842615,0.10877227316245368,-0.03231581004671784,0.003571656627637196,-0.01449634838589921,-0.013263794376552685,0.006087140309419292,-0.01739765528863557,-0.018519639670013688,-0.021186958085551807,0.015407911802576259,0.01392673465734996,0.016531631509576122,0.003380097378106342,-0.004218777190069361,-0.010717862788516344,-0.002423168506854794
"Depreciation, Depletion and Amortization",-0.009714666275950783,0.005944939065754987,0.0015769221844543456,0.041487198402504144,0.0671422202854837,0.006432955361283645,0.026914727423141372,0.027929227264951968,0.024883166435188085,0.03510616720639715,0.5317754051158525,0.5200105894508746,-0.04346232325260524,0.011693686776681934,-0.015846723499819217,-0.015189357082056355,-0.029924391797074658,-0.04002949565502622,-0.009036704350382424,0.023852029156300882,-0.032523443923843015,0.008507423115365764,-7.582273976229452e-05,-0.051317305541977554,-0.02691339720001068,-0.0390210171285052,-0.03457974047339024,-0.047784362938363134,-0.04784717430227052,-0.05295365099912275,0.019530023302948625,0.021863752813328582,0.009523903845732418,0.10302553053959256,-0.044668443933892736,-0.01985102757859893,-0.022203242788504596,-0.010558068979756672,-0.028376010019591745,0.011041452695330183,-0.031793746040584187,0.007278856174460021,-1.104567893989248e-05,5.325167117030665e-05,0.05384298319379149,-0.015775991157848696,-0.0069775783345266676,-0.06659612846449282,-0.05054100411652614
EBITDA,0.049749945887010275,0.008517958358645349,0.005951552094672791,0.011000814856194033,0.008717877821021718,0.003546878923258277,-0.014442686248457213,-0.011745014317113056,-0.016283974500167497,0.016656759301289285,-0.010715550569272068,-0.007723713179243339,-0.02224717277200992,0.001215823840770389,-0.023749438338400285,-0.01384630262226776,-0.01580055353860205,-0.014768025873761388,-0.008261610166911881,-0.015902716601863088,0.0018705027569069763,-0.013314914209611568,-0.010358243806822265,-0.023441776731942948,-0.020993528884385628,-0.013506973142634549,-0.012797176013334246,-0.032700399654210205,-0.03272034145029228,-0.03269436661201095,-0.021485359028770516,-0.017192629297404324,-0.017477871405489998,0.10977905145593443,-0.030963783617624165,0.003701622071314436,-0.005104406308902439,-0.012245884926433597,-0.011774132085661542,-0.016713663518567436,-0.011865719711418338,-0.01631245365305837,0.01711344382570052,0.015632266680474217,0.016625043983306352,0.02059094331521922,0.009948744998636976,-0.013936252998371809,-0.015370852958666782
EBITDA Margin %.1,0.17389080823808353,0.09643820138576986,0.1001305290692652,0.059339019092904115,0.058466163243752964,0.09629694978516003,0.08992645676163716,0.09974629561874566,0.13056146736164134,0.12902290926567422,0.011150721424006582,0.017657870573337325,-0.01588459444425389,-0.027319321130840582,0.0008808538775135636,-0.01137434488362771,-0.012825131500025587,0.06373548151940182,0.013271434295636212,-0.0037550214339726164,0.005662836263528517,0.005541115502279284,0.036892857232592016,-0.003086184108349873,-0.007561944125769687,-0.02462083520441891,-0.019932257288413042,-0.02382044998382611,-0.007298941088961092,-0.023206704513057026,-0.0007517093508596426,-0.020582527039883274,0.08490020464039696,-0.037272403744490236,-0.012349042474826669,0.012855231263516878,0.009102734970134323,-0.0014221889542680643,0.033628886179286194,0.04430093233401854,0.027601238612569686,0.03463286107470014,0.11730664743886388,0.10861649838309113,0.03401421652863419,0.010773809533089217,0.01977851656166344,-0.01979570790857698,-0.020681286463283516
  Cash And Cash Equivalents,0.035101248504519796,0.02859297472439975,0.019759507233862307,0.03185150989836009,0.060291809507961695,0.021963678878641934,0.04669229340497334,0.04730971974661673,0.04826427126438362,0.0760998963024296,0.04054014861339937,0.046527649839374303,-0.013142279305389998,0.021301920415852715,0.03165656928773262,0.03178226646520643,-0.014411331149314133,-0.0022239779255907566,0.028699911930155714,0.052143177457230155,0.009762867493519348,0.029063959160278662,0.0003687114702563823,-0.010580523303848371,-0.021749868367518632,-0.001464733355824027,0.002867075073625614,-0.002255457510231192,-0.007457462347197169,-0.005976811196942745,0.0035656247723483683,0.013567833557063999,0.020414025337142937,0.14035982268265237,-0.03141593199289,-0.003809620329563155,0.02032108088356226,0.019869374253112845,-0.022576262083764127,-0.03659452268145439,-0.04007704106744907,-0.04530923541499173,0.020721673578796885,0.024592263692210348,0.02634633696613884,-0.04743327915454329,-0.036088651088904904,-0.02648571971172018,-0.0009991956486984153
  Marketable Securities,0.00888546805135408,0.00640865197194686,-0.0029603812451304366,0.019200740521573643,-0.000640884520015041,0.01854813756128748,-0.0008873655854471727,0.008724035270790614,0.04256664911539891,0.009990153409958135,0.09853038137825298,0.08840655057599674,0.07182434603960018,0.028937606249349834,0.07776960415623987,0.07957331956826307,0.07682207822865433,-0.004728205514878377,-0.0008244736636118606,0.052267508995958396,0.00031038732101513035,0.007093661502776263,0.0008624649691131797,0.06630124814721063,0.06848412852988064,0.06952661230426269,0.07143628777173523,0.0740855235191431,0.16387260374981896,0.1003378427981428,-0.007050763927146828,-0.013907258652111558,0.004984513088342375,0.0043170564979188725,0.06806666942405712,-0.003125088261907779,0.09780141003015652,0.09863114149655372,-0.002099821488916794,-0.008177609137270694,-0.011441184762638775,-0.037785723917760534,-0.0075373740359788045,-0.0011996827436042308,-0.022586298977307753,-0.0037108109670575666,-0.00749459310164163,0.058562683159169515,0.06531146709532859
"Cash, Cash Equivalents, Marketable Securities",0.03801469344659561,0.027344885271815424,0.012466977235112205,0.024921185949599235,0.0279475792027019,0.022174805170503853,0.020650318278663333,0.021828112641626204,0.04799549018389935,0.03593355423619612,0.012328366485863851,-0.0010362786738846437,-0.014800519362054771,0.014603167319190636,0.026677812987175555,0.025464776923172547,-0.029021714413952064,-0.026572815476027627,0.017503777419160742,0.09508749039556608,0.001694568484362135,0.007510233635508279,0.010683159355037117,-0.014125386699668459,-0.01384957291883985,-0.026862962836188938,-0.014670798872824437,-0.008838277496874446,0.002917204582289284,0.011298718195428874,0.026239097534341255,0.01013819417890055,0.02041598721252118,0.12545171531637625,-0.013548746960856402,-0.005374165047948033,0.008092672511617745,0.018854417234623833,-0.02519068015923526,-0.03681229474037332,-0.04193245305304376,-0.04494905990048778,0.03786950350304342,0.036301707881241006,0.0228784636158638,-0.04082732532477924,-0.055630293122624755,-0.0058687127101337555,-0.007015048638894577
  Accounts Receivable,0.036236785049376455,0.029090469758702373,0.04729783628214802,0.041808765472826415,0.03498847485025541,0.02869886340645176,0.017062520457351994,0.030701155150499856,0.01828546438970929,0.014043142754856675,0.016895545372540035,0.011102712638357272,-0.014021993420801295,0.016033702862195454,0.012376119439573981,0.0178501344252858,-0.027736730340636492,0.06843027610380789,0.013262646693563944,0.009316822464698801,0.004655650353669683,0.019899000248214525,-0.00235275259918237,0.0004005927703968088,-0.013436286798579078,-0.011320195002410391,-0.01291977041499079,0.008598017814969994,0.004065960420062508,0.0023937167741669672,0.002285588293472255,-0.012199061565631285,0.03330883134012305,0.17232472576931512,0.0032637078866298843,0.008315512473563099,0.012866398270257848,0.007271409407755707,-0.024943665131985086,0.002634963845300068,-0.04083823216780467,-0.01678248336898492,0.05181128847460978,0.05270364410348231,0.025850264457516186,-0.0163465096713099,-0.03788941008837208,-0.03419981124232922,-0.033093695174488263
  Notes Receivable,0.014336246456744353,0.06808359076391193,0.09752781298134584,0.056820891348336774,0.0006150263301897621,0.0224846850612317,-0.032665151524022745,-0.003112028049098526,-0.0007942528555515021,0.04012216204696493,0.0963601462492152,0.1103406939495852,0.09272371844960417,0.030219627706299296,0.1325864184361248,0.13089320189275377,0.12487534423843177,0.03158539700350838,0.07901464088317992,0.07808736399372226,0.08965944578287233,0.03984924246124802,-0.02087660901613106,0.09346743733751355,0.02526581906414495,0.03310691061242409,0.03200449427716895,0.039730898990429524,0.11051608299521917,0.09037481711224524,0.01867553019475687,-0.003716806252848916,0.040046243673526646,0.04087332397709377,0.06397193390700054,-0.022119402620704873,0.05772959675443115,0.05734463845471735,-0.025815292653465702,-0.02105868394633452,-0.008080192020862404,-0.013106627650300868,-0.029919673092542426,-0.008156360758734068,-0.007152947283376397,0.00752561077303272,0.037708095721370974,0.059735250378690846,0.09522841256692861
  Loans Receivable,0.010623749152791316,0.0672098840115738,0.08299305485410308,0.05753132478507582,0.001306735014766986,0.005568426825460501,-0.012035366386729281,0.020394719759406793,0.017997147155801193,0.041117023893432844,0.08895452151214077,0.1014809068472762,0.08664938861839705,0.025345883744063394,0.14106265176151692,0.15134383742139285,0.10386838131384213,0.08215893205566113,0.0695446412497032,0.055746649082402996,0.08890660247796882,0.046778192785739095,-0.02676363489108981,0.08744849781682282,0.023892866742717945,0.03309022107141303,0.033095626970110134,0.031911983420763186,0.11134436334362417,0.06953782083862883,0.024623768356525643,-0.004329905502977695,0.03947360868748907,0.03693521607791429,0.09036274112226732,-0.02118313324306436,0.061000267916031345,0.032053876190638035,-0.03546015379010166,-0.048046728945212815,-0.0638701505546589,-0.0589956715670769,-0.012254631258562028,-0.03483382949880346,-0.005841044080041142,0.0018800438162491784,-0.02661765900747457,0.059804230273488926,0.03263085002882614
  Other Current Receivables,-0.06954123889501371,-0.012027584919865164,-0.0008441987525224701,-0.012939142977102655,-0.016383673446254098,0.0016588250668443712,0.009182378641327833,-0.008452066670736232,0.008595716588569193,0.06501015335335271,0.10028381382572486,0.09227727100447494,0.08514053265551308,0.008227461787242096,0.12266738879893098,0.11504516250806726,0.11089325075811443,0.01559562648447546,0.1082343106386227,0.11289268289674817,0.09163758838317919,0.08810299181613579,0.00024021467263608928,0.07436203407674931,0.015945284122610405,0.09821978930733628,0.07126292606486807,0.0847921792170962,0.10207804196134819,0.09223991366305992,0.019084943767099013,0.007858663234781611,0.009374811373957547,0.026795591465651677,0.08692181569739754,-0.0236499271592075,0.046300587965533074,0.05434781898599455,-0.01764531031434558,-0.00472018700035943,-0.032787680786559546,-0.015334216474668833,0.015502045285432605,0.017234802460240888,0.017377901781592948,-0.0016094060466186142,-0.0039255468417076856,0.034032570409757275,0.05970747504026703
Total Receivables,0.08426731041045236,0.12412056902483212,0.031598559733906406,0.11576145270474524,0.030286411736535655,0.03974942474456374,0.10390209538155931,0.03881926579377589,0.028248887417824338,0.03846712123608752,-0.0011527901474767833,0.02208174985280872,0.10356568451372564,0.11240011082499629,0.11971108498794691,0.09311972890367759,-0.009079026431071389,-0.0064427662045907184,0.0115784512975719,0.003706887650008637,0.02256198815788757,0.006550925419329225,0.012180877692736155,-0.014376806405221883,-0.008750020298042326,0.05009771461393677,0.0022352018431304344,-0.005911698058175917,0.005287315811875451,-0.00145863192962346,0.015856530644152603,0.05296799257084325,0.13063392472803767,0.17519273594078175,0.008677025068963022,-0.0005005285684047643,0.0018242607162400892,0.006378369712875782,-0.010035826860428847,-0.012732096494271598,-0.017134476075746512,-0.018431611859495416,0.04654251306525661,0.05062154634232627,0.04604270483978772,-0.020377053765862695,-0.019251699480671323,-0.01337763426162766,-0.011753143976786146
"  Inventories, Raw Materials & Components",0.012554057932874077,0.07006850085592835,0.07870444987305164,0.021856347074462417,0.019295747982826676,0.07559503004028485,0.080439210091834,0.07913297358619209,0.07520986541004782,0.08868503172497202,0.02802234087081886,0.02467603344174798,-0.02162671555503739,-0.011650811411140986,0.010828007294401717,0.005172925441080216,0.00860493766177318,0.007619938467753266,0.037366126510840196,0.047087154558623785,0.010096575595459942,0.009958933542456631,0.041664763897847276,-0.03954054394293072,-0.03368915920107177,-0.01958502169332901,-0.022734830899967067,-0.04021380489036688,-0.0071892970413550295,-0.031547568395609356,0.012440039089238394,-0.0035451997034221198,0.09403635687017739,-0.07263888991101801,-0.018195305789928753,0.0029853062516781463,0.002152931927739782,0.023674398681645534,0.008772211768953464,0.034507325477202005,0.0007411596847897435,0.024936623833858244,0.02377688129104099,0.023553117731756397,0.037346323243782155,-0.005929671117888937,-0.004066793035342681,-0.020936153288532287,-0.020368463926606368
"  Inventories, Work In Process",-0.0067232861026746355,0.015575270732494992,0.008427012886540563,0.0071853897258255355,-0.021680963586750524,0.01682995541070979,0.06359298873097967,0.00906818350730599,0.02226005527088285,0.05430180371380312,0.10454496627674599,0.10894136443603102,0.13592285642314714,0.02069447244057992,0.14565637403898354,0.16787228648319752,0.11944586261066754,0.0303005206337506,0.11079180044913432,0.09752917614509805,0.08747365629907422,0.08227040572188289,-0.013994838722460937,0.09713118456861168,0.05384547964320203,0.14475182906089856,0.06544925379630523,0.08862716952483905,0.0901927151810418,0.08843051729068077,0.03032870941699516,0.03377776759144636,0.03416009688058672,0.05505466304760509,0.10389227185623669,-0.027288234876567584,0.09397273922130019,0.0785927669935224,-0.02142707490523624,-0.0042429007961000235,-0.013370874226737595,-0.016783011751897885,0.010004160844584473,0.016832333703456666,-0.007892973916556101,-0.002378097637333793,0.021297093354432122,0.02914947122555719,0.07288688081800287
"  Inventories, Inventories Adjustments",0.058141679482989754,0.14627653838145335,0.14209349840820645,0.16925340772232392,0.1642443201424872,0.14180740117024712,0.17209067161656663,0.15543769827738513,0.14925979561963368,0.1148555714668352,0.07985520448640808,0.07947008652840201,0.044588073069848154,0.03888253474145569,0.08919234979038969,0.09855118777515129,0.08094262047517779,0.0746522463174091,0.1403255412873275,0.13262697364244871,0.08578272372300555,0.07404334242760147,0.09581210730590027,0.048736209593839966,0.06635484936128988,0.055328081791881575,0.03531544831582413,0.05311262452869071,0.05059383975543546,0.054704262307507794,0.08252183407137596,0.05803224214591816,0.16735491466830787,0.10141836768930654,0.05325386199710758,0.08713352404593463,0.09046040372064529,0.08624959277176159,0.0325001690186773,0.08491098998964251,0.02853515010774715,0.07430646920630045,0.09347655514633431,0.09271213969204657,0.13896428700303953,0.04367046182385884,0.04413304298575204,0.022566414533705077,0.02125203143189121
